player_id,player_name_before,team_before,position_group,functional_role_before,final_player_rating,global_rank,position_rank,role_rank,team_rank,goalkeeper_rank,minutes,player_name_after,team_after,position_group_360,functional_role_after,final_player_rating_v2,global_rank_v2,position_rank_v2,role_rank_v2,team_rank_v2,gk_rating_v2,gk_rank_v2,minutes_played,_merge
5986,Chul Hong,South Korea,Fullback/Wingback,Attacking Wingback,0.514297655486738,171.0,57,42,9,,48.96666666666667,Chul Hong,South Korea,FB,Attacking Wingback,0.3305845230283555,341.0,56.0,44.0,14.0,,,48.96666666666667,both
6297,Maximiliano Gómez González,Uruguay,Forward,Target Forward / Penalty-Box Anchor,0.4868961462185384,259.0,45,12,12,,48.866666666666674,Maximiliano Gómez González,Uruguay,FW,Target Forward / Penalty-Box Anchor,0.3737723798257635,270.0,62.0,19.0,8.0,,,48.866666666666674,both
6300,Sebastián Coates Nión,Uruguay,Center Back,Sweeper CB,0.4570674223421925,357.0,21,15,13,,200.3,Sebastián Coates Nión,Uruguay,CB,Sweeper CB,0.2696112853437561,434.0,74.0,53.0,12.0,,,200.3,both
6301,Youssef En-Nesyri,Morocco,Forward,Target Forward / Penalty-Box Anchor,0.3895342078422762,529.0,80,20,22,,553.8166666666667,Youssef En-Nesyri,Morocco,FW,Target Forward / Penalty-Box Anchor,0.4371403849035319,196.0,50.0,17.0,6.0,,,553.8166666666667,both
6302,Kasper Dolberg,Denmark,Forward,Ball-Winner,0.5166742757053115,161.0,20,21,8,,126.5,Kasper Dolberg,Denmark,FW,Pressing Forward,0.4849592807344812,141.0,36.0,5.0,4.0,,,126.5,both
6318,Andrija Živković,Serbia,Fullback/Wingback,Attacking Wingback,0.5422201869564298,80.0,23,20,4,,212.0833333333333,Andrija Živković,Serbia,FB,Attacking Wingback,0.4628115556724589,168.0,24.0,20.0,4.0,,,212.0833333333333,both
6319,Luka Jović,Serbia,Forward,Target Forward / Penalty-Box Anchor,0.4947358899515287,234.0,38,10,7,,46.05,Luka Jović,Serbia,FW,Target Forward / Penalty-Box Anchor,0.4495771992094976,180.0,48.0,16.0,6.0,,,46.05,both
6321,Milos Veljkovic,Serbia,Center Back,Sweeper CB,0.372669481445867,542.0,100,79,15,,228.9,Milos Veljkovic,Serbia,CB,Sweeper CB,0.1809717916406309,527.0,100.0,73.0,14.0,,,228.9,both
6322,Niklas Süle,Germany,Fullback/Wingback,Sweeper CB,0.4800832178767941,291.0,91,5,13,,287.5833333333333,Niklas Süle,Germany,FB,Attacking Wingback,0.3458596015911995,322.0,54.0,42.0,13.0,,,287.5833333333333,both
6324,Leon Goretzka,Germany,Defensive Midfield,Holding Anchor,0.4116455362792272,494.0,74,55,17,,171.88333333333333,Leon Goretzka,Germany,DM,Holding Anchor,0.169916806134374,529.0,85.0,58.0,16.0,,,171.88333333333333,both
6328,Kendall Jamaal Waston Manley,Costa Rica,Center Back,Sweeper CB,0.4181643952096204,477.0,61,47,11,,249.45,Kendall Jamaal Waston Manley,Costa Rica,CB,Sweeper CB,0.3078526606243835,376.0,61.0,42.0,2.0,,,249.45,both
6331,Leander Dendoncker,Belgium,Center Back,Sweeper CB,0.3876002865416603,532.0,92,74,17,,166.66666666666666,Leander Dendoncker,Belgium,CB,Sweeper CB,0.3329569362545374,335.0,49.0,34.0,9.0,,,166.66666666666666,both
6383,Thomas Teye Partey,Ghana,Defensive Midfield,Holding Anchor,0.3973226898535691,519.0,82,62,16,,301.20000000000005,Thomas Teye Partey,Ghana,DM,Holding Anchor,0.4400927044329927,193.0,21.0,12.0,2.0,,,301.20000000000005,both
6393,Iñaki Williams Arthuer,Ghana,Forward,Ball-Winner,0.4279330654314502,446.0,78,73,13,,272.78333333333336,Iñaki Williams Arthuer,Ghana,FW,Pressing Forward,0.2479256450820696,463.0,80.0,21.0,14.0,,,272.78333333333336,both
6399,Gareth Frank Bale,Wales,Forward,Target Forward,0.4623345304270798,341.0,68,43,7,,247.71666666666664,Gareth Frank Bale,Wales,FW,Target Forward,0.5127583257836089,114.0,28.0,14.0,1.0,,,247.71666666666664,both
6583,Carlos Soler Barragán,Spain,Central/Wide Midfield,Progressive Winger,0.4696332878019897,323.0,37,69,15,,102.05,Carlos Soler Barragán,Spain,CM,Progressive Winger,0.4771099059807982,156.0,17.0,40.0,10.0,,,102.05,both
6687,Saša Lukić,Serbia,Defensive Midfield,Holding Anchor,0.4176715982727732,478.0,70,52,12,,261.65000000000003,Saša Lukić,Serbia,DM,Holding Anchor,0.2812157396346762,416.0,64.0,46.0,12.0,,,261.65000000000003,both
6704,Theo Bernard François Hernández,France,Fullback/Wingback,Attacking Wingback,0.5744772005273231,33.0,10,9,2,,548.5,Theo Bernard François Hernández,France,FB,Attacking Wingback,0.6969405086573637,22.0,1.0,1.0,4.0,,,548.5,both
6748,Ferrán Torres García,Spain,Attacking Midfield/Wing,Progressive Winger,0.5610187612818072,49.0,27,25,3,,225.8,Ferrán Torres García,Spain,AM,Progressive Winger,0.4632598976264482,167.0,51.0,43.0,11.0,,,225.8,both
6765,Rodrigo Hernández Cascante,Spain,Center Back,Ball-Playing Centre-Back,0.4786577995356283,295.0,6,3,14,,413.95,Rodrigo Hernández Cascante,Spain,CB,Ball-Playing Centre-Back,0.6520483797261263,40.0,1.0,1.0,3.0,,,413.95,both
6773,Federico Santiago Valverde Dipetta,Uruguay,Defensive Midfield,Holding Anchor,0.5003304008286731,212.0,7,8,9,,298.08333333333337,Federico Santiago Valverde Dipetta,Uruguay,DM,Holding Anchor,0.5542753125358286,91.0,9.0,6.0,3.0,,,298.08333333333337,both
6785,Yassine Bounou,Morocco,Goalkeeper,Goalkeeper,0.5696358960197179,,5,5,1,5.0,603.15,Yassine Bounou,Morocco,GK,Goalkeeper,,,,,,0.7854271308729174,3.0,603.15,both
6840,Marcos Llorente Moreno,Spain,Fullback/Wingback,Two-Way Fullback,0.4977105185340756,222.0,76,2,11,,123.05,Marcos Llorente Moreno,Spain,FB,Two-Way Fullback,0.2542379004068653,456.0,80.0,4.0,17.0,,,123.05,both
6892,Pau Francisco Torres,Spain,Center Back,Sweeper CB,0.4353013656669983,421.0,41,28,18,,97.01666666666668,Pau Francisco Torres,Spain,CB,Sweeper CB,0.3444816505444906,327.0,45.0,30.0,14.0,,,97.01666666666668,both
6901,Nemanja Maksimović,Serbia,Defensive Midfield,Holding Anchor,0.4441757860538501,392.0,28,27,11,,143.76666666666668,Nemanja Maksimović,Serbia,DM,Holding Anchor,0.4306108367689793,204.0,22.0,13.0,8.0,,,143.76666666666668,both
6909,Damián Emiliano Martínez,Argentina,Goalkeeper,Goalkeeper,0.4532531307954294,,38,38,15,38.0,733.9,Damián Emiliano Martínez,Argentina,GK,Goalkeeper,,,,,,0.53930876324817,8.0,733.9,both
6945,Alex Sandro Lobo Silva,Brazil,Fullback/Wingback,Attacking Wingback,0.5312284634943385,121.0,34,28,9,,199.53333333333333,Alex Sandro Lobo Silva,Brazil,FB,Attacking Wingback,0.5583352258807918,85.0,8.0,8.0,6.0,,,199.53333333333333,both
6983,Remo Freuler,Switzerland,Defensive Midfield,Holding Anchor,0.4265945925665654,449.0,56,42,17,,346.05,Remo Freuler,Switzerland,DM,Holding Anchor,0.1898982464664755,516.0,82.0,57.0,17.0,,,346.05,both
6989,Timothy Castagne,Belgium,Fullback/Wingback,Sweeper CB,0.4849870999750955,270.0,89,4,10,,284.26666666666665,Timothy Castagne,Belgium,FB,Attacking Wingback,0.1928379526167646,514.0,97.0,56.0,16.0,,,284.26666666666665,both
6994,Marten de Roon,Netherlands,Defensive Midfield,Holding Anchor,0.3927526506414822,523.0,84,64,16,,195.8,Marten de Roon,Netherlands,DM,Holding Anchor,0.1914257666235873,515.0,81.0,56.0,17.0,,,195.8,both
7005,João Pedro Cavaco Cancelo,Portugal,Fullback/Wingback,Wide Creator,0.5542133516428287,63.0,16,3,5,,344.54999999999995,João Pedro Cavaco Cancelo,Portugal,FB,Wide Creator,0.4962062392385004,132.0,18.0,6.0,8.0,,,344.54999999999995,both
7006,Alejandro Darío Gómez,Argentina,Central/Wide Midfield,Ball-Winner,0.4699430071348152,322.0,36,53,11,,107.36666666666667,Alejandro Darío Gómez,Argentina,CM,Ball-Winner,0.3082218584311603,375.0,31.0,31.0,16.0,,,107.36666666666667,both
7104,Mathías Olivera Miramontes,Uruguay,Fullback/Wingback,Wide Creator,0.5258938975576803,134.0,42,9,4,,263.6333333333333,Mathías Olivera Miramontes,Uruguay,FB,Wide Creator,0.5353489237264059,102.0,13.0,2.0,4.0,,,263.6333333333333,both
7153,Jordan Veretout,France,Central/Wide Midfield,Holding Anchor,0.4504225714600856,378.0,55,24,18,,62.71666666666667,Jordan Veretout,France,CM,Holding Anchor,0.239696334124318,471.0,42.0,51.0,18.0,,,62.71666666666667,both
7161,Germán Alejandro Pezzella,Argentina,Center Back,Sweeper CB,0.4194385957611112,475.0,60,46,18,,69.94999999999999,Germán Alejandro Pezzella,Argentina,CB,Sweeper CB,0.2352435094419809,477.0,82.0,59.0,18.0,,,69.94999999999999,both
7345,Mattéo Guendouzi Olié,France,Attacking Midfield/Wing,Holding Anchor,0.5120764935353388,180.0,82,6,8,,78.1,Mattéo Guendouzi Olié,France,AM,Pressing Attacker,0.2511256346050574,459.0,111.0,2.0,16.0,,,78.1,both
7379,Edouard Mendy,Senegal,Goalkeeper,Goalkeeper,0.4737217387853852,,29,29,11,29.0,387.2833333333333,Edouard Mendy,Senegal,GK,Goalkeeper,,,,,,0.125785598563956,25.0,387.2833333333333,both
7426,Jean-Charles Castelletto,Cameroon,Center Back,Sweeper CB,0.3979740814183569,518.0,85,67,16,,192.45,Jean-Charles Castelletto,Cameroon,CB,Sweeper CB,0.4406106838506918,191.0,19.0,9.0,3.0,,,192.45,both
7439,Axel Disasi,France,Fullback/Wingback,Deep Playmaker,0.4949530309079945,233.0,81,14,13,,110.36666666666667,Axel Disasi,France,FB,Deep Playmaker,0.2550576584032969,452.0,78.0,22.0,15.0,,,110.36666666666667,both
7459,Jawad El Yamiq,Morocco,Center Back,Sweeper CB,0.4362684568514279,416.0,40,27,15,,335.56666666666666,Jawad El Yamiq,Morocco,CB,Sweeper CB,0.3651728890948879,285.0,37.0,24.0,11.0,,,335.56666666666666,both
7472,Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,Center Back,Sweeper CB,0.4041898638433763,508.0,80,62,15,,192.45,Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,CB,Sweeper CB,0.2280908669965324,485.0,85.0,62.0,13.0,,,192.45,both
7551,Enzo Ebosse,Cameroon,Center Back,Sweeper CB,0.3903484767677765,528.0,91,73,17,,100.1,Enzo Ebosse,Cameroon,CB,Sweeper CB,0.2508737089670707,460.0,78.0,56.0,11.0,,,100.1,both
7693,Bruno Petković,Croatia,Forward,Target Forward,0.5309225139635975,124.0,13,11,6,,252.7333333333333,Bruno Petković,Croatia,FW,Target Forward,0.486657322308301,139.0,35.0,18.0,10.0,,,252.7333333333333,both
7745,Steven Berghuis,Netherlands,Defensive Midfield,Progressive Winger,0.4851840197334788,268.0,10,64,9,,212.13333333333333,Steven Berghuis,Netherlands,DM,Deep Playmaker,0.3572358083809437,300.0,38.0,9.0,13.0,,,212.13333333333333,both
7796,Silvan Widmer,Switzerland,Fullback/Wingback,Attacking Wingback,0.5247876692452998,135.0,43,34,4,,281.85,Silvan Widmer,Switzerland,FB,Attacking Wingback,0.4494404808886963,181.0,25.0,21.0,5.0,,,281.85,both
7797,Rodrigo Javier De Paul,Argentina,Defensive Midfield,Deep Playmaker,0.6104156809832599,11.0,1,1,4,,634.7333333333333,Rodrigo Javier De Paul,Argentina,DM,Deep Playmaker,0.5940802420773046,67.0,5.0,2.0,7.0,,,634.7333333333333,both
7829,Wout Weghorst,Netherlands,Forward,Target Forward / Penalty-Box Anchor,0.4803163325216528,289.0,55,16,11,,77.5,Wout Weghorst,Netherlands,FW,Target Forward / Penalty-Box Anchor,0.5979397131196326,62.0,21.0,5.0,4.0,,,77.5,both
7843,Mason Mount,England,Attacking Midfield/Wing,Ball-Winner,0.5337650152297947,114.0,62,16,8,,205.0,Mason Mount,England,AM,Ball-Winner,0.3829840407233456,260.0,74.0,18.0,13.0,,,205.0,both
7891,Teun Koopmeiners,Netherlands,Defensive Midfield,Box-to-Box / Engine Midfielder,0.4292930328683474,443.0,51,16,15,,242.01666666666665,Teun Koopmeiners,Netherlands,DM,Box-to-Box / Engine Midfielder,0.4223663483311338,213.0,24.0,11.0,9.0,,,242.01666666666665,both
7979,Przemysław Frankowski,Poland,Central/Wide Midfield,Wide Creator,0.4219525977297598,469.0,62,33,15,,254.5333333333333,Przemysław Frankowski,Poland,AM,Wide Creator,0.1860192821445437,522.0,117.0,24.0,12.0,,,254.5333333333333,both
7993,Filip Mladenović,Serbia,Fullback/Wingback,Wide Creator,0.4673726951141542,326.0,99,26,10,,65.31666666666666,Filip Mladenović,Serbia,FB,Wide Creator,0.2069765982902228,503.0,93.0,21.0,13.0,,,65.31666666666666,both
8064,André Onana,Cameroon,Goalkeeper,Goalkeeper,0.5102162529464621,,23,23,4,23.0,96.23333333333332,André Onana,Cameroon,GK,Goalkeeper,,,,,,,,96.23333333333332,both
8069,Matthijs de Ligt,Netherlands,Center Back,Sweeper CB,0.4327969871324577,424.0,43,30,13,,103.36666666666666,Matthijs de Ligt,Netherlands,CB,Sweeper CB,0.272270411131834,431.0,73.0,52.0,16.0,,,103.36666666666666,both
8108,Lawrence Ati-Zigi,Ghana,Goalkeeper,Goalkeeper,0.4609507596880566,,34,34,11,34.0,301.20000000000005,Lawrence Ati-Zigi,Ghana,GK,Goalkeeper,,,,,,0.1268509772652774,24.0,301.20000000000005,both
8118,Frenkie de Jong,Netherlands,Defensive Midfield,Holding Anchor,0.4879158434652568,256.0,9,11,7,,499.4500000000001,Frenkie de Jong,Netherlands,DM,Holding Anchor,0.6480577107805685,44.0,2.0,2.0,3.0,,,499.4500000000001,both
8125,Denzel Dumfries,Netherlands,Fullback/Wingback,Attacking Wingback,0.582703820584396,24.0,5,5,1,,509.51666666666665,Denzel Dumfries,Netherlands,FB,Attacking Wingback,0.4194421148043958,216.0,34.0,27.0,10.0,,,509.51666666666665,both
8217,Kingsley Coman,France,Attacking Midfield/Wing,Progressive Winger,0.5099615877415953,187.0,85,55,9,,205.56666666666663,Kingsley Coman,France,AM,Progressive Winger,0.3619895956303416,289.0,81.0,57.0,14.0,,,205.56666666666663,both
8227,Mario Götze,Germany,Central/Wide Midfield,Progressive Winger,0.4911775257964601,246.0,20,62,12,,54.10000000000001,Mario Götze,Germany,CM,Progressive Winger,0.4409725290845308,189.0,19.0,46.0,11.0,,,54.10000000000001,both
8246,Christian Pulisic,United States,Attacking Midfield/Wing,Progressive Winger,0.6370341639793836,5.0,4,4,1,,336.31666666666666,Christian Pulisic,United States,AM,Progressive Winger,0.7846501367898109,5.0,3.0,4.0,1.0,,,336.31666666666666,both
8247,Joachim Andersen,Denmark,Center Back,Sweeper CB,0.4587035700007806,353.0,18,13,14,,290.8,Joachim Andersen,Denmark,CB,Sweeper CB,0.4606469705099827,173.0,17.0,7.0,6.0,,,290.8,both
8259,Steven Bergwijn,Netherlands,Forward,Ball-Winner,0.4831648979306432,278.0,50,46,10,,219.25,Steven Bergwijn,Netherlands,FW,Pressing Forward,0.3122348951658885,366.0,72.0,17.0,15.0,,,219.25,both
8326,Andries Noppert,Netherlands,Goalkeeper,Goalkeeper,0.5528507125314223,,11,11,2,11.0,509.51666666666665,Andries Noppert,Netherlands,GK,Goalkeeper,,,,,,0.4149422162992421,10.0,509.51666666666665,both
8346,Craig Goodwin,Australia,Central/Wide Midfield,Wide Creator,0.4954301995976573,232.0,17,19,4,,241.7,Craig Goodwin,Australia,AM,Wide Creator,0.5007459096508848,128.0,42.0,4.0,1.0,,,241.7,both
8361,Ritsu Doan,Japan,Attacking Midfield/Wing,Progressive Winger,0.5225719172274618,145.0,70,46,4,,231.86666666666667,Ritsu Doan,Japan,AM,Progressive Winger,0.4791523422672081,152.0,47.0,39.0,4.0,,,231.86666666666667,both
8400,Serge Gnabry,Germany,Attacking Midfield/Wing,Progressive Winger,0.6335754957994533,7.0,5,6,2,,273.3333333333333,Serge Gnabry,Germany,AM,Progressive Winger,0.69477671461715,23.0,9.0,8.0,2.0,,,273.3333333333333,both
8507,Lukas Klostermann,Germany,Fullback/Wingback,Ball-Winner,0.5109113755734849,182.0,62,27,10,,81.51666666666667,Lukas Klostermann,Germany,FB,Ball-Winner,0.2707321665931914,433.0,70.0,39.0,14.0,,,81.51666666666667,both
8511,Thilo Kehrer,Germany,Fullback/Wingback,Two-Way Fullback,0.4725683216373869,311.0,95,4,14,,69.33333333333333,Thilo Kehrer,Germany,FB,Two-Way Fullback,0.2609010272259135,444.0,73.0,3.0,15.0,,,69.33333333333333,both
8519,Dayotchanculle Upamecano,France,Center Back,Sweeper CB,0.4200076608130877,472.0,58,44,21,,518.2333333333333,Dayotchanculle Upamecano,France,CB,Sweeper CB,0.4813273693520878,148.0,12.0,5.0,11.0,,,518.2333333333333,both
8526,Weston McKennie,United States,Central/Wide Midfield,Deep Playmaker / Metronome,0.4894261596864753,252.0,22,3,11,,273.55,Weston McKennie,United States,CM,Deep Playmaker / Metronome,0.5548046717278197,90.0,10.0,4.0,4.0,,,273.55,both
8546,Niclas Füllkrug,Germany,Forward,Target Forward / Penalty-Box Anchor,0.5352675986475384,106.0,9,2,8,,92.58333333333334,Niclas Füllkrug,Germany,FW,Target Forward / Penalty-Box Anchor,0.6731339958070209,31.0,15.0,3.0,5.0,,,92.58333333333334,both
8553,Abdou Diallo,Senegal,Center Back,Sweeper CB,0.4542613147281886,366.0,24,17,13,,348.5833333333333,Abdou Diallo,Senegal,CB,Sweeper CB,0.2895464142786448,405.0,66.0,45.0,13.0,,,348.5833333333333,both
8591,Samuel Yves Oum Gwet,Cameroon,Defensive Midfield,Holding Anchor,0.4231185801039149,467.0,65,49,14,,112.13333333333333,Samuel Yves Oum Gwet,Cameroon,DM,Holding Anchor,0.2178415094003114,494.0,79.0,54.0,15.0,,,112.13333333333333,both
8654,Ante Budimir,Croatia,Forward,Target Forward / Penalty-Box Anchor,0.4882498508307813,253.0,43,11,13,,56.316666666666656,Ante Budimir,Croatia,FW,Target Forward / Penalty-Box Anchor,0.367794427440833,282.0,64.0,20.0,16.0,,,56.316666666666656,both
8776,Takumi Minamino,Japan,Attacking Midfield/Wing,Target Forward,0.5160646023841099,162.0,76,17,5,,73.64999999999999,Takumi Minamino,Japan,AM,Target Forward,0.3066446029851593,378.0,96.0,39.0,14.0,,,73.64999999999999,both
8814,Nico Elvedi,Switzerland,Center Back,Sweeper CB,0.4134523986592076,489.0,69,55,18,,192.15,Nico Elvedi,Switzerland,CB,Sweeper CB,0.4040281663999784,232.0,27.0,16.0,8.0,,,192.15,both
8836,Karol Świderski,Poland,Forward,Holding Anchor,0.4700409888530341,321.0,65,14,5,,45.0,Karol Świderski,Poland,FW,Pressing Forward,0.34579781710871,323.0,67.0,14.0,5.0,,,45.0,both
8859,Ajdin Hrustic,Australia,Central/Wide Midfield,Ball-Winner,0.4563644331419296,361.0,49,61,10,,80.61666666666665,Ajdin Hrustic,Australia,CM,Ball-Winner,0.2200679919897947,493.0,46.0,54.0,11.0,,,80.61666666666665,both
8949,Takuma Asano,Japan,Forward,Target Forward,0.4996420669057034,213.0,30,23,9,,186.35,Takuma Asano,Japan,FW,Target Forward,0.6976411643462253,21.0,11.0,6.0,1.0,,,186.35,both
8966,Kai Havertz,Germany,Forward,Ball-Winner,0.5635954971343144,46.0,3,1,6,,112.41666666666669,Kai Havertz,Germany,FW,Pressing Forward,0.6908300394685751,25.0,13.0,3.0,3.0,,,112.41666666666669,both
9236,Mohamed Dräger,Tunisia,Fullback/Wingback,Deep Playmaker,0.5382567824969594,95.0,29,4,4,,132.28333333333333,Mohamed Dräger,Tunisia,FB,Deep Playmaker,0.3113855566191514,367.0,58.0,14.0,11.0,,,132.28333333333333,both
9411,Daichi Kamada,Japan,Attacking Midfield/Wing,Ball-Winner,0.4976731574147232,223.0,88,33,10,,337.2166666666667,Daichi Kamada,Japan,AM,Ball-Winner,0.3210781643562001,354.0,94.0,29.0,12.0,,,337.2166666666667,both
9540,Harry Wilson,Wales,Central/Wide Midfield,Wide Creator,0.4620944980259908,343.0,45,28,8,,167.23333333333332,Harry Wilson,Wales,CM,Wide Creator,0.3733499716202852,271.0,24.0,10.0,4.0,,,167.23333333333332,both
9638,Jack Grealish,England,Attacking Midfield/Wing,Ball-Winner,0.5631175457933707,47.0,25,2,5,,111.5,Jack Grealish,England,AM,Ball-Winner,0.5565494876745527,88.0,33.0,5.0,6.0,,,111.5,both
9904,Frederico Rodrigues Santos,Brazil,Defensive Midfield,Ball-Winner,0.4726061778499076,310.0,14,52,20,,151.46666666666664,Frederico Rodrigues Santos,Brazil,DM,Ball-Winner,0.3917153608329953,250.0,29.0,14.0,17.0,,,151.46666666666664,both
9914,Daniel Ward,Wales,Goalkeeper,Goalkeeper,0.4891592650399237,,25,25,5,25.0,109.33333333333334,Daniel Ward,Wales,GK,Goalkeeper,,,,,,,,109.33333333333334,both
9922,David Junior Hoilett,Canada,Central/Wide Midfield,Progressive Winger,0.4982089105020583,220.0,16,61,7,,167.4,David Junior Hoilett,Canada,AM,Progressive Winger,0.5109481876750057,118.0,40.0,34.0,4.0,,,167.4,both
9927,Rúben Diogo Da Silva Neves,Portugal,Defensive Midfield,Holding / Controlling Midfielder,0.470580683436444,315.0,16,1,15,,274.6333333333333,Rúben Diogo Da Silva Neves,Portugal,DM,Holding / Controlling Midfielder,0.4133219793337305,223.0,26.0,6.0,12.0,,,274.6333333333333,both
9980,Jamie MacLaren,Australia,Forward,Target Forward,0.4729660716255286,308.0,62,38,8,,73.01666666666667,Jamie MacLaren,Australia,FW,Target Forward,0.3089211423470596,371.0,74.0,38.0,8.0,,,73.01666666666667,both
10287,İlkay Gündoğan,Germany,Attacking Midfield/Wing,Holding Anchor,0.5429792674401587,78.0,41,2,7,,190.05,İlkay Gündoğan,Germany,AM,Linking Attacker,0.6336353573588814,45.0,19.0,1.0,7.0,,,190.05,both
10481,Aurélien Djani Tchouaméni,France,Defensive Midfield,Holding / Controlling Midfielder,0.4182780851216903,476.0,69,3,22,,662.2166666666667,Aurélien Djani Tchouaméni,France,DM,Holding / Controlling Midfielder,0.5733328174255787,78.0,8.0,2.0,9.0,,,662.2166666666667,both
10595,Raphael Dias Belloli,Brazil,Attacking Midfield/Wing,Progressive Winger,0.601422047248623,14.0,9,10,3,,330.45,Raphael Dias Belloli,Brazil,AM,Progressive Winger,0.6557866232168978,38.0,17.0,14.0,5.0,,,330.45,both
10868,Ricardo Jorge Luz Horta,Portugal,Attacking Midfield/Wing,Ball-Winner,0.5382811594649675,94.0,51,10,8,,137.89999999999998,Ricardo Jorge Luz Horta,Portugal,AM,Ball-Winner,0.4031959882028937,236.0,68.0,12.0,13.0,,,137.89999999999998,both
10931,Joe Allen,Wales,Defensive Midfield,Ball-Winner,0.4217115839900167,470.0,67,75,13,,105.6,Joe Allen,Wales,DM,Ball-Winner,0.1881305873229515,517.0,83.0,56.0,11.0,,,105.6,both
10955,Harry Kane,England,Forward,Target Forward,0.475963519374773,301.0,58,36,13,,421.51666666666665,Harry Kane,England,FW,Target Forward,0.7777404659571306,7.0,4.0,2.0,1.0,,,421.51666666666665,both
10956,Eric Dier,England,Center Back,Sweeper CB,0.4147084741441271,482.0,63,49,19,,50.64999999999999,Eric Dier,England,CB,Sweeper CB,0.3198766895176353,356.0,55.0,39.0,16.0,,,50.64999999999999,both
11127,Borna Barišić,Croatia,Fullback/Wingback,Wide Creator,0.519747313475632,153.0,51,11,7,,121.0,Borna Barišić,Croatia,FB,Wide Creator,0.3251538987192935,350.0,57.0,14.0,17.0,,,121.0,both
11135,Ibrahima Konaté,France,Center Back,Ball-Playing Centre-Back,0.4521863119946419,372.0,26,10,17,,330.8166666666667,Ibrahima Konaté,France,CB,Ball-Playing Centre-Back,0.6300370577083217,49.0,2.0,2.0,6.0,,,330.8166666666667,both
11174,Vincent Paté Aboubakar,Cameroon,Forward,Target Forward,0.4882023460957871,254.0,44,29,5,,164.23333333333332,Vincent Paté Aboubakar,Cameroon,FW,Target Forward,0.6054150185613173,60.0,20.0,10.0,1.0,,,164.23333333333332,both
11183,Alex Nicolao Telles,Brazil,Fullback/Wingback,Wide Creator,0.5067718805908338,195.0,68,14,14,,64.70000000000002,Alex Nicolao Telles,Brazil,FB,Wide Creator,0.2483712424520178,462.0,82.0,20.0,23.0,,,64.70000000000002,both
11184,Otávio Edmilson da Silva Monteiro,Portugal,Central/Wide Midfield,Deep Playmaker / Metronome,0.4860990044188063,264.0,27,4,13,,197.36666666666667,Otávio Edmilson da Silva Monteiro,Portugal,CM,Deep Playmaker / Metronome,0.5383192007545226,100.0,12.0,5.0,7.0,,,197.36666666666667,both
11187,Stephen Antunes Eustáquio,Canada,Defensive Midfield,Holding / Controlling Midfielder,0.4566110652084826,359.0,19,2,10,,125.35,Stephen Antunes Eustáquio,Canada,DM,Holding / Controlling Midfielder,0.4621165071218145,171.0,19.0,5.0,7.0,,,125.35,both
11250,Joe Rodon,Wales,Center Back,Sweeper CB,0.3779060495311767,540.0,99,78,15,,296.71666666666664,Joe Rodon,Wales,CB,Sweeper CB,0.2069777187344351,502.0,90.0,66.0,10.0,,,296.71666666666664,both
11252,Daniel James,Wales,Attacking Midfield/Wing,Ball-Winner,0.4923230851556075,243.0,90,37,4,,166.48333333333335,Daniel James,Wales,AM,Ball-Winner,0.1468788511943584,540.0,119.0,60.0,13.0,,,166.48333333333335,both
11388,Néstor Alejandro Araújo Razo,Mexico,Center Back,Deep Playmaker,0.4393433259513347,407.0,38,29,15,,96.48333333333332,Néstor Alejandro Araújo Razo,Mexico,CB,Deep Playmaker,0.33135904119492,339.0,50.0,10.0,8.0,,,96.48333333333332,both
11456,Lautaro Javier Martínez,Argentina,Forward,Target Forward / Penalty-Box Anchor,0.5676262099950731,42.0,2,1,6,,273.0,Lautaro Javier Martínez,Argentina,FW,Target Forward / Penalty-Box Anchor,0.5978735346204883,63.0,22.0,6.0,5.0,,,273.0,both
11493,Gleison Bremer Silva Nascimento,Brazil,Center Back,Sweeper CB,0.454909168449779,365.0,23,16,23,,122.33333333333331,Gleison Bremer Silva Nascimento,Brazil,CB,Sweeper CB,0.3844323283728865,258.0,31.0,20.0,18.0,,,122.33333333333331,both
11603,Mario Pašalić,Croatia,Attacking Midfield/Wing,Holding Anchor,0.4589240127716463,352.0,100,18,14,,291.16666666666663,Mario Pašalić,Croatia,AM,Linking Attacker,0.4762666649083137,157.0,48.0,2.0,12.0,,,291.16666666666663,both
11737,Krystian Bielik,Poland,Defensive Midfield,Holding Anchor,0.4268602517582696,448.0,55,41,13,,240.01666666666665,Krystian Bielik,Poland,DM,Holding Anchor,0.3934576629759922,247.0,28.0,15.0,3.0,,,240.01666666666665,both
11748,Unai Simón Mendibil,Spain,Goalkeeper,Goalkeeper,0.5530230582110877,,10,10,5,10.0,413.95,Unai Simón Mendibil,Spain,GK,Goalkeeper,,,,,,0.5702792625131764,6.0,413.95,both
11846,Steven de Sousa Vitoria,Canada,Center Back,Sweeper CB,0.3835547910600528,536.0,95,77,15,,284.9666666666667,Steven de Sousa Vitoria,Canada,CB,Sweeper CB,0.1873407782167541,518.0,95.0,68.0,15.0,,,284.9666666666667,both
11990,Youssouf Fofana,France,Defensive Midfield,Holding Anchor,0.442207685244484,397.0,29,28,19,,256.7833333333333,Youssouf Fofana,France,DM,Holding Anchor,0.3872747159997774,255.0,30.0,16.0,13.0,,,256.7833333333333,both
