player_id,player_name_before,team_before,position_group,functional_role_before,final_player_rating,global_rank,position_rank,role_rank,team_rank,goalkeeper_rank,minutes,player_name_after,team_after,position_group_360,functional_role_after,final_player_rating_v2,global_rank_v2,position_rank_v2,role_rank_v2,team_rank_v2,gk_rating_v2,gk_rank_v2,minutes_played,_merge
5191,Mohammed Al Burayk,Saudi Arabia,Fullback/Wingback,Attacking Wingback,0.5530450011654244,64.0,17,14,3,,69.98333333333333,Mohammed Al Burayk,Saudi Arabia,FB,Attacking Wingback,0.4010687374208968,238.0,38.0,31.0,5.0,,,69.98333333333333,both
5199,Jorge Resurrección Merodio,Spain,Defensive Midfield,Holding Anchor,0.4325891698135181,426.0,40,35,19,,65.25,Jorge Resurrección Merodio,Spain,DM,Holding Anchor,0.2857352565529967,411.0,63.0,44.0,16.0,,,65.25,both
5203,Sergio Busquets i Burgos,Spain,Defensive Midfield,Holding Anchor,0.423901046837305,466.0,64,48,20,,379.2833333333333,Sergio Busquets i Burgos,Spain,DM,Holding Anchor,0.5418942292364577,99.0,11.0,8.0,7.0,,,379.2833333333333,both
5204,Bruno Miguel Borges Fernandes,Portugal,Attacking Midfield/Wing,Progressive Winger,0.5399089985953658,88.0,47,36,7,,384.95,Bruno Miguel Borges Fernandes,Portugal,AM,Progressive Winger,0.836506932043697,3.0,2.0,3.0,1.0,,,384.95,both
5206,Rúben Santos Gato Alves Dias,Portugal,Center Back,Sweeper CB,0.4501250481347097,379.0,28,19,17,,392.4166666666666,Rúben Santos Gato Alves Dias,Portugal,CB,Sweeper CB,0.3574445269742606,299.0,39.0,26.0,15.0,,,392.4166666666666,both
5207,Cristiano Ronaldo dos Santos Aveiro,Portugal,Forward,Target Forward,0.5546983892654609,61.0,6,5,4,,302.8,Cristiano Ronaldo dos Santos Aveiro,Portugal,FW,Target Forward,0.6922979157257236,24.0,12.0,7.0,3.0,,,302.8,both
5209,Raphaël Adelino José Guerreiro,Portugal,Fullback/Wingback,Attacking Wingback,0.5848631995079497,22.0,4,4,1,,303.6166666666667,Raphaël Adelino José Guerreiro,Portugal,FB,Attacking Wingback,0.5499665637287097,93.0,10.0,10.0,6.0,,,303.6166666666667,both
5211,Jordi Alba Ramos,Spain,Fullback/Wingback,Attacking Wingback,0.5825455722287325,25.0,6,6,2,,270.76666666666665,Jordi Alba Ramos,Spain,FB,Attacking Wingback,0.6250821167713322,51.0,4.0,4.0,6.0,,,270.76666666666665,both
5214,William Silva de Carvalho,Portugal,Defensive Midfield,Holding Anchor,0.4100407194241814,497.0,75,57,22,,236.2333333333333,William Silva de Carvalho,Portugal,DM,Holding Anchor,0.3140600496912973,361.0,52.0,33.0,17.0,,,236.2333333333333,both
5219,Romain Saïss,Morocco,Center Back,Sweeper CB,0.4240872377018425,465.0,57,43,16,,485.7833333333333,Romain Saïss,Morocco,CB,Sweeper CB,0.2885817419750227,406.0,67.0,46.0,16.0,,,485.7833333333333,both
5220,Morteza Pouraliganji,Iran,Center Back,Sweeper CB,0.4415178400187615,398.0,34,22,15,,305.1,Morteza Pouraliganji,Iran,CB,Sweeper CB,0.3456015973747779,325.0,44.0,29.0,10.0,,,305.1,both
5222,Roozbeh Cheshmi,Iran,Center Back,Sweeper CB,0.4116472578940306,493.0,72,57,18,,69.73333333333333,Roozbeh Cheshmi,Iran,CB,Sweeper CB,0.1586046139767297,533.0,101.0,74.0,16.0,,,69.73333333333333,both
5224,Sardar Azmoun,Iran,Forward,Target Forward,0.508617378028327,192.0,24,21,8,,138.68333333333334,Sardar Azmoun,Iran,FW,Target Forward,0.4699339225929603,161.0,42.0,20.0,3.0,,,138.68333333333334,both
5226,Mehdi Taremi,Iran,Forward,Target Forward,0.5183534638400877,159.0,19,16,6,,305.1,Mehdi Taremi,Iran,FW,Target Forward,0.777941289254311,6.0,3.0,1.0,1.0,,,305.1,both
5227,Alireza Safar Beiranvand,Iran,Goalkeeper,Goalkeeper,0.5511753642552897,,12,12,1,12.0,119.08333333333334,Alireza Safar Beiranvand,Iran,GK,Goalkeeper,,,,,,,,119.08333333333334,both
5228,Seyed Majid Hosseini,Iran,Center Back,Sweeper CB,0.3916756762504407,526.0,90,72,20,,305.1,Seyed Majid Hosseini,Iran,CB,Sweeper CB,0.1115371046258375,548.0,104.0,77.0,18.0,,,305.1,both
5230,Ehsan Hajsafi,Iran,Fullback/Wingback,Attacking Wingback,0.514951070733028,167.0,54,40,7,,249.9333333333333,Ehsan Hajsafi,Iran,FB,Attacking Wingback,0.3477611263711792,318.0,53.0,41.0,9.0,,,249.9333333333333,both
5231,Karim Ansarifard,Iran,Attacking Midfield/Wing,Ball-Winner,0.5347033037499084,109.0,59,14,4,,57.78333333333335,Karim Ansarifard,Iran,AM,Ball-Winner,0.3651690268000956,286.0,80.0,22.0,6.0,,,57.78333333333335,both
5233,Munir Mohand Mohamedi,Morocco,Goalkeeper,Goalkeeper,0.5427810880968973,,16,16,3,16.0,95.23333333333332,Munir Mohand Mohamedi,Morocco,GK,Goalkeeper,,,,,,,,95.23333333333332,both
5234,Sofyan Amrabat,Morocco,Defensive Midfield,Holding Anchor,0.3498370054557898,548.0,90,72,23,,698.3833333333333,Sofyan Amrabat,Morocco,DM,Holding Anchor,0.3087496696064112,372.0,54.0,34.0,15.0,,,698.3833333333333,both
5235,Ramin Rezaeian,Iran,Fullback/Wingback,Attacking Wingback,0.522996223662305,143.0,48,36,5,,202.01666666666668,Ramin Rezaeian,Iran,FB,Attacking Wingback,0.4863736921404201,140.0,19.0,16.0,2.0,,,202.01666666666668,both
5237,Hakim Ziyech,Morocco,Attacking Midfield/Wing,Deep Playmaker,0.4614673257088629,345.0,99,26,11,,662.6333333333333,Hakim Ziyech,Morocco,AM,Deep Playmaker,0.6747819460023025,30.0,12.0,1.0,1.0,,,662.6333333333333,both
5239,Alireza Jahanbakhsh,Iran,Attacking Midfield/Wing,Ball-Winner,0.5411201158212475,83.0,44,7,3,,71.41666666666667,Alireza Jahanbakhsh,Iran,AM,Ball-Winner,0.355294239121051,303.0,83.0,23.0,7.0,,,71.41666666666667,both
5240,Saman Ghoddos,Iran,Attacking Midfield/Wing,Target Forward,0.5443505540327445,77.0,40,7,2,,54.88333333333334,Saman Ghoddos,Iran,AM,Target Forward,0.4049618824895444,230.0,67.0,28.0,4.0,,,54.88333333333334,both
5245,Achraf Hakimi Mouh,Morocco,Fullback/Wingback,Attacking Wingback,0.443985605481173,393.0,102,52,13,,660.8,Achraf Hakimi Mouh,Morocco,FB,Attacking Wingback,0.5656002941014675,82.0,7.0,7.0,2.0,,,660.8,both
5246,Luis Alberto Suárez Díaz,Uruguay,Forward,Target Forward,0.5087042255212615,191.0,23,20,7,,155.9666666666667,Luis Alberto Suárez Díaz,Uruguay,FW,Target Forward,0.3447791183044644,326.0,68.0,36.0,10.0,,,155.9666666666667,both
5248,José Martín Cáceres Silva,Uruguay,Fullback/Wingback,Deep Playmaker,0.5042487075127122,201.0,71,10,8,,97.78333333333332,José Martín Cáceres Silva,Uruguay,FB,Deep Playmaker,0.2693833595547441,435.0,71.0,19.0,13.0,,,97.78333333333332,both
5249,Diego Roberto Godín Leal,Uruguay,Center Back,Sweeper CB,0.430319904368741,436.0,48,34,16,,159.5,Diego Roberto Godín Leal,Uruguay,CB,Sweeper CB,0.2456362718202889,466.0,80.0,57.0,14.0,,,159.5,both
5255,Matías Vecino Falero,Uruguay,Central/Wide Midfield,Holding Anchor,0.4264938691686415,450.0,61,43,17,,205.8,Matías Vecino Falero,Uruguay,CM,Holding Anchor,0.3011467901247206,390.0,33.0,39.0,11.0,,,205.8,both
5258,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,Central/Wide Midfield,Progressive Winger,0.5188726740588265,156.0,8,50,5,,118.1,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,AM,Progressive Winger,0.5947865949797667,66.0,25.0,22.0,2.0,,,118.1,both
5259,José María Giménez de Vargas,Uruguay,Center Back,Sweeper CB,0.5157737433874289,163.0,2,2,6,,298.08333333333337,José María Giménez de Vargas,Uruguay,CB,Sweeper CB,0.5047293286928273,125.0,10.0,3.0,5.0,,,298.08333333333337,both
5260,Rodrigo Bentancur Colmán,Uruguay,Defensive Midfield,Box-to-Box / Engine Midfielder,0.4935321010553274,242.0,8,5,11,,231.66666666666663,Rodrigo Bentancur Colmán,Uruguay,DM,Box-to-Box / Engine Midfielder,0.6246122622810559,52.0,3.0,2.0,1.0,,,231.66666666666663,both
5264,Guillermo Varela Olivera,Uruguay,Fullback/Wingback,Deep Playmaker,0.4411152707437169,403.0,104,28,15,,210.7166666666667,Guillermo Varela Olivera,Uruguay,FB,Deep Playmaker,0.1516181754102828,537.0,100.0,35.0,16.0,,,210.7166666666667,both
5456,Mateo Kovačić,Croatia,Central/Wide Midfield,Deep Playmaker / Metronome,0.4946797385571178,235.0,18,2,10,,649.9166666666667,Mateo Kovačić,Croatia,CM,Deep Playmaker / Metronome,0.7729531941086291,8.0,1.0,1.0,1.0,,,649.9166666666667,both
5460,Andrej Kramarić,Croatia,Attacking Midfield/Wing,Ball-Winner,0.5090943209636231,190.0,86,29,8,,478.4333333333333,Andrej Kramarić,Croatia,AM,Ball-Winner,0.4987226433943816,129.0,43.0,8.0,9.0,,,478.4333333333333,both
5463,Luka Modrić,Croatia,Central/Wide Midfield,Deep Playmaker / Metronome,0.4527249311025851,371.0,53,6,16,,672.6666666666666,Luka Modrić,Croatia,CM,Deep Playmaker / Metronome,0.7648310343530142,10.0,2.0,2.0,2.0,,,672.6666666666666,both
5469,Marcelo Brozović,Croatia,Defensive Midfield,Box-to-Box / Engine Midfielder,0.4039207169707459,510.0,79,19,20,,569.8666666666667,Marcelo Brozović,Croatia,DM,Box-to-Box / Engine Midfielder,0.5314493821688578,106.0,13.0,5.0,8.0,,,569.8666666666667,both
5474,Ivan Perišić,Croatia,Attacking Midfield/Wing,Wide Creator,0.6034856503947108,13.0,8,1,1,,686.8166666666666,Ivan Perišić,Croatia,AM,Wide Creator,0.66291610248455,36.0,15.0,1.0,4.0,,,686.8166666666666,both
5476,Benjamin Pavard,France,Fullback/Wingback,Deep Playmaker,0.4942444169302697,237.0,82,15,14,,88.56666666666666,Benjamin Pavard,France,FB,Deep Playmaker,0.2343912011058535,479.0,87.0,26.0,19.0,,,88.56666666666666,both
5477,Ousmane Dembélé,France,Attacking Midfield/Wing,Progressive Winger,0.571081730927936,38.0,20,21,3,,448.0,Ousmane Dembélé,France,AM,Progressive Winger,0.6323160572933528,47.0,20.0,16.0,5.0,,,448.0,both
5479,Aziz Eraltay Behich,Australia,Fullback/Wingback,Wide Creator,0.5376605932396458,97.0,30,4,3,,386.9166666666666,Aziz Eraltay Behich,Australia,FB,Wide Creator,0.2014471525923477,509.0,94.0,22.0,13.0,,,386.9166666666666,both
5481,Mathew Leckie,Australia,Central/Wide Midfield,Target Forward,0.465481623162742,332.0,42,41,9,,341.6166666666667,Mathew Leckie,Australia,AM,Target Forward,0.3716075276396103,273.0,77.0,32.0,5.0,,,341.6166666666667,both
5485,Raphaël Varane,France,Center Back,Ball-Playing Centre-Back,0.4703695479319633,318.0,9,4,15,,544.6,Raphaël Varane,France,CB,Ball-Playing Centre-Back,0.2056907601354768,504.0,91.0,21.0,20.0,,,544.6,both
5487,Antoine Griezmann,France,Attacking Midfield/Wing,Hybrid Playmaker / Roaming Creator,0.5590057791955781,52.0,30,2,4,,586.0500000000001,Antoine Griezmann,France,AM,Hybrid Playmaker / Roaming Creator,0.7606937278153832,11.0,5.0,1.0,2.0,,,586.0500000000001,both
5490,Jackson Irvine,Australia,Forward,Holding Anchor,0.3688372777530169,544.0,81,71,15,,373.75,Jackson Irvine,Australia,FW,Pressing Forward,0.3151571044771839,360.0,71.0,16.0,7.0,,,373.75,both
5503,Lionel Andrés Messi Cuccittini,Argentina,Attacking Midfield/Wing,Progressive Winger,0.7738668800393582,1.0,1,1,1,,733.9,Lionel Andrés Messi Cuccittini,Argentina,AM,Progressive Winger,1.0,1.0,1.0,1.0,1.0,,,733.9,both
5507,Nicolás Alejandro Tagliafico,Argentina,Fullback/Wingback,Wide Creator,0.5764227464529426,29.0,9,2,5,,393.3333333333333,Nicolás Alejandro Tagliafico,Argentina,FB,Wide Creator,0.4667352576877512,164.0,23.0,7.0,10.0,,,393.3333333333333,both
5527,Thomas Delaney,Denmark,Defensive Midfield,Holding Anchor,0.4391388024228276,408.0,33,30,15,,45.53333333333333,Thomas Delaney,Denmark,DM,Holding Anchor,0.3532462893620837,307.0,39.0,23.0,15.0,,,45.53333333333333,both
5534,Simon Thorup Kjær,Denmark,Center Back,Ball-Playing Centre-Back,0.4253575064206413,457.0,52,13,16,,63.98333333333333,Simon Thorup Kjær,Denmark,CB,Ball-Playing Centre-Back,0.4135974544035948,221.0,24.0,11.0,9.0,,,63.98333333333333,both
5537,Fabian Lukas Schär,Switzerland,Center Back,Sweeper CB,0.4299439507020597,438.0,49,35,16,,145.3,Fabian Lukas Schär,Switzerland,CB,Sweeper CB,0.3269582956047332,346.0,53.0,37.0,11.0,,,145.3,both
5538,Denis Lemi Zakaria Lako Lado,Switzerland,Defensive Midfield,Deep Playmaker,0.4315416279814307,430.0,43,30,15,,72.55000000000001,Denis Lemi Zakaria Lako Lado,Switzerland,DM,Deep Playmaker,0.2229343633150545,490.0,78.0,29.0,16.0,,,72.55000000000001,both
5539,Carlos Henrique Casimiro,Brazil,Defensive Midfield,Holding Anchor,0.4516903345589856,373.0,23,23,24,,409.0666666666667,Carlos Henrique Casimiro,Brazil,DM,Holding Anchor,0.5080580138802646,121.0,14.0,9.0,13.0,,,409.0666666666667,both
5543,Haris Seferović,Switzerland,Forward,Target Forward,0.473142418793315,306.0,61,37,10,,86.23333333333335,Haris Seferović,Switzerland,FW,Target Forward,0.3938992898576372,246.0,59.0,29.0,9.0,,,86.23333333333335,both
5544,Ricardo Iván Rodríguez Araya,Switzerland,Fullback/Wingback,Attacking Wingback,0.4613825149560415,346.0,100,51,12,,380.23333333333335,Ricardo Iván Rodríguez Araya,Switzerland,FB,Attacking Wingback,0.2582860875845982,446.0,75.0,52.0,14.0,,,380.23333333333335,both
5545,Breel-Donald Embolo,Switzerland,Forward,Ball-Winner,0.4556972877488526,363.0,70,62,13,,330.15,Breel-Donald Embolo,Switzerland,FW,Pressing Forward,0.6326871407662,46.0,17.0,4.0,1.0,,,330.15,both
5547,Alisson Ramsés Becker,Brazil,Goalkeeper,Goalkeeper,0.4643039673286689,,32,32,21,32.0,394.98333333333335,Alisson Ramsés Becker,Brazil,GK,Goalkeeper,,,,,,0.1172601423801319,27.0,394.98333333333335,both
5549,Manuel Obafemi Akanji,Switzerland,Center Back,Ball-Playing Centre-Back,0.4636764998263384,338.0,15,6,11,,386.58333333333337,Manuel Obafemi Akanji,Switzerland,CB,Ball-Playing Centre-Back,0.5216205121062591,111.0,8.0,7.0,3.0,,,386.58333333333337,both
5550,Yann Sommer,Switzerland,Goalkeeper,Goalkeeper,0.5336142079546797,,18,18,2,18.0,286.28333333333336,Yann Sommer,Switzerland,GK,Goalkeeper,,,,,,0.2762647891342263,19.0,286.28333333333336,both
5562,Thomas Müller,Germany,Forward,Ball-Winner,0.5070805477839295,194.0,25,30,11,,201.71666666666664,Thomas Müller,Germany,FW,Pressing Forward,0.4623597568681984,170.0,44.0,7.0,9.0,,,201.71666666666664,both
5567,Edson Omar Álvarez Velázquez,Mexico,Defensive Midfield,Box-to-Box / Engine Midfielder,0.4298925725068921,440.0,48,15,16,,183.2333333333333,Edson Omar Álvarez Velázquez,Mexico,DM,Box-to-Box / Engine Midfielder,0.4223678189482039,212.0,23.0,10.0,4.0,,,183.2333333333333,both
5568,Raúl Alonso Jiménez Rodríguez,Mexico,Forward,Target Forward,0.4904752668590774,247.0,42,28,9,,79.38333333333335,Raúl Alonso Jiménez Rodríguez,Mexico,FW,Target Forward,0.2997475034761279,393.0,76.0,40.0,12.0,,,79.38333333333335,both
5570,Manuel Neuer,Germany,Goalkeeper,Goalkeeper,0.5282888901942323,,19,19,9,19.0,294.0,Manuel Neuer,Germany,GK,Goalkeeper,,,,,,0.2288794092337744,21.0,294.0,both
5571,Hirving Rodrigo Lozano Bahena,Mexico,Attacking Midfield/Wing,Progressive Winger,0.575836914512063,31.0,16,18,1,,267.31666666666666,Hirving Rodrigo Lozano Bahena,Mexico,AM,Progressive Winger,0.6197482044732759,56.0,23.0,20.0,1.0,,,267.31666666666666,both
5573,Héctor Alfredo Moreno Herrera,Mexico,Center Back,Sweeper CB,0.4729856048714546,307.0,8,7,11,,291.5,Héctor Alfredo Moreno Herrera,Mexico,CB,Sweeper CB,0.4003020083377074,241.0,29.0,18.0,6.0,,,291.5,both
5575,Héctor Miguel Herrera López,Mexico,Defensive Midfield,Holding Anchor,0.4259653907306435,453.0,58,44,17,,166.73333333333332,Héctor Miguel Herrera López,Mexico,DM,Holding Anchor,0.326051672971083,349.0,48.0,31.0,9.0,,,166.73333333333332,both
5576,Jesús Daniel Gallardo Vasconcelos,Mexico,Fullback/Wingback,Wide Creator,0.4896419077206304,250.0,87,20,10,,291.5,Jesús Daniel Gallardo Vasconcelos,Mexico,FB,Wide Creator,0.2587226563294938,445.0,74.0,19.0,15.0,,,291.5,both
5577,Francisco Guillermo Ochoa Magaña,Mexico,Goalkeeper,Goalkeeper,0.4523997510840181,,39,39,13,39.0,291.5,Francisco Guillermo Ochoa Magaña,Mexico,GK,Goalkeeper,,,,,,0.3239064526498869,18.0,291.5,both
5579,Joshua Kimmich,Germany,Fullback/Wingback,Attacking Wingback,0.5768693733287961,28.0,8,8,3,,294.0,Joshua Kimmich,Germany,FB,Attacking Wingback,0.689558727720917,26.0,2.0,2.0,4.0,,,294.0,both
5581,Joel Nathaniel Campbell Samuels,Costa Rica,Forward,Progressive Winger,0.415685818655882,481.0,79,72,13,,292.4333333333333,Joel Nathaniel Campbell Samuels,Costa Rica,FW,Progressive Winger,0.3048770239425414,382.0,75.0,64.0,3.0,,,292.4333333333333,both
5582,Celso Borges Mora,Costa Rica,Defensive Midfield,Holding Anchor,0.3741803160642126,541.0,89,69,16,,260.04999999999995,Celso Borges Mora,Costa Rica,DM,Holding Anchor,0.1640736837112123,532.0,87.0,60.0,13.0,,,260.04999999999995,both
5589,Sergej Milinković-Savić,Serbia,Attacking Midfield/Wing,Holding Anchor,0.4853957396705023,266.0,93,12,8,,242.53333333333336,Sergej Milinković-Savić,Serbia,AM,Linking Attacker,0.3406972280271614,330.0,89.0,4.0,10.0,,,242.53333333333336,both
5591,Filip Kostić,Serbia,Fullback/Wingback,Attacking Wingback,0.57780623752824,26.0,7,7,1,,191.1833333333333,Filip Kostić,Serbia,FB,Attacking Wingback,0.441839692210593,187.0,28.0,23.0,7.0,,,191.1833333333333,both
5595,Johan Alberto Venegas Ulloa,Costa Rica,Forward,Ball-Winner,0.4641174538777678,335.0,66,56,8,,73.23333333333333,Johan Alberto Venegas Ulloa,Costa Rica,FW,Pressing Forward,0.2832998894223802,414.0,78.0,19.0,6.0,,,73.23333333333333,both
5597,Keylor Navas Gamboa,Costa Rica,Goalkeeper,Goalkeeper,0.4644679095541679,,31,31,7,31.0,294.45,Keylor Navas Gamboa,Costa Rica,GK,Goalkeeper,,,,,,0.0469224829097973,29.0,294.45,both
5598,Óscar Esau Duarte Gaitán,Costa Rica,Center Back,Sweeper CB,0.3875906363325412,533.0,93,75,15,,294.45,Óscar Esau Duarte Gaitán,Costa Rica,CB,Sweeper CB,0.1195155454760721,547.0,103.0,76.0,15.0,,,294.45,both
5600,Francisco Javier Calvo Quesada,Costa Rica,Center Back,Sweeper CB,0.4172823196544628,480.0,62,48,12,,194.41666666666663,Francisco Javier Calvo Quesada,Costa Rica,CB,Sweeper CB,0.3606225781137761,292.0,38.0,25.0,1.0,,,194.41666666666663,both
5603,Nikola Milenković,Serbia,Center Back,Sweeper CB,0.3533245297863046,547.0,102,81,16,,293.65000000000003,Nikola Milenković,Serbia,CB,Sweeper CB,0.4156393106290579,217.0,23.0,13.0,9.0,,,293.65000000000003,both
5604,Young-Gwon Kim,South Korea,Center Back,Sweeper CB,0.4779312973155918,298.0,7,6,13,,373.1833333333333,Young-Gwon Kim,South Korea,CB,Sweeper CB,0.3692398813037097,277.0,34.0,22.0,11.0,,,373.1833333333333,both
5618,Woo-Young Jung,South Korea,Defensive Midfield,Holding Anchor,0.4306667345247306,435.0,46,38,17,,317.91666666666663,Woo-Young Jung,South Korea,DM,Holding Anchor,0.4000415865631286,242.0,27.0,14.0,8.0,,,317.91666666666663,both
5620,Hee-Chan Hwang,South Korea,Central/Wide Midfield,Progressive Winger,0.5365917772244289,100.0,6,39,4,,125.56666666666668,Hee-Chan Hwang,South Korea,AM,Progressive Winger,0.5156070689699124,112.0,38.0,33.0,2.0,,,125.56666666666668,both
5623,Jae-Sung Lee,South Korea,Attacking Midfield/Wing,Ball-Winner,0.4782570168406114,296.0,98,48,12,,212.4833333333333,Jae-Sung Lee,South Korea,AM,Ball-Winner,0.2774494615976163,425.0,107.0,36.0,17.0,,,212.4833333333333,both
5630,Dries Mertens,Belgium,Attacking Midfield/Wing,Target Forward,0.5673881271488723,43.0,24,3,1,,80.58333333333334,Dries Mertens,Belgium,AM,Target Forward,0.4926193605822972,136.0,46.0,17.0,3.0,,,80.58333333333334,both
5632,Thorgan Hazard,Belgium,Attacking Midfield/Wing,Progressive Winger,0.5286769863887973,126.0,67,44,4,,109.95,Thorgan Hazard,Belgium,AM,Progressive Winger,0.4392241914334172,195.0,58.0,47.0,5.0,,,109.95,both
5633,Yannick Ferreira Carrasco,Belgium,Attacking Midfield/Wing,Ball-Winner,0.5132277112295869,176.0,80,25,8,,116.5,Yannick Ferreira Carrasco,Belgium,AM,Ball-Winner,0.2914495698391746,401.0,102.0,34.0,13.0,,,116.5,both
5642,Axel Witsel,Belgium,Defensive Midfield,Holding Anchor,0.389216862756263,530.0,86,66,16,,284.26666666666665,Axel Witsel,Belgium,DM,Holding Anchor,0.3084140592229266,374.0,55.0,35.0,11.0,,,284.26666666666665,both
5647,Ali Maâloul,Tunisia,Fullback/Wingback,Attacking Wingback,0.5210043373025994,151.0,50,38,9,,102.68333333333334,Ali Maâloul,Tunisia,FB,Attacking Wingback,0.2631831751432382,443.0,72.0,51.0,16.0,,,102.68333333333334,both
5650,Ferjani Sassi,Tunisia,Defensive Midfield,Holding Anchor,0.4401212299743735,405.0,32,29,15,,61.11666666666666,Ferjani Sassi,Tunisia,DM,Holding Anchor,0.3584959857514106,297.0,36.0,21.0,10.0,,,61.11666666666666,both
5651,Yassine Meriah,Tunisia,Center Back,Sweeper CB,0.4244888083181148,462.0,55,41,17,,296.56666666666666,Yassine Meriah,Tunisia,CB,Sweeper CB,0.2790450746543764,422.0,70.0,49.0,13.0,,,296.56666666666666,both
5655,Dylan Daniel Mahmoud Bronn,Tunisia,Center Back,Deep Playmaker,0.4464140478708945,387.0,30,27,14,,170.31666666666666,Dylan Daniel Mahmoud Bronn,Tunisia,CB,Deep Playmaker,0.289980213203299,404.0,65.0,17.0,12.0,,,170.31666666666666,both
5660,Piotr Zieliński,Poland,Central/Wide Midfield,Holding Anchor,0.4656945616365817,330.0,40,16,7,,344.4166666666667,Piotr Zieliński,Poland,CM,Holding Anchor,0.6136372071044744,58.0,6.0,3.0,2.0,,,344.4166666666667,both
5665,Arkadiusz Milik,Poland,Central/Wide Midfield,Ball-Winner,0.4658471309582203,328.0,39,55,6,,116.48333333333332,Arkadiusz Milik,Poland,CM,Ball-Winner,0.2353835995919747,476.0,44.0,52.0,9.0,,,116.48333333333332,both
5668,Robert Lewandowski,Poland,Forward,Target Forward / Penalty-Box Anchor,0.5227567703428363,144.0,17,5,2,,389.75,Robert Lewandowski,Poland,FW,Target Forward / Penalty-Box Anchor,0.8227041390588662,4.0,2.0,1.0,1.0,,,389.75,both
5669,Wojciech Szczęsny,Poland,Goalkeeper,Goalkeeper,0.631768840602553,,1,1,1,1.0,389.75,Wojciech Szczęsny,Poland,GK,Goalkeeper,,,,,,1.0,1.0,389.75,both
5673,Bartosz Bereszyński,Poland,Fullback/Wingback,Wide Creator,0.5146249018844176,168.0,55,12,3,,365.73333333333335,Bartosz Bereszyński,Poland,FB,Wide Creator,0.1466377650602287,541.0,102.0,27.0,14.0,,,365.73333333333335,both
5675,Kalidou Koulibaly,Senegal,Center Back,Sweeper CB,0.4512879852249022,376.0,27,18,14,,387.2833333333333,Kalidou Koulibaly,Senegal,CB,Sweeper CB,0.4895957786549214,137.0,11.0,4.0,3.0,,,387.2833333333333,both
5690,Yuto Nagatomo,Japan,Fullback/Wingback,Wide Creator,0.5066435645596632,196.0,69,15,8,,209.8333333333333,Yuto Nagatomo,Japan,FB,Wide Creator,0.3039725077153348,384.0,63.0,16.0,17.0,,,209.8333333333333,both
5713,Mohammed Kanoo,Saudi Arabia,Central/Wide Midfield,Holding Anchor,0.4441960048712701,391.0,58,26,13,,298.54999999999995,Mohammed Kanoo,Saudi Arabia,CM,Holding Anchor,0.2856459998238692,412.0,35.0,45.0,10.0,,,298.54999999999995,both
5714,Mohammed Khalil Al Owais,Saudi Arabia,Goalkeeper,Goalkeeper,0.6055349890467856,,2,2,1,2.0,298.54999999999995,Mohammed Khalil Al Owais,Saudi Arabia,GK,Goalkeeper,,,,,,0.5554404138410668,7.0,298.54999999999995,both
5715,Ali Albulayhi,Saudi Arabia,Center Back,Sweeper CB,0.3940188828438469,521.0,87,69,18,,236.95,Ali Albulayhi,Saudi Arabia,CB,Sweeper CB,0.0,553.0,107.0,80.0,19.0,,,236.95,both
5719,Marco Asensio Willemsen,Spain,Forward,Progressive Winger,0.5574197373527914,53.0,4,27,4,,236.96666666666667,Marco Asensio Willemsen,Spain,FW,Progressive Winger,0.6280066502529487,50.0,18.0,18.0,5.0,,,236.96666666666667,both
5720,Milad Mohammadi,Iran,Fullback/Wingback,Wide Creator,0.4709649591474286,313.0,96,24,11,,211.9833333333333,Milad Mohammadi,Iran,FB,Wide Creator,0.1995982006849521,510.0,95.0,23.0,13.0,,,211.9833333333333,both
5721,Daniel Carvajal Ramos,Spain,Fullback/Wingback,Two-Way Fullback,0.4609051911702677,348.0,101,5,17,,147.83333333333331,Daniel Carvajal Ramos,Spain,FB,Two-Way Fullback,0.2176866952089028,495.0,90.0,5.0,19.0,,,147.83333333333331,both
5722,Saeid Ezatolahi Afagh,Iran,Defensive Midfield,Holding Anchor,0.4488197154202151,381.0,25,25,14,,240.15,Saeid Ezatolahi Afagh,Iran,DM,Holding Anchor,0.3504909063607725,313.0,42.0,25.0,8.0,,,240.15,both
5732,Andreas Evald Cornelius,Denmark,Forward,Target Forward / Penalty-Box Anchor,0.5337345889860796,115.0,10,3,6,,104.83333333333331,Andreas Evald Cornelius,Denmark,FW,Target Forward / Penalty-Box Anchor,0.4978386236545913,130.0,34.0,11.0,3.0,,,104.83333333333331,both
5833,Nemanja Radonjić,Serbia,Fullback/Wingback,Attacking Wingback,0.5221401144398454,147.0,49,37,5,,81.56666666666666,Nemanja Radonjić,Serbia,FB,Attacking Wingback,0.3109959876046804,368.0,59.0,45.0,11.0,,,81.56666666666666,both
5836,Bryan Oviedo,Costa Rica,Fullback/Wingback,Wide Creator,0.4428742133228939,396.0,103,31,10,,269.9,Bryan Oviedo,Costa Rica,FB,Wide Creator,0.0904457057553609,550.0,107.0,30.0,16.0,,,269.9,both
5839,Yeltsin Ignacio Tejeda Valverde,Costa Rica,Central/Wide Midfield,Holding Anchor,0.3689138765124076,543.0,68,70,17,,286.95,Yeltsin Ignacio Tejeda Valverde,Costa Rica,CM,Holding Anchor,0.3032737385617325,386.0,32.0,37.0,4.0,,,286.95,both
