player_id,x_bin,y_bin,point_count,standard_event_points,freeze_frame_points,density
3026,3,3,12,2,10,0.008823529411764706
3026,3,4,11,5,6,0.008088235294117648
3026,3,5,3,2,1,0.0022058823529411764
3026,3,6,4,2,2,0.0029411764705882353
3026,3,7,1,0,1,0.0007352941176470588
3026,4,0,17,6,11,0.0125
3026,4,1,30,7,23,0.022058823529411766
3026,4,2,31,12,19,0.022794117647058822
3026,4,3,15,6,9,0.011029411764705883
3026,4,4,15,5,10,0.011029411764705883
3026,4,5,13,7,6,0.009558823529411765
3026,4,6,5,5,0,0.003676470588235294
3026,4,7,2,0,2,0.0014705882352941176
3026,5,0,21,7,14,0.015441176470588236
3026,5,1,31,12,19,0.022794117647058822
3026,5,2,33,12,21,0.02426470588235294
3026,5,3,46,13,33,0.033823529411764704
3026,5,4,21,9,12,0.015441176470588236
3026,5,5,24,8,16,0.01764705882352941
3026,5,6,9,2,7,0.006617647058823529
3026,5,7,2,0,2,0.0014705882352941176
3026,6,0,27,12,15,0.019852941176470587
3026,6,1,35,13,22,0.025735294117647058
3026,6,2,50,12,38,0.03676470588235294
3026,6,3,35,12,23,0.025735294117647058
3026,6,4,17,6,11,0.0125
3026,6,5,26,5,21,0.01911764705882353
3026,6,6,9,3,6,0.006617647058823529
3026,6,7,7,3,4,0.005147058823529412
3026,7,0,33,19,14,0.02426470588235294
3026,7,1,55,22,33,0.04044117647058824
3026,7,2,36,12,24,0.026470588235294117
3026,7,3,24,5,19,0.01764705882352941
3026,7,4,22,9,13,0.016176470588235296
3026,7,5,32,12,20,0.023529411764705882
3026,7,6,13,7,6,0.009558823529411765
3026,7,7,11,5,6,0.008088235294117648
3026,8,0,50,19,31,0.03676470588235294
3026,8,1,57,19,38,0.04191176470588235
3026,8,2,31,10,21,0.022794117647058822
3026,8,3,8,2,6,0.0058823529411764705
3026,8,4,15,9,6,0.011029411764705883
3026,8,5,20,3,17,0.014705882352941176
3026,8,6,22,6,16,0.016176470588235296
3026,8,7,10,6,4,0.007352941176470588
3026,9,0,34,21,13,0.025
3026,9,1,19,9,10,0.013970588235294118
3026,9,2,22,6,16,0.016176470588235296
3026,9,3,1,0,1,0.0007352941176470588
3026,9,4,2,0,2,0.0014705882352941176
3026,9,5,10,2,8,0.007352941176470588
3026,9,6,1,1,0,0.0007352941176470588
3026,9,7,2,1,1,0.0014705882352941176
3026,10,0,16,6,10,0.011764705882352941
3026,10,1,14,3,11,0.010294117647058823
3026,10,2,16,5,11,0.011764705882352941
3026,10,3,2,0,2,0.0014705882352941176
3026,10,4,2,0,2,0.0014705882352941176
3026,10,5,4,1,3,0.0029411764705882353
