Global Rank,Team Rank,Player,Team,Position Group,Tournament Performance Score
30,1,Enner Remberto Valencia Lastra,Ecuador,Attacking Midfield/Wing,0.2687033265
144,2,Gonzalo Jordy Plata Jiménez,Ecuador,Central/Wide Midfield,0.1108032206
172,3,Pervis Josué Estupiñán Tenorio,Ecuador,Fullback/Wingback,0.09969686404
183,4,Michael Steveen Estrada Martínez,Ecuador,Forward,0.09520772745
192,5,Moisés Isaac Caicedo Corozo,Ecuador,Defensive Midfield,0.09063665857
305,6,Jackson Gabriel Porozo Vernaza,Ecuador,Center Back,0.05339693257
320,7,Angelo Smit Preciado Quiñónez,Ecuador,Fullback/Wingback,0.05096515229
333,8,Jeremy Leonel Sarmiento Morante,Ecuador,Central/Wide Midfield,0.04823986304
336,9,Felix Eduardo Torres Caicedo,Ecuador,Center Back,0.04744755057
359,10,Romario Andrés Ibarra Mina,Ecuador,Central/Wide Midfield,0.04245604689
447,11,Jhegson Sebastián Méndez Carabalí,Ecuador,Defensive Midfield,0.02583489642
457,12,José Adoni Cifuentes Charcopa,Ecuador,Defensive Midfield,0.02407600161
523,13,Alan Steven Franco Palma,Ecuador,Central/Wide Midfield,0.01257473666
525,14,Carlos Armando Gruezo Arboleda,Ecuador,Defensive Midfield,0.01247004244
548,15,Piero Martín Hincapié Reyna,Ecuador,Center Back,0.005773980329
