player_name,team,position,minutes,vaep_off_p90,vaep_def_p90,vaep_per_touch,xt_p90,final_player_rating,team_rank
Sofyan Amrabat,Morocco,Center Defensive Midfield,698.3833333333333,0.004636159775505009,-0.044646104377836185,-0.0003722659003178531,0.016486073831138426,-0.002748348888349161,9
Jawad El Yamiq,Morocco,Right Center Back,335.56666666666666,0.002415008580660812,-0.015202976638449184,-0.00011629311150655423,0.002156736165143282,-0.0070925609770316825,10
Romain Saïss,Morocco,Left Center Back,485.7833333333333,0.06381549142687445,-0.10487956799802141,-0.000478719558363019,0.011222146581929935,-0.014569929533443009,11
Nayef Aguerd,Morocco,Right Center Back,369.18333333333334,0.022399430047898267,-0.08168302306381707,-0.0006172169904566729,0.006424481169680027,-0.01947520229719363,12
Yassine Bounou,Morocco,Goalkeeper,603.15,-0.014377161625449497,-0.17234753968289204,-0.0029865553856835377,0.003337696792323096,-0.07969048882012993,13
Memphis Depay,Netherlands,Left Center Forward,315.58333333333337,0.43950448848909585,0.14970928889363344,0.004207876169096319,0.0468784821551714,0.2694081545182782,1
Cody Mathès Gakpo,Netherlands,Center Attacking Midfield,460.2166666666667,0.31767901769154916,0.006650815508454435,0.0032265887318603903,0.07481964510916563,0.18950640122195322,2
Daley Blind,Netherlands,Left Wing Back,452.48333333333335,0.1584658469338688,-0.018495270501078572,0.0008964522716616708,0.05117847653585735,0.07912812091526314,3
Denzel Dumfries,Netherlands,Right Wing Back,509.51666666666665,0.16150797641284925,-0.025374577336933962,0.0012490948265651619,0.05034725389769812,0.07797843959243149,4
Frenkie de Jong,Netherlands,Left Defensive Midfield,499.45000000000005,0.06754870400316754,-0.007541226711020597,0.0003398042464122765,0.028119180218341276,0.0335826076848081,5
Andries Noppert,Netherlands,Goalkeeper,509.51666666666665,-0.005264615990110809,0.05946860187190641,0.0008012136410368308,0.0014207633037125313,-0.0017875112512440242,6
Nathan Aké,Netherlands,Left Center Back,506.26666666666665,0.008472056245950575,-0.05398560752157965,-0.00027529263909767203,0.017273352875490554,-0.015266722911044552,7
Jurriën David Norman Timber,Netherlands,Right Center Back,409.40000000000003,0.0053085668516051525,-0.06459300576194071,-0.00031615278481036057,0.01895611254565481,-0.018490913435821835,8
Virgil van Dijk,Netherlands,Center Back,509.51666666666665,0.015526362301373157,-0.11478802861991032,-0.000637131183552532,0.015102213893435997,-0.03253964552812411,9
Robert Lewandowski,Poland,Center Forward,389.75,0.3901460096700403,0.019937616353025666,0.00420826996425724,0.019230945366580085,0.21952751344568977,1
Piotr Zieliński,Poland,Right Center Midfield,344.4166666666667,0.0993296895364048,-0.010076288123212407,0.0008475422940003772,0.05914501297019776,0.09516346948664367,2
Bartosz Bereszyński,Poland,Left Back,365.73333333333335,0.09669419721614371,-0.018364324618921787,0.0008966461785463944,0.04006941235016686,0.06079835556996399,3
Grzegorz Krychowiak,Poland,Center Defensive Midfield,347.8833333333333,0.021059349996980527,-0.009532834920780631,0.00013793885402219952,0.025241724182523954,0.01972281207030986,4
Matty Cash,Poland,Right Back,389.75,0.07282829027676851,-0.16249156144734817,-0.0010111765028568698,0.03841432233888323,0.012359956345682384,5
Kamil Glik,Poland,Right Center Back,389.75,0.0878867222922657,-0.06497236207718833,0.00029445670602790656,0.004325369541255274,0.003395145917176132,6
Jakub Piotr Kiwior,Poland,Left Center Back,376.7,0.05667910587755773,-0.05891348014361064,-1.8089163679822313e-05,0.021004575120426753,-0.0019737400863893907,7
Wojciech Szczęsny,Poland,Goalkeeper,389.75,-0.025051807771480777,-0.1804002666794916,-0.003307515324959376,0.004685646988973553,-0.08058303057027372,8
Cristiano Ronaldo dos Santos Aveiro,Portugal,Center Forward,302.8,0.5598184277056865,0.10561899724910469,0.006996335148483013,0.00907027086417618,0.28441443339018235,1
João Félix Sequeira,Portugal,Left Wing,340.23333333333335,0.39795134702340323,0.007194983353869119,0.003529039592217801,0.04629704969932024,0.21013512415601682,2
Bruno Miguel Borges Fernandes,Portugal,Center Attacking Midfield,384.95,0.22947315958469836,-0.009407423399058853,0.0014006994898257592,0.12811070708671982,0.16714352064327248,3
Bernardo Mota Veiga de Carvalho e Silva,Portugal,Right Center Midfield,382.1,0.2384807649807517,0.012106803139915481,0.0013037787279262928,0.05836046038236362,0.13821607061987828,4
Raphaël Adelino José Guerreiro,Portugal,Left Back,303.6166666666667,0.2532302478166735,0.013491771107500246,0.001918532345708629,0.07638785531719473,0.11336026471714775,5
João Pedro Cavaco Cancelo,Portugal,Right Back,344.54999999999995,0.22376003669283745,-0.002877013961437678,0.001145818209607103,0.06775457216246122,0.1023384889505622,6
Kléper Laveran Lima Ferreira,Portugal,Right Center Back,389.2833333333333,0.11070124760459957,-0.042944348460046515,0.0003752543968604651,0.023502250575069838,0.01823157500984687,7
Rúben Santos Gato Alves Dias,Portugal,Left Center Back,392.41666666666663,0.027909239163574007,-0.01430150463786625,8.380260237701117e-05,0.009510186231610328,0.001344539750930072,8
Diogo Meireles Costa,Portugal,Goalkeeper,489.4,-0.013536132973076025,-0.0930714859746909,-0.0017356543151376292,0.0017059497878090311,-0.05282229799654041,9
Ismaïla Sarr,Senegal,Left Wing,365.2,0.4346865873079438,0.001307261610502285,0.004755822987605033,0.09030867441533906,0.2237409337513771,1
Boulaye Dia,Senegal,Center Attacking Midfield,330.05,0.2599720265259277,-0.004034944051853949,0.003830931250365898,-0.007558209821826364,0.16541420210426108,2
Youssouf Sabaly,Senegal,Right Back,387.2833333333333,0.14184852217957442,-0.027090818745864814,0.0008341543902305775,0.0775698575062692,0.0748589912334513,3
Kalidou Koulibaly,Senegal,Right Center Back,387.2833333333333,0.036873990908551306,0.007614135453310973,0.0003947195846775844,0.01120742628866952,0.010233740605959642,4
Abdou Diallo,Senegal,Left Center Back,348.5833333333333,0.01193519254033495,-0.05556412986091185,-0.0003618444064001371,0.03565544665872983,-0.011797168926698482,5
Edouard Mendy,Senegal,Goalkeeper,387.2833333333333,-0.011871854998862497,-0.09227111699637419,-0.0019569547470914724,0.005474641016870832,-0.05164235122681722,6
