path,folder,filename,extension,bytes,format_details,structure,information
reports/player_profiles/rodrigo-hern-ndez-cascante-6765.md,reports/player_profiles,rodrigo-hern-ndez-cascante-6765.md,.md,1939,73 lines; 306 words,"Title: Rodrigo Hernández Cascante Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Rodrigo Hernández Cascante Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/rodrigo-javier-de-paul-7797.md,reports/player_profiles,rodrigo-javier-de-paul-7797.md,.md,1913,73 lines; 307 words,"Title: Rodrigo Javier De Paul Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Rodrigo Javier De Paul Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/rodrygo-silva-de-goes-25104.md,reports/player_profiles,rodrygo-silva-de-goes-25104.md,.md,1931,73 lines; 307 words,"Title: Rodrygo Silva de Goes Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Rodrygo Silva de Goes Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/romain-sa-ss-5219.md,reports/player_profiles,romain-sa-ss-5219.md,.md,1893,73 lines; 305 words,"Title: Romain Saïss Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Romain Saïss Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/romario-andr-s-ibarra-mina-12803.md,reports/player_profiles,romario-andr-s-ibarra-mina-12803.md,.md,1930,73 lines; 308 words,"Title: Romario Andrés Ibarra Mina Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Romario Andrés Ibarra Mina Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/romelu-lukaku-menama-3289.md,reports/player_profiles,romelu-lukaku-menama-3289.md,.md,1957,73 lines; 312 words,"Title: Romelu Lukaku Menama Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Romelu Lukaku Menama Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/roozbeh-cheshmi-5222.md,reports/player_profiles,roozbeh-cheshmi-5222.md,.md,1901,73 lines; 306 words,"Title: Roozbeh Cheshmi Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Roozbeh Cheshmi Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/ruben-vargas-30401.md,reports/player_profiles,ruben-vargas-30401.md,.md,1932,73 lines; 305 words,"Title: Ruben Vargas Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Ruben Vargas Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sa-a-luki-6687.md,reports/player_profiles,sa-a-luki-6687.md,.md,1913,73 lines; 305 words,"Title: Saša Lukić Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Saša Lukić Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/saad-abdullah-al-sheeb-124496.md,reports/player_profiles,saad-abdullah-al-sheeb-124496.md,.md,2311,77 lines; 346 words,"Title: Saad Abdullah Al Sheeb Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Saad Abdullah Al Sheeb Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sadegh-moharrami-23538.md,reports/player_profiles,sadegh-moharrami-23538.md,.md,1918,73 lines; 305 words,"Title: Sadegh Moharrami Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sadegh Moharrami Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/saeid-ezatolahi-afagh-5722.md,reports/player_profiles,saeid-ezatolahi-afagh-5722.md,.md,1918,73 lines; 306 words,"Title: Saeid Ezatolahi Afagh Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Saeid Ezatolahi Afagh Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/saleh-khalid-al-shehri-51469.md,reports/player_profiles,saleh-khalid-al-shehri-51469.md,.md,1915,73 lines; 307 words,"Title: Saleh Khalid Al Shehri Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Saleh Khalid Al Shehri Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/salem-mohammed-al-dawsari-5187.md,reports/player_profiles,salem-mohammed-al-dawsari-5187.md,.md,1933,73 lines; 308 words,"Title: Salem Mohammed Al Dawsari Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Salem Mohammed Al Dawsari Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/salis-abdul-samed-31029.md,reports/player_profiles,salis-abdul-samed-31029.md,.md,1917,73 lines; 306 words,"Title: Salis Abdul Samed Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Salis Abdul Samed Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/salman-mohammed-al-faraj-5178.md,reports/player_profiles,salman-mohammed-al-faraj-5178.md,.md,1930,73 lines; 307 words,"Title: Salman Mohammed Al Faraj Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Salman Mohammed Al Faraj Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sam-adekugbe-29758.md,reports/player_profiles,sam-adekugbe-29758.md,.md,1922,73 lines; 305 words,"Title: Sam Adekugbe Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sam Adekugbe Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/saman-ghoddos-5240.md,reports/player_profiles,saman-ghoddos-5240.md,.md,1918,73 lines; 306 words,"Title: Saman Ghoddos Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Saman Ghoddos Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sami-khalil-al-naji-51632.md,reports/player_profiles,sami-khalil-al-naji-51632.md,.md,1938,73 lines; 309 words,"Title: Sami Khalil Al Naji Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sami Khalil Al Naji Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/samuel-yves-oum-gwet-8591.md,reports/player_profiles,samuel-yves-oum-gwet-8591.md,.md,1925,73 lines; 308 words,"Title: Samuel Yves Oum Gwet Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Samuel Yves Oum Gwet Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sang-ho-na-41711.md,reports/player_profiles,sang-ho-na-41711.md,.md,1931,73 lines; 307 words,"Title: Sang-Ho Na Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sang-Ho Na Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sardar-azmoun-5224.md,reports/player_profiles,sardar-azmoun-5224.md,.md,1905,73 lines; 305 words,"Title: Sardar Azmoun Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sardar Azmoun Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/saud-abdullah-abdul-hamid-51710.md,reports/player_profiles,saud-abdullah-abdul-hamid-51710.md,.md,1937,73 lines; 307 words,"Title: Saud Abdullah Abdul Hamid Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Saud Abdullah Abdul Hamid Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/scar-esau-duarte-gait-n-5598.md,reports/player_profiles,scar-esau-duarte-gait-n-5598.md,.md,1916,73 lines; 308 words,"Title: Óscar Esau Duarte Gaitán Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Óscar Esau Duarte Gaitán Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sebasti-n-coates-ni-n-6300.md,reports/player_profiles,sebasti-n-coates-ni-n-6300.md,.md,1913,73 lines; 306 words,"Title: Sebastián Coates Nión Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sebastián Coates Nión Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sebastian-szyma-ski-4664.md,reports/player_profiles,sebastian-szyma-ski-4664.md,.md,1921,73 lines; 306 words,"Title: Sebastian Szymański Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sebastian Szymański Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/selim-amallah-23774.md,reports/player_profiles,selim-amallah-23774.md,.md,1907,73 lines; 303 words,"Title: Selim Amallah Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Selim Amallah Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/serge-gnabry-8400.md,reports/player_profiles,serge-gnabry-8400.md,.md,1918,73 lines; 305 words,"Title: Serge Gnabry Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Serge Gnabry Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sergej-milinkovi-savi-5589.md,reports/player_profiles,sergej-milinkovi-savi-5589.md,.md,1929,73 lines; 305 words,"Title: Sergej Milinković-Savić Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sergej Milinković-Savić Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sergino-dest-21881.md,reports/player_profiles,sergino-dest-21881.md,.md,1919,73 lines; 305 words,"Title: Sergino Dest Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sergino Dest Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sergio-busquets-i-burgos-5203.md,reports/player_profiles,sergio-busquets-i-burgos-5203.md,.md,1916,73 lines; 307 words,"Title: Sergio Busquets i Burgos Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sergio Busquets i Burgos Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sergio-rochet-lvarez-36710.md,reports/player_profiles,sergio-rochet-lvarez-36710.md,.md,2226,77 lines; 334 words,"Title: Sergio Rochet Álvarez Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sergio Rochet Álvarez Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/seung-gyu-kim-37641.md,reports/player_profiles,seung-gyu-kim-37641.md,.md,2222,77 lines; 334 words,"Title: Seung-Gyu Kim Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Seung-Gyu Kim Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/seyed-hossein-hosseini-125823.md,reports/player_profiles,seyed-hossein-hosseini-125823.md,.md,2238,77 lines; 336 words,"Title: Seyed Hossein Hosseini Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Seyed Hossein Hosseini Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/seyed-majid-hosseini-5228.md,reports/player_profiles,seyed-majid-hosseini-5228.md,.md,1899,73 lines; 306 words,"Title: Seyed Majid Hosseini Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Seyed Majid Hosseini Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sh-ichi-gonda-25719.md,reports/player_profiles,sh-ichi-gonda-25719.md,.md,2216,77 lines; 333 words,"Title: Shūichi Gonda Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Shūichi Gonda Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/shogo-taniguchi-37215.md,reports/player_profiles,shogo-taniguchi-37215.md,.md,1912,73 lines; 305 words,"Title: Shogo Taniguchi Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Shogo Taniguchi Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/silvan-widmer-7796.md,reports/player_profiles,silvan-widmer-7796.md,.md,1924,73 lines; 304 words,"Title: Silvan Widmer Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Silvan Widmer Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/simon-thorup-kj-r-5534.md,reports/player_profiles,simon-thorup-kj-r-5534.md,.md,1945,73 lines; 307 words,"Title: Simon Thorup Kjær Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Simon Thorup Kjær Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sofiane-boufal-3625.md,reports/player_profiles,sofiane-boufal-3625.md,.md,1916,73 lines; 305 words,"Title: Sofiane Boufal Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sofiane Boufal Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sofyan-amrabat-5234.md,reports/player_profiles,sofyan-amrabat-5234.md,.md,1911,73 lines; 305 words,"Title: Sofyan Amrabat Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sofyan Amrabat Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/stephen-antunes-eust-quio-11187.md,reports/player_profiles,stephen-antunes-eust-quio-11187.md,.md,1961,73 lines; 311 words,"Title: Stephen Antunes Eustáquio Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Stephen Antunes Eustáquio Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/steve-mandanda-3543.md,reports/player_profiles,steve-mandanda-3543.md,.md,2318,77 lines; 346 words,"Title: Steve Mandanda Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Steve Mandanda Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/steven-berghuis-7745.md,reports/player_profiles,steven-berghuis-7745.md,.md,1923,73 lines; 305 words,"Title: Steven Berghuis Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Steven Berghuis Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/steven-bergwijn-8259.md,reports/player_profiles,steven-bergwijn-8259.md,.md,1907,73 lines; 303 words,"Title: Steven Bergwijn Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Steven Bergwijn Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/steven-de-sousa-vitoria-11846.md,reports/player_profiles,steven-de-sousa-vitoria-11846.md,.md,1920,73 lines; 307 words,"Title: Steven de Sousa Vitoria Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Steven de Sousa Vitoria Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/strahinja-pavlovi-27719.md,reports/player_profiles,strahinja-pavlovi-27719.md,.md,1933,73 lines; 305 words,"Title: Strahinja Pavlović Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Strahinja Pavlović Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/sultan-abdullah-salim-al-ghannam-57620.md,reports/player_profiles,sultan-abdullah-salim-al-ghannam-57620.md,.md,1949,73 lines; 309 words,"Title: Sultan Abdullah Salim Al Ghannam Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Sultan Abdullah Salim Al Ghannam Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/tajon-buchanan-24024.md,reports/player_profiles,tajon-buchanan-24024.md,.md,1923,73 lines; 305 words,"Title: Tajon Buchanan Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Tajon Buchanan Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/takefusa-kubo-31090.md,reports/player_profiles,takefusa-kubo-31090.md,.md,1919,73 lines; 306 words,"Title: Takefusa Kubo Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Takefusa Kubo Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/takehiro-tomiyasu-23730.md,reports/player_profiles,takehiro-tomiyasu-23730.md,.md,1911,73 lines; 305 words,"Title: Takehiro Tomiyasu Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Takehiro Tomiyasu Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/takuma-asano-8949.md,reports/player_profiles,takuma-asano-8949.md,.md,1895,73 lines; 304 words,"Title: Takuma Asano Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Takuma Asano Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/takumi-minamino-8776.md,reports/player_profiles,takumi-minamino-8776.md,.md,1924,73 lines; 306 words,"Title: Takumi Minamino Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Takumi Minamino Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/tariq-lamptey-33602.md,reports/player_profiles,tariq-lamptey-33602.md,.md,1914,73 lines; 305 words,"Title: Tariq Lamptey Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Tariq Lamptey Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/teun-koopmeiners-7891.md,reports/player_profiles,teun-koopmeiners-7891.md,.md,1953,73 lines; 309 words,"Title: Teun Koopmeiners Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Teun Koopmeiners Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/theo-bernard-fran-ois-hern-ndez-6704.md,reports/player_profiles,theo-bernard-fran-ois-hern-ndez-6704.md,.md,1931,73 lines; 306 words,"Title: Theo Bernard François Hernández Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Theo Bernard François Hernández Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/thiago-emiliano-da-silva-3295.md,reports/player_profiles,thiago-emiliano-da-silva-3295.md,.md,1931,73 lines; 307 words,"Title: Thiago Emiliano da Silva Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Thiago Emiliano da Silva Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/thibaut-courtois-3509.md,reports/player_profiles,thibaut-courtois-3509.md,.md,2219,77 lines; 333 words,"Title: Thibaut Courtois Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Thibaut Courtois Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/thilo-kehrer-8511.md,reports/player_profiles,thilo-kehrer-8511.md,.md,1919,73 lines; 305 words,"Title: Thilo Kehrer Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Thilo Kehrer Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/thomas-delaney-5527.md,reports/player_profiles,thomas-delaney-5527.md,.md,1916,73 lines; 306 words,"Title: Thomas Delaney Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Thomas Delaney Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/thomas-m-ller-5562.md,reports/player_profiles,thomas-m-ller-5562.md,.md,1907,73 lines; 303 words,"Title: Thomas Müller Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Thomas Müller Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/thomas-meunier-3176.md,reports/player_profiles,thomas-meunier-3176.md,.md,1921,73 lines; 304 words,"Title: Thomas Meunier Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Thomas Meunier Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/thomas-teye-partey-6383.md,reports/player_profiles,thomas-teye-partey-6383.md,.md,1912,73 lines; 306 words,"Title: Thomas Teye Partey Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Thomas Teye Partey Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/thorgan-hazard-5632.md,reports/player_profiles,thorgan-hazard-5632.md,.md,1931,73 lines; 306 words,"Title: Thorgan Hazard Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Thorgan Hazard Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/tim-ream-18242.md,reports/player_profiles,tim-ream-18242.md,.md,1929,73 lines; 306 words,"Title: Tim Ream Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Tim Ream Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/timothy-castagne-6989.md,reports/player_profiles,timothy-castagne-6989.md,.md,1919,73 lines; 304 words,"Title: Timothy Castagne Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Timothy Castagne Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/timothy-weah-3377.md,reports/player_profiles,timothy-weah-3377.md,.md,1909,73 lines; 304 words,"Title: Timothy Weah Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Timothy Weah Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/toby-alderweireld-20005.md,reports/player_profiles,toby-alderweireld-20005.md,.md,1944,73 lines; 305 words,"Title: Toby Alderweireld Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Toby Alderweireld Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/tyler-adams-12751.md,reports/player_profiles,tyler-adams-12751.md,.md,1947,73 lines; 310 words,"Title: Tyler Adams Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Tyler Adams Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/ui-jo-hwang-29966.md,reports/player_profiles,ui-jo-hwang-29966.md,.md,1907,73 lines; 305 words,"Title: Ui-Jo Hwang Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Ui-Jo Hwang Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/unai-sim-n-mendibil-11748.md,reports/player_profiles,unai-sim-n-mendibil-11748.md,.md,2221,77 lines; 334 words,"Title: Unai Simón Mendibil Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Unai Simón Mendibil Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/vanja-milinkovi-savi-20600.md,reports/player_profiles,vanja-milinkovi-savi-20600.md,.md,2241,77 lines; 336 words,"Title: Vanja Milinković Savić Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Vanja Milinković Savić Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/verton-augusto-de-barros-ribeiro-25154.md,reports/player_profiles,verton-augusto-de-barros-ribeiro-25154.md,.md,1944,73 lines; 309 words,"Title: Éverton Augusto de Barros Ribeiro Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Éverton Augusto de Barros Ribeiro Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/victor-nelsson-17043.md,reports/player_profiles,victor-nelsson-17043.md,.md,1916,73 lines; 306 words,"Title: Victor Nelsson Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Victor Nelsson Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/vin-cius-jos-paix-o-de-oliveira-j-nior-18395.md,reports/player_profiles,vin-cius-jos-paix-o-de-oliveira-j-nior-18395.md,.md,1945,73 lines; 309 words,"Title: Vinícius José Paixão de Oliveira Júnior Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Vinícius José Paixão de Oliveira Júnior Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/vincent-janssen-3264.md,reports/player_profiles,vincent-janssen-3264.md,.md,1915,73 lines; 304 words,"Title: Vincent Janssen Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Vincent Janssen Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/vincent-pat-aboubakar-11174.md,reports/player_profiles,vincent-pat-aboubakar-11174.md,.md,1911,73 lines; 306 words,"Title: Vincent Paté Aboubakar Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Vincent Paté Aboubakar Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/virgil-van-dijk-3669.md,reports/player_profiles,virgil-van-dijk-3669.md,.md,1914,73 lines; 306 words,"Title: Virgil van Dijk Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Virgil van Dijk Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/vitor-machado-ferreira-34639.md,reports/player_profiles,vitor-machado-ferreira-34639.md,.md,1951,73 lines; 311 words,"Title: Vitor Machado Ferreira Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Vitor Machado Ferreira Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
reports/player_profiles/wahbi-khazri-3196.md,reports/player_profiles,wahbi-khazri-3196.md,.md,1907,73 lines; 305 words,"Title: Wahbi Khazri Player Profile; sections: Ranking and role, Rating components, Continuous role vector, Spatial, 360 and passing-network context","Player profile for Wahbi Khazri Player Profile, covering role, rating components, spatial/network evidence, and interpretation where available."
