clip_threshold,rows,dr_policy_value,dr_model_only_value,dr_fallback_only_value,dr_always_patient_value,policy_minus_always_patient,model_only_minus_always_patient,fraction_raw_propensity_below_clip
0.02,9685,0.0359963846555511,0.03864334254171638,0.0356899969876719,0.03600314376075999,-6.759105208882134e-06,0.0026401987809563884,0.002581311306143521
0.05,9685,0.03605327762400844,0.038801204387879026,0.03574688995612922,0.036060036729217315,-6.759105208882134e-06,0.0027411676586617025,0.013009808982963346
0.1,9685,0.036038864977079026,0.03832696159396749,0.035721557797162524,0.03603470457025063,4.160406828400037e-06,0.002292257023716865,0.03355704697986577
