k,inertia,silhouette,calinski_harabasz,davies_bouldin,stability_ari,smallest_cluster_n,smallest_cluster_pct,largest_cluster_pct,rank_silhouette,rank_calinski_harabasz,rank_davies_bouldin,rank_stability,consensus_rank,eligible_solution
3,100144.94962824737,0.20000612097399784,1713.417050413415,1.8796199578998154,0.9794350029775556,2084,21.51781104801239,54.72379969024264,1.0,1.0,6.0,4.0,3.0,True
4,90143.1580687873,0.18966767866807954,1626.9338910903655,1.6982146768336233,0.9998708838098388,727,7.506453278265359,52.56582343830666,2.0,2.0,3.0,1.0,2.0,True
5,82554.25199922053,0.16809404582538615,1554.697155372824,1.7128406658994109,0.996888613133103,356,3.675787299948374,42.80846670108415,3.0,3.0,4.0,2.0,3.0,True
6,77529.96704850596,0.12713747556599084,1449.667589571684,1.6721708452507904,0.9859547380323366,329,3.3970056788848737,29.767681982447083,6.0,4.0,2.0,3.0,3.75,True
7,74239.74235450948,0.12906205910046364,1332.9526852065298,1.6501934868896553,0.9627807675074731,309,3.1905007743933917,27.85751161590088,4.0,5.0,1.0,5.0,3.75,True
8,71171.42517238343,0.12818167557062535,1251.2687043560686,1.731708550400443,0.9472644372015743,152,1.5694372741352607,25.090345895715025,5.0,6.0,5.0,6.0,5.5,False
