match_id,team,player_id,threat_prevention_total,defensive_action_count,pressure_count,pressure_recovered,pressure_threat,interception_block_count,interception_block_retained,interception_block_threat,clearance_count,clearance_retained,clearance_threat,aerial_count,aerial_success,aerial_mean_threat,high_threat_count,mean_pre_threat,mean_start_x,central_danger_count,has_360,mean_density_360,mean_behind_ball_360,error_penalty_count,foul_count,failed_count,progression_total,progressive_action_count,progression_retained,opponent_possessions,opponent_final_third_possessions,threat_prevention_target,defensive_actions_per100_opponent_possessions,defensive_actions_per100_opponent_final_third_possessions,pressures_per100_opponent_possessions,pressure_recovery_rate,pressure_threat_exposure_per100,interceptions_blocks_per100_opponent_possessions,interception_block_retention_rate,interception_block_threat_exposure_per100,clearances_per100_opponent_possessions,clearance_retention_rate,clearance_threat_exposure_per100,aerial_contests_per100_opponent_possessions,aerial_success_rate,aerial_threat_per_eligible_contest,high_threat_action_share,mean_pre_action_threat,mean_defensive_start_x,central_danger_action_share,positioning_360_coverage,mean_defensive_density_360,mean_defenders_behind_ball_360,errors_penalties_per100_opponent_possessions,fouls_per100_opponent_possessions,failed_defensive_action_rate,defensive_progression_per100_opponent_possessions,progression_retention_rate,position_group,minutes,defensive_target_version,event_scope_version
3857254,Denmark,3043,0.0018099489316227846,14,7,1,0.002580090193077922,1,0,0.0006450226064771414,0,0,0.0,1,1,0.0,0,0.00027643823913032454,59.56428571428571,0,0.8571428571428571,0.020166080181056634,3.6666666666666665,0,2,1,14.6,1,0,91,48,0.001988954869915148,15.384615384615385,29.166666666666668,7.6923076923076925,0.14285714285714285,0.002835263948437277,1.098901098901099,0.0,0.0007088160510737817,0.0,,0.0,1.098901098901099,1.0,0.0,0.0,0.00027643823913032454,59.56428571428571,0.0,0.8571428571428571,0.020166080181056634,3.6666666666666665,0.0,2.197802197802198,0.07142857142857142,16.043956043956044,0.0,Central/Wide Midfield,97.6,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,3570,-0.011591103255341295,19,9,2,0.004515157896094024,3,1,0.0006450225482694805,1,0,0.0006450225482694805,0,0,,0,0.0003055369996122624,51.32631578947369,5,0.8421052631578947,0.01999197078702352,3.625,0,0,2,10.499999999999993,0,0,91,48,-0.012737476104770653,20.87912087912088,39.583333333333336,9.89010989010989,0.2222222222222222,0.004961711973729697,3.2967032967032965,0.3333333333333333,0.0007088159871093192,1.098901098901099,0.0,0.0007088159871093192,0.0,,,0.0,0.0003055369996122624,51.32631578947369,0.2631578947368421,0.8421052631578947,0.01999197078702352,3.625,0.0,0.0,0.10526315789473684,11.538461538461531,,Central/Wide Midfield,97.6,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,3959,-0.013368679559789598,21,4,0,0.0006450225482694805,7,2,0.003870135289616883,3,1,0.0006450225482694805,1,1,0.0,0,0.00030715359441403834,30.314285714285717,6,1.0,0.038441817697003375,2.380952380952381,0,0,1,57.30000000000001,2,0,91,48,-0.014690856659109448,23.076923076923077,43.75,4.395604395604396,0.0,0.0007088159871093192,7.6923076923076925,0.2857142857142857,0.004252895922655915,3.2967032967032965,0.3333333333333333,0.0007088159871093192,1.098901098901099,1.0,0.0,0.0,0.00030715359441403834,30.314285714285717,0.2857142857142857,1.0,0.038441817697003375,2.380952380952381,0.0,0.0,0.047619047619047616,62.96703296703298,0.0,Center Back,97.6,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,5527,-0.00785792666283669,15,10,3,0.0032251127995550632,0,0,0.0,1,0,0.0006450225482694805,1,1,0.0,0,0.0003010105264062683,53.457142857142856,2,0.8666666666666667,0.020886451857839345,3.5384615384615383,0,1,2,16.099999999999994,1,0,91,48,-0.008635084244875482,16.483516483516482,31.25,10.989010989010989,0.3,0.0035440799995110584,0.0,,0.0,1.098901098901099,0.0,0.0007088159871093192,1.098901098901099,1.0,0.0,0.0,0.0003010105264062683,53.457142857142856,0.13333333333333333,0.8666666666666667,0.020886451857839345,3.5384615384615383,0.0,1.098901098901099,0.13333333333333333,17.692307692307686,0.0,Defensive Midfield,45.53333333333333,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,5534,-0.009934125999279786,18,4,1,0.0012900451547466218,4,0,0.03635931358439848,6,1,0.0012900452129542828,3,3,0.00021500749668727318,1,0.0022349693883572603,35.294117647058826,6,0.8888888888888888,0.022745980394280232,1.5,0,0,2,54.6,2,0,91,48,-0.010916621977230534,19.78021978021978,37.5,4.395604395604396,0.25,0.0014176320381831008,4.395604395604396,0.0,0.03995528965318514,6.593406593406593,0.16666666666666666,0.0014176321021475635,3.2967032967032965,1.0,0.00021500749668727318,0.05555555555555555,0.0022349693883572603,35.294117647058826,0.3333333333333333,0.8888888888888888,0.022745980394280232,1.5,0.0,0.0,0.1111111111111111,60.0,0.0,Center Back,63.983333333333334,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,5732,-0.0056530278525315225,8,5,0,0.0012900451547466218,0,0,0.0,0,0,0.0,0,0,,0,0.00016125564434332773,68.175,0,0.25,0.01666048384466795,5.0,0,0,0,0.0,0,0,91,48,-0.006212118519265409,8.791208791208792,16.666666666666668,5.4945054945054945,0.0,0.0014176320381831008,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.00016125564434332773,68.175,0.0,0.25,0.01666048384466795,5.0,0.0,0.0,0.0,0.0,,Forward,33.133333333333326,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,6302,-0.004987812302715611,22,14,0,0.005160180386155844,0,0,0.0,1,0,0.0006450225482694805,0,0,,0,0.00029319206474941564,78.41428571428571,1,0.9090909090909091,0.0236211928940641,4.0,0,0,1,0.0,0,0,91,48,-0.005481112420566605,24.175824175824175,45.833333333333336,15.384615384615385,0.0,0.005670527896874554,0.0,,0.0,1.098901098901099,0.0,0.0007088159871093192,0.0,,,0.0,0.00029319206474941564,78.41428571428571,0.045454545454545456,0.9090909090909091,0.0236211928940641,4.0,0.0,0.0,0.045454545454545456,0.0,,Forward,64.46666666666667,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,8247,-0.03274756895552855,36,12,2,0.025190881569869816,4,1,0.0006450225482694805,4,0,0.0012900451547466218,3,3,0.0,1,0.000825167766177199,42.916666666666664,6,0.8611111111111112,0.019421266037718876,1.7741935483870968,0,3,6,148.6,5,0,91,48,-0.035986339511569834,39.56043956043956,75.0,13.186813186813186,0.16666666666666666,0.02768228743941738,4.395604395604396,0.25,0.0007088159871093192,4.395604395604396,0.0,0.0014176320381831008,3.2967032967032965,1.0,0.0,0.027777777777777776,0.000825167766177199,42.916666666666664,0.16666666666666666,0.8611111111111112,0.019421266037718876,1.7741935483870968,0.0,3.2967032967032965,0.16666666666666666,163.2967032967033,0.0,Center Back,97.6,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,16190,-0.01005334897490684,24,10,0,0.0043795089004561305,1,0,0.0,1,0,0.0006450225482694805,2,2,0.0,0,0.0002899833004145573,44.666666666666664,2,0.875,0.0187263697981387,2.8095238095238093,0,0,4,82.20000000000002,4,0,91,48,-0.011047636236161363,26.373626373626372,50.0,10.989010989010989,0.0,0.004812647143358385,1.098901098901099,0.0,0.0,1.098901098901099,0.0,0.0007088159871093192,2.197802197802198,1.0,0.0,0.0,0.0002899833004145573,44.666666666666664,0.08333333333333333,0.875,0.0187263697981387,2.8095238095238093,0.0,0.0,0.16666666666666666,90.32967032967035,0.0,Fullback/Wingback,97.6,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
3857254,Denmark,16554,-0.001878566552477423,29,7,3,0.0019350675866007805,4,0,0.001290045096538961,3,1,0.0006450225482694805,2,2,0.0,0,0.0001779372546950291,48.01379310344828,2,0.8620689655172413,0.020547827296537355,3.6,0,0,4,8.7,0,0,91,48,-0.0020643588488762892,31.86813186813187,60.416666666666664,7.6923076923076925,0.42857142857142855,0.002126447897363495,4.395604395604396,0.0,0.0014176319742186384,3.2967032967032965,0.3333333333333333,0.0007088159871093192,2.197802197802198,1.0,0.0,0.0,0.0001779372546950291,48.01379310344828,0.06896551724137931,0.8620689655172413,0.020547827296537355,3.6,0.0,0.0,0.13793103448275862,9.560439560439558,,Fullback/Wingback,97.6,conceding-probability-delta-per100-opponent-possessions-v1,qatar-2022-periods-1-4-v1
