config_id,variance_share_target,mixture_bounds,attack_reliability_constant,defense_reliability_constant,bootstrap_se_shrinkage_constant,opposition_adjustment_variant,opposition_exposure_scale,prevention_weight,eligible_for_release,eligibility_reason,bootstrap_top50_jaccard_median,bootstrap_top50_jaccard_p10,realized_defensive_variance_share,defensive_variance_scale_factor,single_attribution_p95_absolute_rank_shift,single_attribution_max_absolute_rank_shift,leave_one_match_out_median_top50_jaccard,leave_one_match_out_p95_absolute_rank_shift,selection_status,single_attribution_count,single_attribution_granularity
611,0.42,"[0.25, 0.75]",80.0,300.0,0.5,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,7.496715837046926,,,,,rejected_by_preregistered_metrics,,
612,0.42,"[0.25, 0.75]",80.0,300.0,0.5,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.4199999999999999,7.190483135277294,,,,,rejected_by_preregistered_metrics,,
613,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4185110663983903,0.3140806561859194,0.42,10.248695595038129,,,,,ineligible_ablation,,
614,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.4199999999999998,9.237930252691125,,,,,rejected_by_preregistered_metrics,,
615,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,8.55705087746638,,,,,rejected_by_preregistered_metrics,,
616,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.2987012987012987,0.42,6.787444887705949,,,,,ineligible_ablation,,
617,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.42,6.405569121622402,,,,,rejected_by_preregistered_metrics,,
618,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,6.141803758861858,,,,,rejected_by_preregistered_metrics,,
619,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.42,5.070095088246811,,,,,ineligible_ablation,,
620,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.42,4.876102788692392,,,,,rejected_by_preregistered_metrics,,
621,0.42,"[0.25, 0.75]",80.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,4.744781958827519,,,,,rejected_by_preregistered_metrics,,
622,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,10.7127069658103,,,,,ineligible_ablation,,
623,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.42,9.6161256382407,,,,,rejected_by_preregistered_metrics,,
624,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,8.919003620663498,,,,,rejected_by_preregistered_metrics,,
625,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,6.9516422459765295,,,,,ineligible_ablation,,
626,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.42,6.530620379869598,,,,,rejected_by_preregistered_metrics,,
627,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,6.261642219262784,,,,,rejected_by_preregistered_metrics,,
628,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,5.1333857619601515,,,,,ineligible_ablation,,
629,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,2.0,0.5,True,eligible,0.42857142857142855,0.2987012987012987,0.42,4.915026591952507,,,,,rejected_by_preregistered_metrics,,
630,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_log_rank,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,4.779545342669225,,,,,rejected_by_preregistered_metrics,,
631,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,18.378415988561358,,,,,ineligible_ablation,,
632,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,15.809704883918203,,,,,rejected_by_preregistered_metrics,,
633,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.4084507042253521,0.3140806561859194,0.4199999999999999,13.87539682141076,,,,,rejected_by_preregistered_metrics,,
634,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,12.470792370042174,,,,,ineligible_ablation,,
635,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.3888888888888889,0.28205128205128205,0.42,11.566812747702429,,,,,rejected_by_preregistered_metrics,,
636,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.4084507042253521,0.28205128205128205,0.42,10.740421619851533,,,,,rejected_by_preregistered_metrics,,
637,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,9.354721902937278,,,,,ineligible_ablation,,
638,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.3888888888888889,0.28205128205128205,0.4199999999999999,8.950775949395469,,,,,rejected_by_preregistered_metrics,,
639,0.42,"[0.25, 0.75]",80.0,300.0,1.0,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.3888888888888889,0.28205128205128205,0.42,8.551737693524844,,,,,rejected_by_preregistered_metrics,,
640,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,12.04554962838055,,,,,ineligible_ablation,,
641,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.42,10.671749770527558,,,,,rejected_by_preregistered_metrics,,
642,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.4199999999999999,9.776562080998385,,,,,rejected_by_preregistered_metrics,,
643,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.4199999999999999,7.865138438562254,,,,,ineligible_ablation,,
644,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.4199999999999999,7.3414698956315405,,,,,rejected_by_preregistered_metrics,,
645,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.4084507042253521,0.3157894736842105,0.42,6.994993354294988,,,,,rejected_by_preregistered_metrics,,
646,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,5.827050009494088,,,,,ineligible_ablation,,
647,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.4199999999999998,5.5569626501654055,,,,,rejected_by_preregistered_metrics,,
648,0.42,"[0.25, 0.75]",80.0,300.0,1.0,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.4084507042253521,0.3157894736842105,0.42,5.383579541843904,,,,,rejected_by_preregistered_metrics,,
649,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,7.67721417027734,,,,,ineligible_ablation,,
650,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.2987012987012987,0.42,7.0127147335471385,,,,,rejected_by_preregistered_metrics,,
651,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,6.564775337791944,,,,,rejected_by_preregistered_metrics,,
652,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,5.069993492431718,,,,,ineligible_ablation,,
653,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,1.5,0.5,True,eligible,0.42857142857142855,0.2987012987012987,0.42,4.819061340773432,,,,,rejected_by_preregistered_metrics,,
654,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,4.647478652433011,,,,,rejected_by_preregistered_metrics,,
655,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,3.7819104603390796,,,,,ineligible_ablation,,
656,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,3.6540451994093086,,,,,rejected_by_preregistered_metrics,,
657,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_log_rank,2.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,3.5685763621055115,,,,,rejected_by_preregistered_metrics,,
658,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,12.487881756538776,,,,,ineligible_ablation,,
659,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,10.911684275329558,,,,,rejected_by_preregistered_metrics,,
660,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,9.690610346724355,,,,,rejected_by_preregistered_metrics,,
661,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,8.559426078847734,,,,,ineligible_ablation,,
662,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.3888888888888889,0.2987012987012987,0.42,7.994442510269957,,,,,rejected_by_preregistered_metrics,,
663,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.41999999999999993,7.4734785873642995,,,,,rejected_by_preregistered_metrics,,
664,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,6.470359653942424,,,,,ineligible_ablation,,
665,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.3888888888888889,0.28205128205128205,0.42,6.2122186356942395,,,,,rejected_by_preregistered_metrics,,
666,0.42,"[0.3, 0.7]",40.0,180.0,0.5,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.39866979655712054,0.2987012987012987,0.41999999999999993,5.9575841308012984,,,,,rejected_by_preregistered_metrics,,
667,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.29703629703629714,0.42,8.522552081181445,,,,,ineligible_ablation,,
668,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.41999999999999993,7.6880139156180975,,,,,rejected_by_preregistered_metrics,,
669,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,7.118905906977277,,,,,rejected_by_preregistered_metrics,,
670,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,5.656691155469341,,,,,ineligible_ablation,,
671,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,5.342006682152507,,,,,rejected_by_preregistered_metrics,,
672,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,5.120894621474228,,,,,rejected_by_preregistered_metrics,,
673,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,4.2288241167548595,,,,,ineligible_ablation,,
674,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,4.069715983122682,,,,,rejected_by_preregistered_metrics,,
675,0.42,"[0.3, 0.7]",40.0,180.0,0.5,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,3.959881481263205,,,,,rejected_by_preregistered_metrics,,
676,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.4199999999999998,8.825570734769299,,,,,ineligible_ablation,,
677,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,7.947285653245711,,,,,rejected_by_preregistered_metrics,,
678,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,1.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,7.378513180369429,,,,,rejected_by_preregistered_metrics,,
679,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.2987012987012987,0.42,5.749319608395696,,,,,ineligible_ablation,,
680,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,1.5,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,5.412921504843403,,,,,rejected_by_preregistered_metrics,,
681,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,5.193249105262597,,,,,rejected_by_preregistered_metrics,,
682,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.39866979655712054,0.2987012987012987,0.42,4.252998191372416,,,,,ineligible_ablation,,
683,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.41999999999999993,4.079404247819151,,,,,rejected_by_preregistered_metrics,,
684,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_log_rank,2.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,3.9691486186420306,,,,,rejected_by_preregistered_metrics,,
685,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3698630136986301,0.28205128205128205,0.42,14.937160815038693,,,,,ineligible_ablation,,
686,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.3888888888888889,0.28205128205128205,0.42,12.887584650647867,,,,,rejected_by_preregistered_metrics,,
687,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.39866979655712054,0.28205128205128205,0.41999999999999993,11.334918642085638,,,,,rejected_by_preregistered_metrics,,
688,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.3698630136986301,0.28205128205128205,0.42,10.181392039851195,,,,,ineligible_ablation,,
689,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.3888888888888889,0.28205128205128205,0.42,9.451363264116583,,,,,rejected_by_preregistered_metrics,,
690,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.3888888888888889,0.28205128205128205,0.42,8.782149435157798,,,,,rejected_by_preregistered_metrics,,
691,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3698630136986301,0.28205128205128205,0.42,7.656003742277317,,,,,ineligible_ablation,,
692,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.3698630136986301,0.28205128205128205,0.42,7.328086430510246,,,,,rejected_by_preregistered_metrics,,
693,0.42,"[0.3, 0.7]",40.0,180.0,1.0,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.3888888888888889,0.28205128205128205,0.42,7.002578074613505,,,,,rejected_by_preregistered_metrics,,
694,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,9.904767832929672,,,,,ineligible_ablation,,
695,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,8.798437333869995,,,,,rejected_by_preregistered_metrics,,
696,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,8.067330630461427,,,,,rejected_by_preregistered_metrics,,
697,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,6.4900562908789965,,,,,ineligible_ablation,,
698,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,6.068974916017327,,,,,rejected_by_preregistered_metrics,,
699,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,5.784875584520385,,,,,rejected_by_preregistered_metrics,,
700,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.28205128205128205,0.42,4.815350303465595,,,,,ineligible_ablation,,
701,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.4084507042253521,0.28205128205128205,0.42,4.599360035044403,,,,,rejected_by_preregistered_metrics,,
702,0.42,"[0.3, 0.7]",40.0,180.0,1.0,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,4.457553996037137,,,,,rejected_by_preregistered_metrics,,
703,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.2987012987012987,0.42,9.34303894272823,,,,,ineligible_ablation,,
704,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.42,8.520203939010484,,,,,rejected_by_preregistered_metrics,,
705,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,7.976279098807881,,,,,rejected_by_preregistered_metrics,,
706,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.2987012987012987,0.42,6.153331962350382,,,,,ineligible_ablation,,
707,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,1.5,0.5,True,eligible,0.42857142857142855,0.2987012987012987,0.42,5.840955747120776,,,,,rejected_by_preregistered_metrics,,
708,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,5.632368384357318,,,,,rejected_by_preregistered_metrics,,
709,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.2987012987012987,0.42,4.584993462175743,,,,,ineligible_ablation,,
710,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,2.0,0.5,True,eligible,0.42857142857142855,0.2987012987012987,0.42000000000000004,4.424768281975982,,,,,rejected_by_preregistered_metrics,,
711,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_log_rank,2.0,0.75,True,eligible,0.42857142857142855,0.2987012987012987,0.41999999999999993,4.3203397390124465,,,,,rejected_by_preregistered_metrics,,
712,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,15.388102852108792,,,,,ineligible_ablation,,
713,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.4084507042253521,0.3157894736842105,0.42,13.420212111406604,,,,,rejected_by_preregistered_metrics,,
714,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.42857142857142855,0.2987012987012987,0.4199999999999998,11.905229004417782,,,,,rejected_by_preregistered_metrics,,
715,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.41999999999999993,10.502470824162684,,,,,ineligible_ablation,,
716,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.42,9.80281681125297,,,,,rejected_by_preregistered_metrics,,
717,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42,9.161952783352117,,,,,rejected_by_preregistered_metrics,,
718,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.41999999999999993,7.923363927477068,,,,,ineligible_ablation,,
719,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.4084507042253521,0.28205128205128205,0.42,7.603814131440837,,,,,rejected_by_preregistered_metrics,,
720,0.42,"[0.3, 0.7]",40.0,300.0,0.5,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.42000000000000004,7.292066551078694,,,,,rejected_by_preregistered_metrics,,
721,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,10.382784466209367,,,,,ineligible_ablation,,
722,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.41999999999999993,9.35759472108082,,,,,rejected_by_preregistered_metrics,,
723,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,8.667764659000891,,,,,rejected_by_preregistered_metrics,,
724,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.2987012987012987,0.42,6.875228246274307,,,,,ineligible_ablation,,
725,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.42857142857142855,0.2987012987012987,0.42,6.4874315350786285,,,,,rejected_by_preregistered_metrics,,
726,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,6.219954391571093,,,,,rejected_by_preregistered_metrics,,
727,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.2987012987012987,0.42,5.135401332884633,,,,,ineligible_ablation,,
728,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.42857142857142855,0.3140806561859194,0.42,4.9381753871371865,,,,,rejected_by_preregistered_metrics,,
729,0.42,"[0.3, 0.7]",40.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.42,4.804885252345147,,,,,rejected_by_preregistered_metrics,,
730,0.42,"[0.3, 0.7]",40.0,300.0,1.0,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.42,10.847158891161222,,,,,ineligible_ablation,,
731,0.42,"[0.3, 0.7]",40.0,300.0,1.0,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.42,9.733554769750109,,,,,rejected_by_preregistered_metrics,,
732,0.42,"[0.3, 0.7]",40.0,300.0,1.0,fifa_log_rank,1.0,0.75,True,eligible,0.4084507042253521,0.3157894736842105,0.4199999999999998,9.027579430799625,,,,,rejected_by_preregistered_metrics,,
733,0.42,"[0.3, 0.7]",40.0,300.0,1.0,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.29703629703629714,0.42,7.039763125038542,,,,,ineligible_ablation,,
734,0.42,"[0.3, 0.7]",40.0,300.0,1.0,fifa_log_rank,1.5,0.5,True,eligible,0.4084507042253521,0.3157894736842105,0.42,6.611543374362446,,,,,rejected_by_preregistered_metrics,,
