config_id,variance_share_target,mixture_bounds,attack_reliability_constant,defense_reliability_constant,bootstrap_se_shrinkage_constant,opposition_adjustment_variant,opposition_exposure_scale,prevention_weight,eligible_for_release,eligibility_reason,bootstrap_top50_jaccard_median,bootstrap_top50_jaccard_p10,realized_defensive_variance_share,defensive_variance_scale_factor,single_attribution_p95_absolute_rank_shift,single_attribution_max_absolute_rank_shift,leave_one_match_out_median_top50_jaccard,leave_one_match_out_p95_absolute_rank_shift,selection_status,single_attribution_count,single_attribution_granularity
1,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,6.897581008753893,,,,,ineligible_ablation,,
2,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,6.302979592698429,,,,,rejected_by_preregistered_metrics,,
3,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.3499999999999999,5.901050034693689,,,,,rejected_by_preregistered_metrics,,
4,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3140806561859194,0.35,4.556655888036061,,,,,ineligible_ablation,,
5,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,4.332495065267814,,,,,rejected_by_preregistered_metrics,,
6,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,4.178741335270145,,,,,rejected_by_preregistered_metrics,,
7,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.2987012987012987,0.35,3.399459667233622,,,,,ineligible_ablation,,
8,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,2.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,3.285398150490469,,,,,rejected_by_preregistered_metrics,,
9,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_log_rank,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,3.208910667314624,,,,,rejected_by_preregistered_metrics,,
10,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,11.187907255012602,,,,,ineligible_ablation,,
11,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35000000000000003,9.783091835255636,,,,,rejected_by_preregistered_metrics,,
12,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.4084507042253521,0.3157894736842105,0.35,8.692830537765209,,,,,rejected_by_preregistered_metrics,,
13,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.2987012987012987,0.35,7.676480354357177,,,,,ineligible_ablation,,
14,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35,7.172471186205333,,,,,rejected_by_preregistered_metrics,,
15,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.35,6.706924621583162,,,,,rejected_by_preregistered_metrics,,
16,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35000000000000003,5.805425236993288,,,,,ineligible_ablation,,
17,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35,5.575356623636663,,,,,rejected_by_preregistered_metrics,,
18,0.35,"[0.25, 0.75]",40.0,180.0,0.5,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.35000000000000003,5.34780430814272,,,,,rejected_by_preregistered_metrics,,
19,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.3157894736842105,0.35000000000000003,7.657471692410748,,,,,ineligible_ablation,,
20,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,6.909248867742158,,,,,rejected_by_preregistered_metrics,,
21,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,6.398159488316851,,,,,rejected_by_preregistered_metrics,,
22,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4185110663983903,0.3157894736842105,0.35,5.0838460782894925,,,,,ineligible_ablation,,
23,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,4.802031883099716,,,,,rejected_by_preregistered_metrics,,
24,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,4.603624361499067,,,,,rejected_by_preregistered_metrics,,
25,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.2987012987012987,0.35000000000000003,3.800934019741082,,,,,ineligible_ablation,,
26,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,3.6586227979004735,,,,,rejected_by_preregistered_metrics,,
27,0.35,"[0.25, 0.75]",40.0,180.0,0.5,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,3.5601616641410794,,,,,rejected_by_preregistered_metrics,,
28,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,7.932487366209716,,,,,ineligible_ablation,,
29,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,7.146319740627356,,,,,rejected_by_preregistered_metrics,,
30,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,6.635517612445173,,,,,rejected_by_preregistered_metrics,,
31,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,5.167729485723374,,,,,ineligible_ablation,,
32,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,1.5,0.5,True,eligible,0.4084507042253521,0.3157894736842105,0.35,4.867041423759741,,,,,rejected_by_preregistered_metrics,,
33,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,4.670108314544001,,,,,rejected_by_preregistered_metrics,,
34,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35000000000000003,3.822527565177574,,,,,ineligible_ablation,,
35,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35,3.6675814421638475,,,,,rejected_by_preregistered_metrics,,
36,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_log_rank,2.0,0.75,True,eligible,0.4084507042253521,0.3157894736842105,0.35000000000000003,3.568893815256124,,,,,rejected_by_preregistered_metrics,,
37,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.2987012987012987,0.35,13.378671217776924,,,,,ineligible_ablation,,
38,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.3888888888888889,0.2987012987012987,0.35,11.553436326269626,,,,,rejected_by_preregistered_metrics,,
39,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.35,10.16734085367415,,,,,rejected_by_preregistered_metrics,,
40,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.2987012987012987,0.35,9.128769231293093,,,,,ineligible_ablation,,
41,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.3888888888888889,0.2987012987012987,0.35,8.477534618844318,,,,,rejected_by_preregistered_metrics,,
42,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.3888888888888889,0.2987012987012987,0.35,7.879485227465632,,,,,rejected_by_preregistered_metrics,,
43,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.2987012987012987,0.35000000000000003,6.866817724325144,,,,,ineligible_ablation,,
44,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.3888888888888889,0.2987012987012987,0.35,6.574588515513644,,,,,rejected_by_preregistered_metrics,,
45,0.35,"[0.25, 0.75]",40.0,180.0,1.0,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.3888888888888889,0.2987012987012987,0.35,6.283692012499964,,,,,rejected_by_preregistered_metrics,,
46,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,8.903144711381767,,,,,ineligible_ablation,,
47,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35000000000000003,7.910105244402171,,,,,rejected_by_preregistered_metrics,,
48,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.4084507042253521,0.3157894736842105,0.35,7.252857146446997,,,,,rejected_by_preregistered_metrics,,
49,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,5.833345817855215,,,,,ineligible_ablation,,
50,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35000000000000003,5.4556221127618345,,,,,rejected_by_preregistered_metrics,,
51,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.35000000000000003,5.200441944201279,,,,,rejected_by_preregistered_metrics,,
52,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,4.327562762630561,,,,,ineligible_ablation,,
53,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35,4.1340179277771,,,,,rejected_by_preregistered_metrics,,
54,0.35,"[0.25, 0.75]",40.0,180.0,1.0,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.35000000000000003,4.006761384716253,,,,,rejected_by_preregistered_metrics,,
55,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.35,8.402153238579652,,,,,ineligible_ablation,,
56,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,7.6644063276509895,,,,,rejected_by_preregistered_metrics,,
57,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,7.175618831797366,,,,,rejected_by_preregistered_metrics,,
58,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.35,5.534861545831647,,,,,ineligible_ablation,,
59,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,5.255271175054791,,,,,rejected_by_preregistered_metrics,,
60,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,5.06809721044431,,,,,rejected_by_preregistered_metrics,,
61,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.35,4.124528889698605,,,,,ineligible_ablation,,
62,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,2.0,0.5,True,eligible,0.42857142857142855,0.3333333333333333,0.35,3.981308949346315,,,,,rejected_by_preregistered_metrics,,
63,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_log_rank,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,3.887719707869136,,,,,rejected_by_preregistered_metrics,,
64,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,13.802913036704611,,,,,ineligible_ablation,,
65,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,12.044576351824272,,,,,rejected_by_preregistered_metrics,,
66,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,10.689441966482264,,,,,rejected_by_preregistered_metrics,,
67,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35000000000000003,9.428475841250453,,,,,ineligible_ablation,,
68,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.4185110663983903,0.3157894736842105,0.35,8.802977976136416,,,,,rejected_by_preregistered_metrics,,
69,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.35,8.229374780014028,,,,,rejected_by_preregistered_metrics,,
70,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,7.1154691887524555,,,,,ineligible_ablation,,
71,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35,6.830077098399292,,,,,rejected_by_preregistered_metrics,,
72,0.35,"[0.25, 0.75]",40.0,300.0,0.5,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.4084507042253521,0.3157894736842105,0.35,6.5510758652457595,,,,,rejected_by_preregistered_metrics,,
73,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.35,9.337339522223305,,,,,ineligible_ablation,,
74,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.3499999999999999,8.416455582284689,,,,,rejected_by_preregistered_metrics,,
75,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.42857142857142855,0.3333333333333333,0.35,7.796122795424404,,,,,rejected_by_preregistered_metrics,,
76,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.35,6.183877432711816,,,,,ineligible_ablation,,
77,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,5.835959626961245,,,,,rejected_by_preregistered_metrics,,
78,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,5.5956493627467445,,,,,rejected_by_preregistered_metrics,,
79,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3140806561859194,0.35000000000000003,4.619241425400251,,,,,ineligible_ablation,,
80,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,4.442499717263908,,,,,rejected_by_preregistered_metrics,,
81,0.35,"[0.25, 0.75]",40.0,300.0,0.5,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.42857142857142855,0.33157894736842114,0.35,4.322856474529477,,,,,rejected_by_preregistered_metrics,,
82,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35000000000000003,9.760089097610209,,,,,ineligible_ablation,,
83,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,8.761020282042598,,,,,rejected_by_preregistered_metrics,,
84,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,8.125889215247415,,,,,rejected_by_preregistered_metrics,,
85,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35000000000000003,6.333473688021303,,,,,ineligible_ablation,,
86,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,5.949890814116477,,,,,rejected_by_preregistered_metrics,,
87,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,5.704831295433447,,,,,rejected_by_preregistered_metrics,,
88,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,4.676904032662957,,,,,ineligible_ablation,,
89,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,2.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,4.477962256195386,,,,,rejected_by_preregistered_metrics,,
90,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_log_rank,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,4.354528555611535,,,,,rejected_by_preregistered_metrics,,
91,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.2987012987012987,0.35000000000000003,16.74413181409514,,,,,ineligible_ablation,,
92,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35,14.403841042831463,,,,,rejected_by_preregistered_metrics,,
93,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.4084507042253521,0.3157894736842105,0.35000000000000003,12.641539591615542,,,,,rejected_by_preregistered_metrics,,
94,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.3157894736842105,0.35,11.361838332539763,,,,,ineligible_ablation,,
95,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.3888888888888889,0.2987012987012987,0.35000000000000003,10.538244288138252,,,,,rejected_by_preregistered_metrics,,
96,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.35000000000000003,9.78533925087354,,,,,rejected_by_preregistered_metrics,,
97,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.3888888888888889,0.2987012987012987,0.35,8.522861639679647,,,,,ineligible_ablation,,
98,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,2.0,0.5,True,eligible,0.39866979655712054,0.2987012987012987,0.35,8.154836218115346,,,,,rejected_by_preregistered_metrics,,
99,0.35,"[0.25, 0.75]",40.0,300.0,1.0,fifa_inverse_sqrt,2.0,0.75,True,eligible,0.3888888888888889,0.2987012987012987,0.35,7.791282081604182,,,,,rejected_by_preregistered_metrics,,
100,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.3157894736842105,0.35,10.974409920656981,,,,,ineligible_ablation,,
101,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,9.722773984219767,,,,,rejected_by_preregistered_metrics,,
102,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,8.907190057881344,,,,,rejected_by_preregistered_metrics,,
103,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,7.16573805018665,,,,,ineligible_ablation,,
104,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,6.688636263221745,,,,,rejected_by_preregistered_metrics,,
105,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,6.372969837875739,,,,,rejected_by_preregistered_metrics,,
106,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,5.308884808517762,,,,,ineligible_ablation,,
107,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,2.0,0.5,True,eligible,0.4084507042253521,0.3157894736842105,0.35,5.062814725615349,,,,,rejected_by_preregistered_metrics,,
108,0.35,"[0.25, 0.75]",40.0,300.0,1.0,cumulative_pre_match_xg,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,4.904849554847657,,,,,rejected_by_preregistered_metrics,,
109,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.34999999999999987,6.528432954520436,,,,,ineligible_ablation,,
110,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,1.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35000000000000003,5.965653702713968,,,,,rejected_by_preregistered_metrics,,
111,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,5.585234803893669,,,,,rejected_by_preregistered_metrics,,
112,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.35,4.312790589064557,,,,,ineligible_ablation,,
113,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,1.5,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.3499999999999999,4.100626512902873,,,,,rejected_by_preregistered_metrics,,
114,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,1.5,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,3.9551014488951717,,,,,rejected_by_preregistered_metrics,,
115,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,2.0,0.0,False,zero-prevention ablation; mandatory family passed,0.42857142857142855,0.3157894736842105,0.3499999999999999,3.2175257515591587,,,,,ineligible_ablation,,
116,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,2.0,0.5,True,eligible,0.42857142857142855,0.3157894736842105,0.35,3.1095686338676756,,,,,rejected_by_preregistered_metrics,,
117,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_log_rank,2.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.3499999999999999,3.0371746445633403,,,,,rejected_by_preregistered_metrics,,
118,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.35,10.589147459529112,,,,,ineligible_ablation,,
119,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35000000000000003,9.259515626322603,,,,,rejected_by_preregistered_metrics,,
120,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_inverse_sqrt,1.0,0.75,True,eligible,0.42857142857142855,0.3157894736842105,0.35,8.227603456745841,,,,,rejected_by_preregistered_metrics,,
121,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.0,False,zero-prevention ablation; mandatory family passed,0.4084507042253521,0.2987012987012987,0.34999999999999987,7.26564679073887,,,,,ineligible_ablation,,
122,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.5,True,eligible,0.4084507042253521,0.2987012987012987,0.35,6.788611427389457,,,,,rejected_by_preregistered_metrics,,
123,0.35,"[0.25, 0.75]",80.0,180.0,0.5,fifa_inverse_sqrt,1.5,0.75,True,eligible,0.4084507042253521,0.2987012987012987,0.3500000000000001,6.347980207475414,,,,,rejected_by_preregistered_metrics,,
