player_id,uncertainty_low_v3,uncertainty_high_v3,uncertainty_std_v3,bootstrap_rank_best_v3,bootstrap_rank_worst_v3,uncertainty_status_v3
5249,-0.04264690938,0.2303224627,0.08864996033,305,540,wide
3853,0.2666976906,2.858097041,0.7997937082,20,288,wide
6399,-0.001158245817,2.406940131,0.7477945482,29,509,wide
29377,0.08072720968,0.9133264389,0.2633370823,122,401,wide
11252,0.008964731714,0.2811684809,0.08653770592,283,468,wide
3517,0.07825089831,1.778937614,0.5545464524,47,410,wide
9540,0.03670565168,0.6072895164,0.1753986974,178,424,wide
34794,-0.01048178307,0.8481663583,0.2597535335,136,521,wide
4774,0.03500375152,0.6003332832,0.1783623215,177,427,wide
10931,-0.01916130759,0.1752389106,0.06359753244,340,530,wide
4934,-0.01464342666,0.2963754961,0.09813207513,279,530,wide
3086,-0.09936471034,0.8577297641,0.2983700196,125,550,wide
4767,0.02002662035,0.56010887,0.1679612073,190,451,wide
11250,-0.001307343972,0.2641610728,0.07972353547,296,512,wide
