match_id,event_index,event_id,period,minute,competition_stage,knockout,attacking_team,defending_team,pre_shot_score_diff_defending,is_regular_penalty,shot_outcome,goal,goal_probability_v3,leverage_v4,p_psxg_v5,prevention_v5,late_or_extra_time_v5,clutch_multiplier_v5,late_game_prevention_residual_v5,match_winning_save_residual_v5,clutch_prevention_residual_v5,state_leverage_prevention_residual_v5,v5_channel_membership,channel,kick_number,kicking_team,scored,goalkeeper_player_id,goalkeeper_player_name,goalkeeper_event_type,goalkeeper_credited_save,pre_kick_win_probability_defending,post_kick_win_probability_defending,defending_wpa,goalkeeper_wpa,attribution_rule
3857290,429,273f2a3e-333d-45b6-98ea-40c887724938,1,9.6,Group Stage,False,Cameroon,Switzerland,0,False,Saved,0,0.2204251031,0.2311948337,0.2204251031,0.2204251031,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857290,1267,c16ca4fa-a630-423d-9594-9b5000b69427,1,29.11666667,Group Stage,False,Cameroon,Switzerland,0,False,Saved,0,0.1030754678,0.2539925757,0.1030754678,0.1030754678,False,1,0,0,0,0.006797839733,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857290,2016,ae517076-6842-4ef1-aafd-5315f6e5010c,2,47.55,Group Stage,False,Switzerland,Cameroon,0,False,Goal,1,0.8667920868,0.2799581975,0.8667920868,-0.1332079132,False,1,0,0,0,-0.02330099979,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857290,2047,f7c0ca0c-a7dd-48d2-ad85-a14d9d51a2ae,2,49.61666667,Group Stage,False,Cameroon,Switzerland,1,False,Saved,0,0.5787043984,0.3508413376,0.5787043984,0.5787043984,False,1,0,0,0,0.2733815487,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857290,2339,f0860137-a2b5-4c86-ba0f-9b717e4120a5,2,56.51666667,Group Stage,False,Cameroon,Switzerland,1,False,Saved,0,0.1237230899,0.3798098768,0.1237230899,0.1237230899,False,1,0,0,0,0.07348869944,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857290,2606,61248d26-7118-4d2c-b82d-442f3c5aa13a,2,65.43333333,Group Stage,False,Cameroon,Switzerland,1,False,Saved,0,0.2804832146,0.4273247434,0.2804832146,0.2804832146,False,1,0,0,0,0.2225316028,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857290,2614,eb094614-1ff9-4459-a420-23deadac917e,2,65.83333333,Group Stage,False,Switzerland,Cameroon,-1,False,Saved,0,0.41572635,0.08438231234,0.41572635,0.41572635,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857290,3268,98534730-90fb-429b-89c3-520ae8e5fbdd,2,88.03333333,Group Stage,False,Switzerland,Cameroon,-1,False,Saved,0,0.1779221023,0.009390396511,0.1779221023,0.1779221023,True,1.264085595,0.04698666421,0,0.04698666421,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857291,541,893c1dbd-46e9-4020-ab1a-a7d8deb3052d,1,10.86666667,Group Stage,False,Spain,Costa Rica,0,False,Goal,1,0.4363636364,0.2325416722,0.4363636364,-0.5636363636,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857291,925,4b230dcf-b3cd-42eb-aa82-b73c0f958617,1,20.53333333,Group Stage,False,Spain,Costa Rica,-1,False,Goal,1,0.2727272727,0.1349201505,0.2727272727,-0.7272727273,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857291,1315,9d452713-0955-4550-8b33-24a3f61a156a,1,30.15,Group Stage,False,Spain,Costa Rica,-2,True,Goal,1,,0.04500453004,,,False,1,0,0,0,0,regular_penalty,ordinary_or_regular_penalty,,,,,,,,,,,,
3857291,2690,50be89b1-5ffc-4c3e-bd91-aad991a0e275,2,53.68333333,Group Stage,False,Spain,Costa Rica,-3,False,Goal,1,0.2727272727,0.004077842754,0.2727272727,-0.7272727273,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857291,3197,a46a4299-7032-438f-8a9b-1c741d1f1dce,2,69.05,Group Stage,False,Spain,Costa Rica,-4,False,Saved,0,0.2727272727,8.176075826e-05,0.2727272727,0.2727272727,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857291,3426,82066543-74f5-45b6-a293-877eaa14038d,2,73.98333333,Group Stage,False,Spain,Costa Rica,-4,False,Goal,1,0.2222222222,3.113172579e-05,0.2222222222,-0.7777777778,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857291,4028,ca82e8dd-4c1e-48c7-af8a-69d3a005a3f4,2,89.18333333,Group Stage,False,Spain,Costa Rica,-5,False,Goal,1,0.4363636364,6.775241684e-13,0.4363636364,-0.5636363636,True,1.25,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857291,4138,4257ad0a-57eb-4e8e-9069-23e8bae6a1e9,2,91.95,Group Stage,False,Spain,Costa Rica,-6,False,Goal,1,0.4363636364,0,0.4363636364,-0.5636363636,True,1.25,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,66,1ae78527-44c9-462c-b6c2-f2c404de276b,1,1.816666667,Group Stage,False,Germany,Costa Rica,0,False,Saved,0,0.1687893288,0.2233005002,0.1687893288,0.1687893288,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,335,dfa2c073-d0a6-4210-a1c2-ee150cb031c3,1,9.516666667,Group Stage,False,Germany,Costa Rica,0,False,Goal,1,0.3022433694,0.2310541459,0.3022433694,-0.6977566306,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,536,49104ff9-caab-401d-a095-663dbefd8ed0,1,13.93333333,Group Stage,False,Germany,Costa Rica,-1,False,Saved,0,0.2946817613,0.1370639913,0.2946817613,0.2946817613,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,1420,805ceac3-7f82-4f65-a472-a77dc0af4c1f,1,34.05,Group Stage,False,Germany,Costa Rica,-1,False,Saved,0,0.1244346643,0.1277580835,0.1244346643,0.1244346643,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,1793,fd2700f8-654b-46a8-b02f-4f2fef7c2311,1,41.93333333,Group Stage,False,Costa Rica,Germany,1,False,Saved,0,0.143174947,0.3244225632,0.143174947,0.143174947,False,1,0,0,0,0.05176190293,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,2295,dabd4c5d-16d4-4a5f-9bb0-729dc6b66984,2,51.48333333,Group Stage,False,Costa Rica,Germany,1,False,Saved,0,0.144640604,0.3581579484,0.144640604,0.144640604,False,1,0,0,0,0.07276997964,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,2533,055a53fb-b5e1-4c23-b2dd-42f1399d5e3a,2,57.63333333,Group Stage,False,Costa Rica,Germany,1,False,Saved,0,0.2578706114,0.385179602,0.2578706114,0.2578706114,False,1,0,0,0,0.1589805267,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,2536,0f50a039-09dc-452b-aca2-543393201e24,2,57.65,Group Stage,False,Costa Rica,Germany,1,False,Goal,1,0.7601546489,0.385179602,0.7601546489,-0.2398453511,False,1,0,0,0,-0.1478677234,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,2829,f34140d6-7990-45d4-8b8a-8a12624f8616,2,69.1,Group Stage,False,Costa Rica,Germany,0,False,Saved,0,0.5389229053,0.3133710008,0.5389229053,0.5389229053,False,1,0,0,0,0.1698405367,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,2895,d03c0663-2128-47f5-b6ac-e2b29c6b6e2a,2,72.06666667,Group Stage,False,Germany,Costa Rica,1,False,Goal,1,0.7570249165,0.472745528,0.7570249165,-0.2429750835,False,1,0,0,0,-0.2390892837,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,2986,7b40a901-b95b-4b1b-b118-41a9f08a8f2c,2,75.3,Group Stage,False,Germany,Costa Rica,0,False,Saved,0,0.5884730981,0.3220448614,0.5884730981,0.5884730981,True,1.916334115,0.4313903805,0.1078475951,0.5392379756,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,3274,02c29470-d751-4a39-b438-d7f2d1de3f23,2,84.03333333,Group Stage,False,Germany,Costa Rica,0,False,Goal,1,0.5810457684,0.3310505111,0.5810457684,-0.4189542316,True,1.933219708,0,0,0,-0.1631177645,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,3302,9ad23384-ef5e-4fa5-95c8-08682dcae51c,2,85.35,Group Stage,False,Germany,Costa Rica,-1,False,Saved,0,0.1704787163,0.02146763058,0.1704787163,0.1704787163,True,1.282201446,0.04810934024,0,0.04810934024,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,3305,1ded8989-6b70-46d5-9da4-808a6fc26f1b,2,85.38333333,Group Stage,False,Germany,Costa Rica,-1,False,Saved,0,0.2966643654,0.02146763058,0.2966643654,0.2966643654,True,1.282201446,0.08371911286,0,0.08371911286,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,3445,6c6e16bb-f504-4982-a836-0ad9fc0104a6,2,88.21666667,Group Stage,False,Germany,Costa Rica,-1,False,Goal,1,0.8387603195,0.008760279339,0.8387603195,-0.1612396805,True,1.263140419,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857292,3857,72216d72-5229-41b2-9198-4e5a343eb78a,2,99.43333333,Group Stage,False,Germany,Costa Rica,-2,False,Saved,0,0.2546487994,0,0.2546487994,0.2546487994,True,1.25,0.06366219985,0,0.06366219985,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,624,fd9914e2-818e-4ec3-a50f-eed48b555d6c,1,15,Group Stage,False,Ghana,Uruguay,0,False,Saved,0,0.1788392383,0.2369941768,0.1788392383,0.1788392383,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,632,df394e83-9c10-4bf0-a601-ae219d001867,1,20.2,Group Stage,False,Ghana,Uruguay,0,True,Saved,0,,0.2429826403,,,False,1,0,0,0,0,regular_penalty,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,802,33bcc988-17fa-40f3-beee-de011786a584,1,25.46666667,Group Stage,False,Uruguay,Ghana,0,False,Saved,0,0.4219631955,0.2493151512,0.4219631955,0.4219631955,False,1,0,0,0,0.01954534217,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,805,19a225eb-4436-4a53-a354-3b40dfa6ca31,1,25.5,Group Stage,False,Uruguay,Ghana,0,False,Goal,1,0.9182611168,0.2493986185,0.9182611168,-0.08173888317,False,1,0,0,0,-0.003814779021,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,950,183d8cd9-160e-4670-b300-0bddca8c9624,1,31.03333333,Group Stage,False,Uruguay,Ghana,-1,False,Goal,1,0.357455183,0.1297416142,0.357455183,-0.642544817,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,2551,fc2eb5bf-dd9e-4bef-bf41-8da98599fcfb,2,69.5,Group Stage,False,Uruguay,Ghana,-2,False,Saved,0,0.1657534587,0.01049699851,0.1657534587,0.1657534587,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,2975,d7ad833f-d36c-496c-a01a-9ca4deca763f,2,80.83333333,Group Stage,False,Ghana,Uruguay,2,False,Saved,0,0.211866728,0.07249075948,0.211866728,0.211866728,True,1.358736139,0.07600425203,0,0.07600425203,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,3371,3c8dc524-b91f-4e16-984d-e2e52ab801aa,2,94.3,Group Stage,False,Uruguay,Ghana,-2,False,Saved,0,0.1452865881,0,0.1452865881,0.1452865881,True,1.25,0.03632164703,0,0.03632164703,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,3393,e55dceaf-a963-4dfa-b39b-9f0b5cf29a0c,2,95.3,Group Stage,False,Ghana,Uruguay,2,False,Saved,0,0.2091610944,0,0.2091610944,0.2091610944,True,1.25,0.0522902736,0,0.0522902736,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857293,3490,7c01881a-3661-43f9-8958-467bc8901bef,2,99.5,Group Stage,False,Uruguay,Ghana,-2,False,Saved,0,0.1649957159,0,0.1649957159,0.1649957159,True,1.25,0.04124892898,0,0.04124892898,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857294,155,2c714385-0957-490d-9897-f4b2c1118251,1,2.733333333,Group Stage,False,Qatar,Netherlands,0,False,Saved,0,0.156316635,0.2242100567,0.156316635,0.156316635,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857294,197,da59dcb2-78b9-4345-a2d1-0600308afc18,1,3.333333333,Group Stage,False,Netherlands,Qatar,0,False,Saved,0,0.244607537,0.2247996793,0.244607537,0.244607537,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857294,1044,076bfa17-336a-42b8-a6ac-731a4de8dee6,1,25.91666667,Group Stage,False,Netherlands,Qatar,0,False,Goal,1,0.2351350626,0.2499006452,0.2351350626,-0.7648649374,False,1,0,0,0,-0.03730797282,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857294,1115,a1e65121-9acb-47ff-95ae-6f38119b8886,1,28.51666667,Group Stage,False,Qatar,Netherlands,1,False,Saved,0,0.1506241251,0.2890752179,0.1506241251,0.1506241251,False,1,0,0,0,0.03211067419,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857294,2247,a6342f55-2f69-448e-ab69-4bd9c006fda0,2,48.88333333,Group Stage,False,Netherlands,Qatar,-1,False,Saved,0,0.3371199315,0.1136271528,0.3371199315,0.3371199315,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857294,2250,2c822162-de00-4f8e-bf2a-a3487dcd8e72,2,48.91666667,Group Stage,False,Netherlands,Qatar,-1,False,Goal,1,0.9366576325,0.1135432099,0.9366576325,-0.06334236753,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857294,3332,89e414f2-6daa-4ae2-aa51-b4a7e24bfcae,2,76.2,Group Stage,False,Qatar,Netherlands,2,False,Saved,0,0.1366577754,0.09765388502,0.1366577754,0.1366577754,True,1.396480828,0.05418218788,0,0.05418218788,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857295,2112,94534163-21ab-4b88-ae9e-4338f4a44dc6,2,45.41666667,Group Stage,False,Japan,Costa Rica,0,False,Saved,0,0.199332739,0.2767332831,0.199332739,0.199332739,False,1,0,0,0,0.03216987089,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857295,2184,79a770c1-3ec1-4ea5-b834-9a58ed3b3843,2,47.21666667,Group Stage,False,Japan,Costa Rica,0,False,Saved,0,0.3090979928,0.2794513277,0.3090979928,0.3090979928,False,1,0,0,0,0.05341053189,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857295,3316,52d08b93-5f43-4a98-9710-a1441d063e98,2,80.13333333,Group Stage,False,Costa Rica,Japan,0,False,Goal,1,0.2708285871,0.3276518666,0.2708285871,-0.7291714129,True,1.92684725,0,0,0,-0.2734988661,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857295,3612,085c9b03-1324-4a89-9bfd-8a93f24bb907,2,87.8,Group Stage,False,Japan,Costa Rica,1,False,Saved,0,0.238592472,0.6350701064,0.238592472,0.238592472,True,2.50325645,0.2869325379,0.07173313447,0.3586656723,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857296,2286,d3eea860-3d7b-4234-aa28-b83d35f1f927,2,48.03333333,Group Stage,False,Belgium,Croatia,0,False,Saved,0,0.3500529113,0.2806695882,0.3500529113,0.3500529113,False,1,0,0,0,0.06227706865,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857296,2343,7f4067cb-9208-4cae-81ec-961e8ffea634,2,49.25,Group Stage,False,Croatia,Belgium,0,False,Saved,0,0.1922448874,0.282610524,0.1922448874,0.1922448874,False,1,0,0,0,0.03576778823,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857296,2508,51790588-987a-4e63-b965-b90098c5ebb9,2,53.13333333,Group Stage,False,Croatia,Belgium,0,False,Saved,0,0.2621966932,0.2886145346,0.2621966932,0.2621966932,False,1,0,0,0,0.05538924878,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857296,2543,41a28fd2-7a6d-4d11-ab36-662edf29c124,2,53.7,Group Stage,False,Croatia,Belgium,0,False,Saved,0,0.2257364361,0.2894504347,0.2257364361,0.2257364361,False,1,0,0,0,0.04847889487,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857296,3104,e9af7197-0724-4ef3-b17e-07da8e6cac98,2,67.15,Group Stage,False,Croatia,Belgium,0,False,Saved,0,0.1732749611,0.3104637581,0.1732749611,0.1732749611,False,1,0,0,0,0.05249314082,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857296,3145,e96a5916-d1e2-4b7d-9a7f-b103be833574,2,68.18333333,Group Stage,False,Belgium,Croatia,0,False,Saved,0,0.1217387866,0.311976143,0.1217387866,0.1217387866,False,1,0,0,0,0.03765310137,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857296,3959,5078e0df-5e43-4742-956a-45fd5c985eaf,2,89.68333333,Group Stage,False,Belgium,Croatia,0,False,Saved,0,0.8614100661,0.3333250691,0.8614100661,0.8614100661,True,1.937484505,0.6460468712,0.1615117178,0.8075585891,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857297,425,2be63b79-06c8-46a1-8688-d5257673d4d9,1,12.28333333,Group Stage,False,Saudi Arabia,Poland,0,False,Saved,0,0.2119095668,0.2340521916,0.2119095668,0.2119095668,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857297,1237,dedac82e-b225-46ac-bbb5-e189d1cfb20e,1,38.95,Group Stage,False,Poland,Saudi Arabia,0,False,Goal,1,0.4339590403,0.2673587944,0.4339590403,-0.5660409597,False,1,0,0,0,-0.06908255807,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857297,1313,db50083a-907b-4263-beef-a07ac5b82161,1,45.58333333,Group Stage,False,Saudi Arabia,Poland,1,True,Saved,0,,0.3363818672,,,False,1,0,0,0,0,regular_penalty,ordinary_or_regular_penalty,,,,,,,,,,,,
3857297,1316,c024762d-1211-4eda-8380-7d09e7a96151,1,45.61666667,Group Stage,False,Saudi Arabia,Poland,1,False,Saved,0,0.606928399,0.3363818672,0.606928399,0.606928399,False,1,0,0,0,0.249884306,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857297,1876,9d027449-9a71-41d7-91a4-e9701df87106,2,54.56666667,Group Stage,False,Saudi Arabia,Poland,1,False,Saved,0,0.3004071362,0.3710597134,0.3004071362,0.3004071362,False,1,0,0,0,0.1674033059,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857297,2316,39f1b4e4-757e-4c37-b42d-b52826448257,2,68.48333333,Group Stage,False,Saudi Arabia,Poland,1,False,Saved,0,0.1409309582,0.4471761382,0.1409309582,0.1409309582,False,1,0,0,0,0.1235539449,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857297,2709,4b0734e0-f6e7-4ebf-9fa4-aff5230d417f,2,81.46666667,Group Stage,False,Poland,Saudi Arabia,-1,False,Goal,1,0.6040619244,0.03729599572,0.6040619244,-0.3959380756,True,1.305943994,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857297,2958,0a75a101-5aa9-40ee-98a9-f25efa6b7757,2,89.46666667,Group Stage,False,Poland,Saudi Arabia,-2,False,Saved,0,0.5637708203,1.055356883e-05,0.5637708203,0.5637708203,True,1.25001583,0.1409516298,0,0.1409516298,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857298,441,53fc6356-37e6-43e8-a40f-190667081d88,1,9.45,Group Stage,False,Portugal,Ghana,0,False,Saved,0,0.5265692803,0.230983879,0.5265692803,0.5265692803,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857298,1589,4f2f7ef3-bb3a-4db0-b81f-daa03053d4ea,1,35.61666667,Group Stage,False,Portugal,Ghana,0,False,Saved,0,0.1485846034,0.2626729326,0.1485846034,0.1485846034,False,1,0,0,0,0.01521203848,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857298,2579,f539cd95-0c8f-4704-952b-e0a35bf7993e,2,64.33333333,Group Stage,False,Portugal,Ghana,0,True,Goal,1,,0.3061516476,,,False,1,0,0,0,0,regular_penalty,ordinary_or_regular_penalty,,,,,,,,,,,,
3857298,2837,023e13c1-0fce-4feb-8cfd-a61c9457390c,2,71.63333333,Group Stage,False,Ghana,Portugal,1,False,Saved,0,0.2000925389,0.4696926167,0.2000925389,0.2000925389,False,1,0,0,0,0.1943288789,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857298,2861,d16df27e-55c4-4cf9-9290-54e48d7f346a,2,72.18333333,Group Stage,False,Ghana,Portugal,1,False,Goal,1,0.80275938,0.4737726281,0.80275938,-0.19724062,False,1,0,0,0,-0.1949364402,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857298,3027,9e626aa5-58e5-48c8-afd9-6d8eb3596264,2,77.1,Group Stage,False,Portugal,Ghana,0,False,Goal,1,0.1923906811,0.3242122782,0.1923906811,-0.8076093189,True,1.920398022,0,0,0,-0.2912615012,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857298,3070,7ddc71ea-7fbb-426b-bc81-ad287bb99a3f,2,79.35,Group Stage,False,Portugal,Ghana,-1,False,Goal,1,0.2930030294,0.04523580343,0.2930030294,-0.7069969706,True,1.317853705,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857298,3409,fc86a7b5-c283-400a-85c9-c61834a7f38a,2,88.46666667,Group Stage,False,Ghana,Portugal,2,False,Goal,1,0.4010266332,0.01473206814,0.4010266332,-0.5989733668,True,1.272098102,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,783,5c00500d-0493-404e-93dc-b05b6beb88d6,1,23.71666667,Group Stage,False,Ghana,South Korea,0,False,Goal,1,0.7142857143,0.2471653845,0.7142857143,-0.2857142857,False,1,0,0,0,-0.01065655012,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,1147,0fcd16e1-49bb-45f6-9cd6-90db37fc3cdc,1,33.81666667,Group Stage,False,Ghana,South Korea,-1,False,Goal,1,0.4363636364,0.1279447448,0.4363636364,-0.5636363636,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,2051,2ae2708d-eacc-4b5c-88b6-6af78a8fb7c5,2,52.05,Group Stage,False,South Korea,Ghana,2,False,Saved,0,0.4363636364,0.1614075432,0.4363636364,0.4363636364,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,2205,96265fa7-2689-4ba5-bfe3-781c93b4ee60,2,57.31666667,Group Stage,False,South Korea,Ghana,2,False,Goal,1,0.4363636364,0.1539578977,0.4363636364,-0.5636363636,False,1,0,0,0,-0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,2277,2345dd7d-8990-4f6a-abaf-f93463247f7e,2,60.11666667,Group Stage,False,South Korea,Ghana,1,False,Goal,1,0.4363636364,0.3975281834,0.4363636364,-0.5636363636,False,1,0,0,0,-0.3766990452,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,2469,483f71ea-2bd4-4de1-8e0e-026bff459fb8,2,67.86666667,Group Stage,False,Ghana,South Korea,0,False,Goal,1,0.4363636364,0.3115745461,0.4363636364,-0.5636363636,False,1,0,0,0,-0.1733795019,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,2617,c9c496ca-6f87-41f1-8bfa-bffaf64a3b8e,2,74.56666667,Group Stage,False,South Korea,Ghana,1,False,Saved,0,0.1020408163,0.4931050889,0.1020408163,0.1020408163,False,1,0,0,0,0.1091277495,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,3055,471a0a82-25bc-4c8a-92f3-ac88f73ce9cf,2,90.88333333,Group Stage,False,South Korea,Ghana,1,False,Saved,0,0.4363636364,0.6666666667,0.4363636364,0.4363636364,True,2.5625,0.5454545455,0.1363636364,0.6818181818,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857299,3152,046008c5-c6f8-47b9-960d-3f434171d7c4,2,93.93333333,Group Stage,False,South Korea,Ghana,1,False,Saved,0,0.22,0.6666666667,0.22,0.22,True,2.5625,0.275,0.06875,0.34375,0,psxg_plus_clutch_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857300,95,529aa3ea-3b3d-460c-8e1e-11620dd054e2,1,1.566666667,Group Stage,False,Argentina,Saudi Arabia,0,False,Saved,0,0.4363636364,0.2231067957,0.4363636364,0.4363636364,False,1,0,0,0,0,psxg_plus_nonclutch_state_residual,ordinary_or_regular_penalty,,,,,,,,,,,,
3857300,212,87e2e8be-e11d-43d6-b9fd-fab92bf1bfb1,1,9.25,Group Stage,False,Argentina,Saudi Arabia,0,True,Goal,1,,0.2307733863,,,False,1,0,0,0,0,regular_penalty,ordinary_or_regular_penalty,,,,,,,,,,,,
