layout,target,model,fold,test_matches,test_rows,positive_rate,log_loss,brier,roc_auc,pr_auc,ece
Player-Aware,shot,XGBoost,4,13,1934,0.12202688728024819,0.2571260333061218,0.08177608251571655,0.8803003533568905,0.47916635774586874,0.023268774583273123
Player-Aware,shot,Soft Vote: All,0,12,1865,0.13083109919571045,0.26595998145003036,0.08471513706381396,0.8847023189490397,0.4819796428322917,0.021479173731641613
Player-Aware,shot,Soft Vote: All,1,13,1966,0.12054933875890132,0.2502828701953176,0.077477778700641,0.8844701822716479,0.5163029151031719,0.011535678064762307
Player-Aware,shot,Soft Vote: All,2,13,1945,0.119280205655527,0.24641140456352462,0.07552479655702983,0.8853971656903598,0.5340603822351897,0.008495866640850242
Player-Aware,shot,Soft Vote: All,3,13,1975,0.13063291139240507,0.2556865323808632,0.07942711165738403,0.8920011016149495,0.5603315709979243,0.0202022409992057
Player-Aware,shot,Soft Vote: All,4,13,1934,0.12202688728024819,0.25569684576922763,0.08073643208134004,0.8831077439060908,0.4894527135382473,0.02316537245281139
Player-Aware,shot,Soft Vote: Boosting,0,12,1865,0.13083109919571045,0.26637141054207447,0.08487328398020619,0.8840727743449196,0.48346770912656184,0.014330581291060265
Player-Aware,shot,Soft Vote: Boosting,1,13,1966,0.12054933875890132,0.25118798687235133,0.07795122525928805,0.8836917024791775,0.5110555150582737,0.009953992457334707
Player-Aware,shot,Soft Vote: Boosting,2,13,1945,0.119280205655527,0.24725177569931098,0.07605380392323878,0.8846422891881555,0.5303367958241516,0.008733768323212529
Player-Aware,shot,Soft Vote: Boosting,3,13,1975,0.13063291139240507,0.25530781749765247,0.07965326335717518,0.8938928092535656,0.5598967428455495,0.01920599168500579
Player-Aware,shot,Soft Vote: Boosting,4,13,1934,0.12202688728024819,0.2564227923767015,0.08099241530346019,0.8826336068355594,0.4884594359537284,0.02184374301042092
Player-Aware,shot,Soft Vote: LR + XGB,0,12,1865,0.13083109919571045,0.27278657699736986,0.08759129658684575,0.8764348054732456,0.46633841168433404,0.021690301051278865
Player-Aware,shot,Soft Vote: LR + XGB,1,13,1966,0.12054933875890132,0.24851301279834206,0.07742903343433709,0.8860491052363137,0.5176851937314173,0.01253382277111494
Player-Aware,shot,Soft Vote: LR + XGB,2,13,1945,0.119280205655527,0.2451978145753652,0.0754754694745896,0.8865370292086882,0.5293910264967869,0.005011977225148465
Player-Aware,shot,Soft Vote: LR + XGB,3,13,1975,0.13063291139240507,0.2586637227714352,0.08061065860329285,0.8859625360620876,0.5510005014634126,0.014259096862250572
Player-Aware,shot,Soft Vote: LR + XGB,4,13,1934,0.12202688728024819,0.2595103467534376,0.0824045488317563,0.8762377472999141,0.47664036552970546,0.0246704525386407
Player-Aware,box_entry,Logistic Regression,0,12,1865,0.33351206434316355,0.387177141497906,0.12364822424423204,0.8908446787540776,0.8189111835584248,0.018918139926506327
Player-Aware,box_entry,Random Forest,0,12,1865,0.33351206434316355,0.37549167776760706,0.11964117365441933,0.8985282210604465,0.8373873541991042,0.032526603874496664
Player-Aware,box_entry,Gradient Boosting,0,12,1865,0.33351206434316355,0.377806878475982,0.11972495498410524,0.8972884810889535,0.8335118881520932,0.03303390580084249
Player-Aware,box_entry,Histogram Gradient Boosting,0,12,1865,0.33351206434316355,0.36908246412566686,0.11800846446977434,0.9007509577751164,0.8377065084196371,0.026824062878959068
Player-Aware,box_entry,XGBoost,0,12,1865,0.33351206434316355,0.3677113652229309,0.11748655885457993,0.901393785908483,0.838189823066124,0.0238568482306304
Player-Aware,box_entry,Logistic Regression,1,13,1966,0.3158697863682604,0.38213881519731824,0.12368563741423615,0.8896407640871841,0.7953689495753612,0.02056800846522656
Player-Aware,box_entry,Random Forest,1,13,1966,0.3158697863682604,0.37232036752880593,0.11847421069673471,0.8970685248040995,0.8143466424179381,0.030689104746986145
Player-Aware,box_entry,Gradient Boosting,1,13,1966,0.3158697863682604,0.3747087172151717,0.11864069846379807,0.8966171602344222,0.8114750750348132,0.030100383682937368
Player-Aware,box_entry,Histogram Gradient Boosting,1,13,1966,0.3158697863682604,0.3596147308151457,0.11457438947814355,0.9031757149099964,0.8190595112999262,0.010778980681545763
Player-Aware,box_entry,XGBoost,1,13,1966,0.3158697863682604,0.3629453778266907,0.11596591770648956,0.9009212865686116,0.8188195884020883,0.015658454687191535
Player-Aware,box_entry,Logistic Regression,2,13,1945,0.3038560411311054,0.3731481081563566,0.11883919555671495,0.8906992379538472,0.7998043459563156,0.018362048807419245
Player-Aware,box_entry,Random Forest,2,13,1945,0.3038560411311054,0.3636935691028552,0.11449464634157368,0.8980622683432182,0.8160422178160018,0.03162706150407301
Player-Aware,box_entry,Gradient Boosting,2,13,1945,0.3038560411311054,0.36415807799760525,0.11421876494176564,0.8993519233605011,0.8134343250123418,0.033394897279455035
Player-Aware,box_entry,Histogram Gradient Boosting,2,13,1945,0.3038560411311054,0.3524545793310114,0.11104002126441281,0.9026310461951428,0.8251274043364861,0.025201601500483645
Player-Aware,box_entry,XGBoost,2,13,1945,0.3038560411311054,0.35434237122535706,0.11151747405529022,0.9022011611893818,0.8197425244745792,0.020746757657025345
Player-Aware,box_entry,Logistic Regression,3,13,1975,0.30278481012658226,0.3802306111421948,0.12144549115746829,0.8883351185141466,0.7834962026264548,0.020619911284640035
Player-Aware,box_entry,Random Forest,3,13,1975,0.30278481012658226,0.37824570327038143,0.11981507573820135,0.8896466799280098,0.7970570638733191,0.02226874133133171
Player-Aware,box_entry,Gradient Boosting,3,13,1975,0.30278481012658226,0.38212669351471723,0.12181932672334546,0.8866677353463372,0.7872134952576981,0.016977305402349187
Player-Aware,box_entry,Histogram Gradient Boosting,3,13,1975,0.30278481012658226,0.3657542308590153,0.11810690692705621,0.8953446856260155,0.8036387388226709,0.02028925098144821
Player-Aware,box_entry,XGBoost,3,13,1975,0.30278481012658226,0.364550918340683,0.11702600866556168,0.8960247545072779,0.804225235140094,0.026269296626501452
Player-Aware,box_entry,Logistic Regression,4,13,1934,0.3247156153050672,0.38279158818344966,0.11977114134382058,0.8920452882824008,0.8196329012782959,0.021208922851242394
Player-Aware,box_entry,Random Forest,4,13,1934,0.3247156153050672,0.3790192799227777,0.11863569962124274,0.8975380653719726,0.8215284479685618,0.033716215262074606
Player-Aware,box_entry,Gradient Boosting,4,13,1934,0.3247156153050672,0.3738379759662399,0.1170100785392827,0.89711010427132,0.8308850785345979,0.03423513999100748
Player-Aware,box_entry,Histogram Gradient Boosting,4,13,1934,0.3247156153050672,0.36167704197994166,0.11429267757601722,0.9029564674554482,0.8350677344462011,0.03076794394671228
Player-Aware,box_entry,XGBoost,4,13,1934,0.3247156153050672,0.3632528483867645,0.11441151797771454,0.9025248485676105,0.8323401584910677,0.02042475748795634
Player-Aware,box_entry,Soft Vote: All,0,12,1865,0.33351206434316355,0.36643680802288564,0.1165759370285508,0.9026328791715924,0.8426736692694956,0.03662155425542104
Player-Aware,box_entry,Soft Vote: All,1,13,1966,0.3158697863682604,0.36054940222639165,0.11468251110666117,0.9037611718717263,0.824289164322126,0.028588015926451906
Player-Aware,box_entry,Soft Vote: All,2,13,1945,0.3038560411311054,0.35348566341280857,0.11116122561034425,0.9039019562267093,0.8244875320589355,0.026249953450031255
Player-Aware,box_entry,Soft Vote: All,3,13,1975,0.30278481012658226,0.365245567979382,0.11642320671294182,0.8967655438243674,0.8052858130221,0.02281887398105401
Player-Aware,box_entry,Soft Vote: All,4,13,1934,0.3247156153050672,0.3627127903876106,0.1140400035684821,0.9035648793905638,0.8374295373401383,0.02266252952221117
