team,player,matches_with_defensive_action,defensive_actions,pressure_actions,counterpress_actions,duels,interceptions,blocks,clearances,ball_recoveries,fouls_committed,fifty_fifties,actor_frame_count,avg_actor_x_when_acting,avg_actor_y_when_acting,avg_actor_distance_from_centroid_when_acting,avg_back_line_height_when_acting,avg_defensive_hull_area_when_acting,avg_defenders_behind_ball_when_acting,avg_defenders_within_5_when_acting,avg_defenders_within_10_when_acting,avg_visible_area_when_acting,player_role_cluster,defensive_player_role
Cameroon,Gaël Ondoua,2,21,13,7,2,2,1,0,1,1,1,23,62.015247148360665,32.7659224035972,10.043090961377688,50.54668180305235,600.7599944515907,3.347826086956522,1.173913043478261,2.0,2713.207867556008,1,Pressing Disruptor
Portugal,João Maria Lobo Alves Palhinha Gonçalves,3,21,11,4,2,1,2,1,2,2,0,23,76.26520768290477,50.40438198502417,8.790145837067234,36.71623943412502,528.8488921249144,3.608695652173913,1.3478260869565215,2.608695652173913,2519.0782964236387,1,Pressing Disruptor
Brazil,Daniel Alves da Silva,1,21,10,5,2,0,1,2,1,5,0,22,67.80010067302011,24.83000769258611,14.124225678031031,45.97388245218571,706.9215230312004,2.863636363636364,1.0454545454545454,2.0454545454545454,3071.719328796858,1,Pressing Disruptor
Argentina,Lautaro Javier Martínez,5,20,13,4,1,0,2,0,2,1,1,41,57.436270226106274,39.78068701128982,13.20693011072608,50.09077267547631,556.1752468735225,5.073170731707317,1.024390243902439,1.4878048780487805,2900.975684898852,1,Pressing Disruptor
Portugal,Cristiano Ronaldo dos Santos Aveiro,5,20,14,4,2,0,1,1,0,2,0,36,46.11808795428551,40.10493921395685,14.365247794496916,59.25678457912813,525.1235609806769,4.75,1.0833333333333333,1.6388888888888888,2878.3096409651075,1,Pressing Disruptor
Spain,Marcos Llorente Moreno,1,20,14,3,2,0,0,0,3,1,0,28,58.18563969348067,20.811787911883773,18.1188494022524,59.13035840415164,473.0410737372391,2.0357142857142856,0.8571428571428571,1.5,2443.576994656596,1,Pressing Disruptor
Saudi Arabia,Sultan Abdullah Salim Al Ghannam,3,20,9,0,0,2,4,2,1,1,0,27,78.12637059195724,17.70678846783358,16.189273518020418,35.82166563342811,666.38111812022,3.3703703703703702,1.2592592592592593,2.259259259259259,2895.0113631947747,2,Wide Enforcer
Ecuador,José Adoni Cifuentes Charcopa,2,20,13,4,1,0,1,1,1,3,0,25,63.95485924622045,28.398824408027394,10.816630194498046,49.59291557219003,480.3822264774933,3.32,1.12,2.32,2531.681966084056,1,Pressing Disruptor
Morocco,Zakaria Aboukhlal,4,20,14,5,0,1,1,1,2,1,0,22,63.77727261456576,47.78181828152049,14.44952433954878,45.2232646344757,494.2073516926453,5.5,1.181818181818182,1.9545454545454544,2609.6396350169844,1,Pressing Disruptor
Senegal,Famara Diedhiou,2,20,16,1,0,0,1,2,0,1,0,21,51.232279749782805,40.649195137385234,11.51087662464409,55.61113140595478,459.50077631302224,4.571428571428571,1.4285714285714286,2.0,2775.004189772254,1,Pressing Disruptor
Costa Rica,Carlos Manuel Martínez Castro,1,20,12,5,3,0,1,2,0,1,0,16,74.641502087864,27.300695211626817,12.279902498601595,39.060654005292974,486.4878097997994,3.75,1.3125,2.75,2619.615937005768,1,Pressing Disruptor
Tunisia,Dylan Daniel Mahmoud Bronn,2,19,10,3,5,0,0,1,2,1,0,30,71.45865657093879,27.017370807890497,11.752171471946092,45.02269803952802,468.2192460644393,2.066666666666667,0.9333333333333332,1.8666666666666667,2285.1676282871263,-1,Excluded: limited defensive sample
Canada,Cyle Larin,3,19,13,8,1,0,0,2,1,2,0,29,64.46580488022867,36.11336378276252,12.380464901049436,48.69393021657295,339.1923657229611,4.586206896551724,0.9655172413793104,1.862068965517241,2203.397187815044,-1,Excluded: limited defensive sample
France,Axel Disasi,2,19,8,0,1,4,0,5,1,0,0,27,82.5987573497132,17.996380415472196,13.724188068659815,34.785959929423306,443.36374649601447,2.925925925925926,1.1851851851851851,2.1481481481481484,2558.47198418678,-1,Excluded: limited defensive sample
Japan,Ayase Ueda,1,19,15,2,0,0,1,2,0,1,0,27,48.944962207392365,36.62918262766078,13.772102613592846,52.32327159143042,621.4438479924553,6.37037037037037,1.037037037037037,1.851851851851852,3372.5703139455086,-1,Excluded: limited defensive sample
Mexico,Érick Gabriel Gutiérrez Galaviz,1,19,13,2,1,2,1,1,0,1,0,27,67.7978052400929,46.88290695738876,10.199379364570822,40.24762144772488,619.3932308896811,5.148148148148148,1.1111111111111112,2.1481481481481484,3089.215367461499,-1,Excluded: limited defensive sample
Ecuador,Jeremy Leonel Sarmiento Morante,3,19,13,1,4,0,0,1,0,1,0,26,69.65804770145581,59.37412868285023,14.66405766058732,40.79629610239101,555.4475986016432,4.461538461538462,0.8846153846153846,1.4615384615384617,2129.875676338003,-1,Excluded: limited defensive sample
Tunisia,Ali Maâloul,1,19,8,0,3,2,1,4,1,0,0,25,63.30157679808947,63.3750543020878,16.621079192186244,49.34688792182826,414.1645413770673,3.92,1.4,2.28,2248.057493467744,-1,Excluded: limited defensive sample
Mexico,Orbelín Pineda Alvarado,1,19,14,1,2,0,1,0,0,2,0,23,68.83649642272253,35.749086235217064,9.65891763432592,38.71653052013322,636.7455739299137,5.173913043478261,1.1304347826086956,2.391304347826087,3288.0127748288137,-1,Excluded: limited defensive sample
England,Philip Foden,2,19,15,3,1,1,1,0,1,0,0,23,66.02767842458886,50.10820576539504,14.633293557176884,45.56085222451127,497.5097066787714,4.260869565217392,0.9130434782608696,1.391304347826087,2377.562667950964,-1,Excluded: limited defensive sample
Australia,Ajdin Hrustic,2,19,18,6,0,0,0,1,0,0,0,21,69.46470055169777,39.25557029203128,14.79274214631294,36.196508482337286,670.6167812398202,5.857142857142857,1.238095238095238,2.4285714285714284,3038.989312335975,-1,Excluded: limited defensive sample
United States,Cameron Carter-Vickers,1,19,6,2,5,0,1,7,0,0,0,20,76.24530112611096,34.19146031593762,9.422723637742466,38.9798508088034,536.8030649069854,1.95,0.85,1.95,2446.2940966828587,-1,Excluded: limited defensive sample
Canada,Sam Adekugbe,3,19,14,2,0,0,3,0,0,1,0,19,47.43157903771652,72.91052623916613,14.528184605609916,64.34615846151661,592.5751368441735,3.8947368421052633,1.105263157894737,2.421052631578948,2047.3462880333248,-1,Excluded: limited defensive sample
Costa Rica,Gerson Torres Barrantes,1,19,15,2,0,0,0,0,1,2,1,19,76.19018744698111,21.400950258794527,17.809766852648618,34.302095997711255,761.0549262281829,5.894736842105263,1.263157894736842,2.0526315789473686,2740.270734789819,-1,Excluded: limited defensive sample
Uruguay,Luis Alberto Suárez Díaz,2,18,12,3,1,0,0,4,1,0,0,39,66.4654409204381,40.40657386640707,11.967449192374668,43.49324465477444,503.35193315645023,4.717948717948718,0.8974358974358975,1.5384615384615383,2559.1437227123347,-1,Excluded: limited defensive sample
Cameroon,Vincent Paté Aboubakar,3,18,8,2,0,0,0,5,3,2,0,26,76.5757009145325,45.29843358801633,11.863853490668737,32.61317895717421,502.0348425938703,5.307692307692308,1.6153846153846154,2.3846153846153846,2685.8808769661973,-1,Excluded: limited defensive sample
Senegal,Pape Abou Cissé,3,18,7,2,2,1,3,5,0,0,0,26,91.8793615391036,51.84959092494381,12.242866482798854,26.92739568964275,653.3308370986103,1.8846153846153848,1.2692307692307692,2.3461538461538463,3018.010199384194,-1,Excluded: limited defensive sample
Tunisia,Naïm Sliti,2,18,15,8,0,1,1,0,1,0,0,26,60.157078170133495,33.700380354285265,13.90765325403213,51.50876465587125,495.7025755721865,4.307692307692308,0.8461538461538461,1.4615384615384617,2327.1619330700737,-1,Excluded: limited defensive sample
Portugal,Danilo Luís Hélio Pereira,1,18,9,2,3,1,1,2,1,1,0,24,69.80945042540688,45.309318323951125,7.813096023377494,44.127708525939134,618.2752192617754,3.0416666666666665,1.0416666666666667,2.6666666666666665,2621.329339906668,-1,Excluded: limited defensive sample
Morocco,Abderrazak Hamdallah,4,18,10,2,1,0,0,2,2,3,0,22,58.09400411577492,35.36312605340549,12.204976980004933,49.05687768551991,453.9604205328028,5.2727272727272725,1.0909090909090908,1.9090909090909087,3031.041134652084,-1,Excluded: limited defensive sample
Costa Rica,Johan Alberto Venegas Ulloa,1,18,13,3,2,0,1,1,0,1,0,22,70.20478710840534,49.03895597756291,14.73139015421934,40.56206374838424,333.1368428403735,4.090909090909091,0.7727272727272727,1.1363636363636365,2166.6637908776947,-1,Excluded: limited defensive sample
Portugal,Vitor Machado Ferreira,2,18,13,1,2,0,1,1,1,0,0,22,72.12322129162311,45.89763002598957,12.14184991648002,38.129212772018,458.5523346315935,5.2727272727272725,1.2272727272727273,2.3181818181818183,2853.2047022426914,-1,Excluded: limited defensive sample
Spain,Marco Asensio Willemsen,3,18,15,4,1,0,0,0,0,2,0,22,37.395118715587856,42.25344935858346,12.167547921611307,69.65233522393643,533.9113313209795,5.409090909090909,0.8636363636363636,1.0454545454545454,2773.127335462776,-1,Excluded: limited defensive sample
Spain,César Azpilicueta Tanco,2,18,9,0,1,1,4,1,0,2,0,21,47.86357205181629,13.004715305163916,19.93730986780261,70.0330403370116,563.3910609012099,2.0,1.0,1.4761904761904765,3337.723721257727,-1,Excluded: limited defensive sample
Qatar,Bassam Hisham Al Rawi,1,18,6,1,0,1,2,7,0,2,0,21,83.8093011702146,25.855682659284337,10.912408977603777,33.87114105059101,442.42496252286514,3.0,1.6666666666666667,3.1904761904761907,2234.381433124094,-1,Excluded: limited defensive sample
Costa Rica,Youstin Delfin Salas Gómez,2,18,14,3,2,0,1,1,0,0,0,20,83.65796847600083,19.64496054912878,16.126726668446803,30.65593124620908,470.00074120426825,3.35,1.4,2.1,2395.583540916955,-1,Excluded: limited defensive sample
Ghana,Alexander Djiku,2,18,4,3,0,3,0,10,0,1,0,19,88.59473682704724,36.984210415890345,6.666563180915039,29.14887859065426,376.6886112354345,2.9473684210526314,1.947368421052632,3.789473684210526,2376.3634235114228,-1,Excluded: limited defensive sample
Senegal,Cheikhou Kouyaté,1,18,9,1,2,1,2,3,0,1,0,18,85.51342677829722,42.56778982772796,8.183532877346822,26.28338734130929,494.0516834582602,4.722222222222222,1.8888888888888888,3.555555555555556,2674.618012364964,-1,Excluded: limited defensive sample
Netherlands,Matthijs de Ligt,2,18,7,2,2,1,0,3,0,5,0,18,75.85460139459677,22.794317994374765,12.916588296623813,38.36931069562592,625.5988454837162,3.2777777777777777,1.2777777777777777,2.5,3132.2366011565105,-1,Excluded: limited defensive sample
Saudi Arabia,Mohammed Al Burayk,2,18,7,0,5,1,1,3,1,0,0,16,82.473219526844,45.46180645360952,14.11143500227256,34.38764880865108,329.8786810752617,2.25,0.9375,1.6875,2511.5429790035414,-1,Excluded: limited defensive sample
Brazil,Fábio Henrique Tavares,1,18,8,2,4,1,0,3,0,2,0,12,73.8240555777395,46.47759109464453,7.849891839141579,35.17320980661973,734.8109064357955,4.75,1.8333333333333333,3.0,3476.180971422685,-1,Excluded: limited defensive sample
Uruguay,Sebastián Coates Nión,2,17,5,0,1,0,4,5,0,2,0,29,87.92413792116889,51.87586205581139,11.999209908146216,29.954266754660534,613.5954265002404,2.586206896551724,1.3448275862068966,2.6206896551724137,2670.945349859173,-1,Excluded: limited defensive sample
South Korea,Ui-Jo Hwang,4,17,14,3,2,0,0,0,1,0,0,28,59.73845334812869,40.9152841160502,10.342222624879655,52.04326303671116,293.1364900970367,4.642857142857143,0.8214285714285714,1.0714285714285714,2525.0186445912927,-1,Excluded: limited defensive sample
Wales,Brennan Johnson,3,17,10,4,1,0,2,0,2,1,1,27,70.19050487365556,21.69510901750129,17.3245302431751,37.33403290124667,635.7447248381272,5.925925925925926,1.0740740740740742,1.6296296296296295,2729.850843652487,-1,Excluded: limited defensive sample
Netherlands,Steven Bergwijn,4,17,14,2,0,0,0,1,0,2,0,26,60.80715622528916,44.3878844760159,16.14375297028877,45.95551411442986,571.1978533057402,6.230769230769231,0.8846153846153846,1.2692307692307692,2873.2945364423977,-1,Excluded: limited defensive sample
Qatar,Mohammed Muntari,3,17,12,3,1,0,0,2,1,1,0,22,57.13664279015155,37.23046922495252,11.653569654719918,51.171341547793176,401.8213298787261,5.227272727272728,1.2727272727272727,2.272727272727273,2597.7514939650755,-1,Excluded: limited defensive sample
Germany,Nico Schlotterbeck,2,17,7,1,3,2,2,1,0,2,0,22,79.34725054618927,61.86199252271199,11.386531799698547,38.85609902303439,452.9624876423696,2.227272727272727,1.4545454545454546,2.636363636363636,2437.233103412884,-1,Excluded: limited defensive sample
Portugal,João Mário Naval da Costa Eduardo,2,17,11,4,3,1,1,0,1,0,0,20,45.82363515659742,48.61478375576854,14.35780404590962,67.53899306574395,407.5697303975588,4.05,1.0,1.6,2514.515389715225,-1,Excluded: limited defensive sample
Tunisia,Nader Ghandri,1,17,2,1,1,1,4,9,0,0,0,19,89.00827421969521,41.32249096348123,7.440114074224765,28.177800582722647,368.008232606395,2.263157894736842,1.736842105263158,3.842105263157895,2328.312902539604,-1,Excluded: limited defensive sample
Australia,Nathaniel Atkinson,1,17,9,3,2,1,2,2,1,0,0,19,87.44766526950733,24.03757659762842,15.431070367492548,28.42129803756922,500.6109544077216,2.8947368421052637,1.3157894736842106,2.421052631578948,2574.4722512557737,-1,Excluded: limited defensive sample
Saudi Arabia,Abdulrahman Al-Obood,2,17,13,2,3,0,0,0,1,0,0,18,67.398103868122,28.40238747205669,14.461854260955292,41.11968122842293,657.6535759506851,4.888888888888889,0.8333333333333334,1.6666666666666667,2671.2499605415237,-1,Excluded: limited defensive sample
Portugal,António João Pereira Albuquerque Tavares Silva,1,17,2,1,6,1,2,4,0,2,0,18,65.24838500423188,45.187366173611935,8.900892921676547,50.15807800672339,422.5728757791129,1.5555555555555556,0.8333333333333334,1.9444444444444444,2961.470896783695,-1,Excluded: limited defensive sample
Morocco,Badr Banoun,3,17,6,5,1,1,2,5,0,2,0,17,82.39411732729744,32.68823489020853,10.73074917865518,34.82271973190313,533.6230650619533,2.3529411764705883,1.7058823529411764,3.294117647058824,2961.03387640009,-1,Excluded: limited defensive sample
England,Kalvin Phillips,2,17,12,1,2,1,0,1,0,1,0,16,64.05097306550812,48.63040435841348,9.765896918216518,45.79786647182728,674.3719120337815,4.8125,1.0,2.0,2864.995752214222,-1,Excluded: limited defensive sample
Belgium,Leandro Trossard,3,16,14,4,0,0,1,1,0,0,0,26,68.27177857872233,43.06502892917069,13.747953293165196,38.37567448286649,615.1667228638058,5.346153846153846,0.9615384615384616,1.8461538461538465,3295.722601550412,-1,Excluded: limited defensive sample
England,Raheem Sterling,3,16,14,5,1,1,0,0,0,0,0,24,61.199563613988914,49.37766724401959,15.314297620575262,49.02297642391672,458.8275710482245,4.458333333333333,0.8333333333333334,1.125,2111.6411189690425,-1,Excluded: limited defensive sample
Saudi Arabia,Nawaf Shaker Al Abid,2,16,11,3,2,1,0,0,0,2,0,24,61.34419536262349,40.39737647716296,10.050562566367386,50.23324993729667,438.88398375770254,4.708333333333333,0.7083333333333334,1.5,2596.483612285162,-1,Excluded: limited defensive sample
Uruguay,José Martín Cáceres Silva,1,16,9,0,0,2,0,3,1,1,0,24,93.70833327372868,18.06249936421712,14.198915710841469,24.739293944381146,488.4604113874936,2.375,1.2916666666666667,1.9583333333333333,2111.967886465978,-1,Excluded: limited defensive sample
Poland,Karol Świderski,1,16,11,5,2,1,0,0,2,0,0,24,61.506685443939695,35.50893138170561,13.22624399264855,45.173436322550025,541.4679260352957,5.833333333333333,1.125,2.125,2994.718620641417,-1,Excluded: limited defensive sample
Mexico,Néstor Alejandro Araújo Razo,1,16,5,0,2,2,0,1,4,2,0,24,87.35056078228844,20.058110958172826,12.898378252369156,28.7767273076228,571.1395729582995,3.0416666666666665,1.3333333333333333,2.6666666666666665,3087.091285886481,-1,Excluded: limited defensive sample
Denmark,Martin Braithwaite Christensen,2,16,14,0,1,0,0,0,1,0,0,23,44.6719998598504,41.580595727891456,14.621001975155329,62.38887906693432,422.6252313809839,4.913043478260869,0.782608695652174,1.2608695652173914,2587.5142411328684,-1,Excluded: limited defensive sample
Japan,Takumi Minamino,3,16,11,1,2,0,1,0,1,1,0,23,80.24343211340786,44.88455022703596,16.039800330963626,32.52345213070962,538.85291582073,4.782608695652174,1.173913043478261,2.0434782608695654,1976.8722440533463,-1,Excluded: limited defensive sample
Tunisia,Ferjani Sassi,2,16,13,6,1,0,1,0,0,1,0,23,79.35217397109322,35.14347845575084,7.603294165988831,30.785174524535527,512.5258118968827,4.521739130434782,1.4782608695652173,2.652173913043478,2377.2319558251947,-1,Excluded: limited defensive sample
Iran,Roozbeh Cheshmi,2,16,5,1,3,1,1,2,2,2,0,22,73.23807300649688,41.52076004065695,8.582048864177228,44.58958822982756,454.87937145443146,2.6818181818181817,1.3636363636363635,2.227272727272727,2483.395348717117,-1,Excluded: limited defensive sample
England,Marcus Rashford,5,16,12,3,0,1,1,1,1,0,0,18,51.00547453795184,23.13118234145893,13.829502637631816,55.8809498374029,594.7345805242142,4.833333333333333,0.8333333333333334,1.3333333333333333,2407.674497273341,-1,Excluded: limited defensive sample
Denmark,Alexander Hartmann Bah,2,16,7,0,1,0,2,5,0,1,0,18,83.53888887829251,14.783333354526096,14.614327442477844,32.00596411435868,543.2464087932611,3.4444444444444446,1.3888888888888888,2.2777777777777777,3039.2472292867023,-1,Excluded: limited defensive sample
United States,Shaquell Moore,2,16,10,0,2,0,0,3,0,1,0,17,88.3470588571885,18.111764122458062,17.49758712182788,26.14703173070872,468.047598949489,3.588235294117647,1.2941176470588236,2.4705882352941178,2541.436180661853,-1,Excluded: limited defensive sample
Canada,Mark Anthony Kaye,1,16,11,3,1,1,1,0,1,1,0,16,48.57802613268126,53.89245858977035,9.083176780850918,65.4896847219039,499.3671105894312,2.625,1.0625,2.0,2493.185693157525,-1,Excluded: limited defensive sample
Canada,Ismael Koné,3,16,14,2,1,0,1,0,0,0,0,16,64.70417707342331,51.12345035767456,9.397863292067372,45.01846816508798,614.7707767429774,4.875,1.125,1.9375,2718.8399044461694,-1,Excluded: limited defensive sample
Germany,Leroy Sané,1,16,11,2,3,0,1,1,0,0,0,16,74.35189080442524,34.889701586032,16.20751415081558,39.07709360056836,435.9601894344789,4.5625,0.8125,1.3125,2187.206503046641,-1,Excluded: limited defensive sample
Brazil,Gleison Bremer Silva Nascimento,2,16,8,0,0,0,1,7,0,0,0,15,95.65999984741212,54.26666652361552,10.173073467563391,24.290855288153743,508.02319518797606,2.1333333333333333,1.5333333333333334,3.1333333333333333,2535.018449892912,-1,Excluded: limited defensive sample
South Korea,Woo-Yeong Jeong,1,16,14,1,0,0,0,1,0,1,0,15,55.64666716257731,36.813332875569664,9.687984742847089,54.72865763976587,346.6564751768415,4.666666666666667,1.2,2.1333333333333333,2321.076506928355,-1,Excluded: limited defensive sample
Germany,Lukas Klostermann,2,16,11,0,3,1,0,0,0,1,0,13,71.93076911339394,15.207692513099085,18.59992155860576,41.92132987444519,746.0735178668706,3.4615384615384617,1.3846153846153846,2.0,3222.907413991379,-1,Excluded: limited defensive sample
Uruguay,Diego Nicolás De La Cruz Arcosa,2,15,13,0,1,0,0,0,1,0,0,25,73.0922796660128,39.32544216818192,14.361456957665762,37.56397339996371,461.2198860033289,4.6,0.8,1.36,2501.0641607537805,-1,Excluded: limited defensive sample
Tunisia,Wahbi Khazri,2,15,9,3,4,0,0,0,0,1,1,23,48.78349857348916,31.951305869821773,13.128179072089935,59.88897350905036,465.6713740090263,5.130434782608695,0.8260869565217391,1.391304347826087,2813.7486203978224,-1,Excluded: limited defensive sample
Cameroon,Samuel Yves Oum Gwet,1,15,9,1,2,0,0,3,1,0,0,21,67.74611706197456,41.20974858324215,7.644405782645397,47.252082206196704,561.2614282970213,3.0,0.9523809523809524,2.0,1859.691445357598,-1,Excluded: limited defensive sample
Ghana,Osman Bukari,2,15,10,3,0,1,1,1,1,1,0,20,65.18557093051244,24.88348423317212,13.322863368867544,43.66180731258491,542.955023028981,5.55,0.8,1.15,2619.0376289396213,-1,Excluded: limited defensive sample
Japan,Miki Yamane,1,15,8,1,1,1,2,0,0,3,0,20,59.20499954223633,10.419999408721925,16.571096797255006,55.11160464678166,732.210106292824,3.05,1.05,1.95,4064.48600284674,-1,Excluded: limited defensive sample
Cameroon,Georges-Kévin Nkoudou Mbida,2,15,12,3,2,0,0,0,1,0,0,17,55.510912073488974,66.45328780064115,15.369410918795314,54.55780127185589,478.8973491216885,4.117647058823529,1.1176470588235294,1.8235294117647056,1812.5608517813976,-1,Excluded: limited defensive sample
Serbia,Filip Mladenović,1,15,12,0,1,0,0,1,1,0,0,17,87.884738504581,60.5350600681108,20.73909425751081,23.74814493086094,771.5930030095525,4.470588235294118,1.1176470588235294,2.0,3002.409744629276,-1,Excluded: limited defensive sample
Denmark,Simon Thorup Kjær,1,15,4,1,1,0,4,6,0,0,0,16,78.56249965727329,47.43124997615814,9.268299422834955,40.76180836193097,435.24904204155376,1.5,1.5,2.875,2040.500728268261,-1,Excluded: limited defensive sample
Mexico,José Andrés Guardado Hernández,1,15,9,0,2,0,1,0,1,2,0,16,72.3812495470047,61.36875009536743,16.3289486019229,33.22439286657372,780.8152399247855,6.3125,1.25,2.5,3810.351061334596,-1,Excluded: limited defensive sample
Switzerland,Eray Ervin Cömert,1,15,6,3,0,4,1,0,0,4,0,16,80.46290134078262,43.02375417566459,10.174424821080391,38.93451023190286,512.532841494739,1.75,1.1875,2.875,3129.995809152883,-1,Excluded: limited defensive sample
France,Jordan Veretout,1,15,9,1,2,0,1,1,0,2,0,15,75.49999942779542,47.16666653951009,10.41970880915292,37.00513254725766,460.54959706741647,4.533333333333333,1.4,3.0,2258.09302828264,-1,Excluded: limited defensive sample
Morocco,Bilal El Khannous,1,15,10,1,0,0,2,2,1,0,0,15,77.23774832011311,37.1731526743898,8.224898258105975,34.338812708210945,348.09712209294105,5.2,1.7333333333333334,2.8666666666666667,2473.434845840972,-1,Excluded: limited defensive sample
Netherlands,Vincent Janssen,2,14,11,1,0,0,1,0,0,2,0,22,52.53912955622791,30.868693051192917,17.946019320613857,47.85029413783331,858.6466329437823,7.045454545454546,0.8636363636363636,1.2727272727272727,3350.433774086722,-1,Excluded: limited defensive sample
Australia,Jamie MacLaren,3,14,10,3,3,1,0,0,0,0,0,21,55.449174211542925,39.85172578239101,13.575770062589497,53.938539790966814,539.2211415143139,5.0,0.6666666666666666,0.8095238095238095,2634.09290264826,-1,Excluded: limited defensive sample
Uruguay,Edinson Roberto Cavani Gómez,3,14,13,1,0,0,0,0,1,0,0,20,56.384999656677245,38.47500014305115,11.249622160544618,50.732458200670514,400.8053771530072,4.8,0.95,1.75,2808.593826184636,-1,Excluded: limited defensive sample
Denmark,Victor Nelsson,1,14,7,0,3,1,2,1,0,0,0,18,66.19192757841138,48.34596584088672,9.02472361844386,47.824935215284846,485.5032311105728,2.7777777777777777,1.4444444444444444,2.7777777777777777,2934.165023397827,-1,Excluded: limited defensive sample
Belgium,Dries Mertens,2,14,11,8,3,0,0,0,0,0,0,17,57.42556476620023,39.444127651583344,13.358338169379762,47.06430915050433,719.6697709154039,5.882352941176471,0.9411764705882352,1.8823529411764703,3344.44332493772,-1,Excluded: limited defensive sample
Mexico,Kevin Nahin Álvarez Campos,2,14,7,2,1,3,2,0,0,0,1,16,74.32160030708444,23.455398918878945,16.36263221911164,38.85405131509325,600.2073889170465,2.75,1.1875,2.0625,2908.385075648519,-1,Excluded: limited defensive sample
Tunisia,Mohamed Ali Ben Romdhane,1,14,9,4,3,0,1,1,0,0,0,15,54.64880121536423,53.36562576806773,11.063225051439572,57.87355130915336,461.3573121033152,4.2,1.0,1.9333333333333331,2102.395302848851,-1,Excluded: limited defensive sample
Netherlands,Luuk de Jong,1,14,9,1,2,0,0,1,1,1,0,15,56.89901502748254,38.43705098243504,14.76414835528156,44.61032673526678,760.4349760297243,7.0,1.2666666666666666,2.0,3710.2296944581726,-1,Excluded: limited defensive sample
Germany,Mario Götze,1,14,12,3,2,0,0,0,0,0,0,14,58.55131410989469,25.550191188820943,8.747169649079188,52.2582062829352,477.6693271219288,4.571428571428571,1.2857142857142858,2.2857142857142856,2820.8532624581367,-1,Excluded: limited defensive sample
Japan,Yuki Soma,1,14,10,5,0,0,0,0,1,2,1,13,57.63087176001269,49.12441228047712,20.1583967373807,47.64177586286763,843.6498595060931,4.384615384615385,1.0769230769230769,1.4615384615384617,2976.373229843889,-1,Excluded: limited defensive sample
South Korea,Kyung-Won Kwon,1,13,2,1,1,3,2,4,1,0,0,24,80.54886076651206,29.890781348961703,13.785254215476666,36.35939275893536,581.757122325862,1.5416666666666667,1.3333333333333333,2.083333333333333,2306.36775350143,-1,Excluded: limited defensive sample
Poland,Krzysztof Piątek,2,13,11,2,1,0,1,0,0,0,0,21,68.36794503763403,35.18951069604624,13.556887376846229,41.33588668047346,451.7906574506,5.476190476190476,0.8571428571428571,1.7142857142857142,2443.9145261669432,-1,Excluded: limited defensive sample
Ecuador,Romario Andrés Ibarra Mina,2,13,11,1,0,0,2,0,0,0,0,20,60.93499946594238,52.77499992847443,13.850969412155676,48.78121159497066,463.1564178113962,4.15,1.05,1.75,2271.1871325546444,-1,Excluded: limited defensive sample
Brazil,Pedro Guilherme Abreu dos Santos,2,13,9,3,1,1,0,0,1,1,0,20,58.80500030517578,43.31000016927719,10.78207195089048,50.72394968239108,431.88824789230847,5.05,1.25,2.25,2284.5266309694066,-1,Excluded: limited defensive sample
Ghana,Daniel-Kofi Kyereh,3,13,7,1,1,0,0,4,1,0,0,19,76.5568429438028,50.25379946162764,9.731297408660565,36.031552927941,412.165602180344,3.5789473684210527,1.2105263157894737,2.473684210526316,2416.3870683519444,-1,Excluded: limited defensive sample
Tunisia,Ghilane Chalali,1,13,6,0,0,1,3,1,1,1,0,18,92.30555568801032,41.51111094156901,12.63660779115073,19.009725009939707,342.66012958837246,6.277777777777778,1.8888888888888888,3.388888888888889,2377.201840851734,-1,Excluded: limited defensive sample
Denmark,Mathias Jensen,2,13,7,4,2,0,3,0,0,1,0,17,69.94273751668273,25.366986098177435,9.275133107022334,38.66160439937424,512.5324328904553,4.705882352941177,1.1176470588235294,2.0,2247.0163108702523,-1,Excluded: limited defensive sample
Argentina,Alejandro Darío Gómez,2,13,7,1,2,2,0,1,1,0,0,17,60.26358823856749,50.22373030385716,15.22414795552832,50.442142404726646,539.1932356999991,4.470588235294118,0.9411764705882352,1.411764705882353,2419.4073070527456,-1,Excluded: limited defensive sample
Ghana,Antoine Semenyo,2,13,9,7,1,0,1,0,0,2,0,15,39.15985580725986,38.90452723621485,8.863310222482886,70.37429618780025,423.98225351186807,3.8,0.8666666666666667,1.5333333333333334,2653.559620951231,-1,Excluded: limited defensive sample
Portugal,Rafael Alexandre Conceição Leão,5,13,8,3,1,0,1,1,0,2,0,13,61.01062501864805,56.42766338355115,16.378419470076373,47.082295783682326,678.963044809032,3.8461538461538463,1.0769230769230769,2.076923076923077,2588.7398139330194,-1,Excluded: limited defensive sample
Qatar,Mohammed Waed Abdulwahhab Al Bayati,2,13,9,0,1,1,1,0,0,1,0,13,78.31538444298964,60.19230783902682,16.771741298746146,38.10011315259017,444.4625283542183,3.0,1.0769230769230769,1.6923076923076923,2123.846289637093,-1,Excluded: limited defensive sample
United States,Kellyn Kai Perry-Acosta,2,12,9,0,2,0,0,0,0,1,0,18,75.83888912200928,44.46666701634725,7.684298612118878,35.67358111979313,628.2840843236843,4.611111111111111,1.2777777777777777,2.333333333333333,3152.2027989933945,-1,Excluded: limited defensive sample
Spain,Daniel Carvajal Ramos,2,12,11,0,0,0,1,0,0,0,0,16,67.75505714047793,21.671843834153076,13.976848966372886,48.457650742102544,542.5181275414924,2.875,1.125,1.875,2985.9156895233764,-1,Excluded: limited defensive sample
