team,player,matches_with_defensive_action,defensive_actions,pressure_actions,counterpress_actions,duels,interceptions,blocks,clearances,ball_recoveries,fouls_committed,fifty_fifties,actor_frame_count,avg_actor_x_when_acting,avg_actor_y_when_acting,avg_actor_distance_from_centroid_when_acting,avg_back_line_height_when_acting,avg_defensive_hull_area_when_acting,avg_defenders_behind_ball_when_acting,avg_defenders_within_5_when_acting,avg_defenders_within_10_when_acting,avg_visible_area_when_acting,player_role_cluster,defensive_player_role
Brazil,Vinícius José Paixão de Oliveira Júnior,4,36,27,2,3,0,4,0,1,0,0,49,61.70952210403208,55.052888904834006,15.13233309856743,46.96739737211426,548.3373364110288,5.081632653061225,1.0,1.6938775510204085,2804.580495521089,1,Pressing Disruptor
Costa Rica,Jewison Bennette,3,36,32,3,1,0,2,0,1,0,0,46,66.23921157679712,49.520353551363485,17.878601795758517,39.785933921455005,587.1574958398411,5.630434782608695,1.0217391304347827,1.4565217391304348,2607.647062456113,1,Pressing Disruptor
Tunisia,Anis Ben Slimane,2,36,19,8,5,1,4,2,3,1,1,43,62.34282862214413,32.54713398450328,13.745319436633892,45.75900160378918,392.0889166918124,5.27906976744186,1.255813953488372,2.13953488372093,2362.6173345950856,1,Pressing Disruptor
England,John Stones,5,36,13,2,4,0,6,10,0,3,0,42,85.90776152904328,26.240638838248618,11.511033710415264,31.92678578889059,491.474323162086,1.7857142857142858,1.2857142857142858,2.738095238095238,2320.832604319441,0,Deep Stopper
Ghana,Tariq Lamptey,2,36,18,2,3,2,6,3,0,3,1,42,87.82018099404173,26.49964506117801,12.716415836732336,26.57355240841824,395.448189750069,3.880952380952381,1.5238095238095235,2.761904761904762,2185.866936856152,2,Wide Enforcer
Brazil,Danilo Luiz da Silva,3,36,13,5,6,1,2,7,3,3,0,42,76.06395898852081,48.86185988894229,12.380647217312973,41.05732429801975,466.0849596420803,2.6904761904761907,1.380952380952381,2.523809523809524,2301.1305855278365,0,Deep Stopper
Serbia,Milos Veljkovic,3,36,22,6,2,0,2,9,0,1,0,38,83.02716553986203,42.74602801813041,8.508799273636736,34.51182369439497,554.5172282035437,2.3684210526315788,1.3157894736842106,2.631578947368421,2735.491805441145,1,Pressing Disruptor
England,Kieran Trippier,3,36,21,4,5,1,3,3,1,2,0,36,76.89012582589213,21.021801567219956,13.464182434714385,38.44078288622239,442.6721099100016,3.0277777777777777,1.3333333333333333,2.4722222222222223,2245.9165181221897,2,Wide Enforcer
Australia,Craig Goodwin,4,35,18,1,3,1,8,3,1,1,0,61,76.27402566638705,57.5818005628748,18.181128769380216,34.584378468133416,545.7036750956308,4.918032786885246,0.9672131147540984,1.6885245901639343,2404.3136795354408,2,Wide Enforcer
Cameroon,Jean-Eric Maxim Choupo-Moting,3,35,27,4,5,1,0,1,1,0,0,59,61.24387320452755,38.48814548740127,11.677044223944236,47.52754021147674,492.8392113186328,4.745762711864407,1.11864406779661,1.6101694915254237,2679.939040845409,1,Pressing Disruptor
Uruguay,Darwin Gabriel Núñez Ribeiro,3,35,23,7,4,0,3,2,1,2,0,52,52.90787864774596,44.006460178048926,12.331862003121516,57.28018053307836,420.4484052311491,4.019230769230769,1.1538461538461535,1.8461538461538465,2611.521632594599,1,Pressing Disruptor
Senegal,Pape Gueye,3,35,18,2,5,1,1,5,2,2,1,49,76.42855136134489,41.00960546772372,12.12848666898096,34.12699582672956,595.4198911124773,4.591836734693878,1.3877551020408163,2.5306122448979598,2658.7050422781726,0,Deep Stopper
South Korea,Min Jae Kim,3,35,15,4,3,3,4,10,0,0,0,45,81.8255214914259,26.690736919416096,9.203946602881391,35.151511794859914,483.2917808820117,2.533333333333333,1.711111111111111,3.111111111111111,2570.253362824033,0,Deep Stopper
Portugal,Raphaël Adelino José Guerreiro,4,35,22,2,2,0,5,3,1,2,0,41,70.28645788802267,64.89920272105712,16.336295949171337,42.39193911979022,639.9122109669632,3.634146341463415,1.146341463414634,1.8780487804878048,2933.1839860320056,2,Wide Enforcer
Uruguay,Facundo Pellistri Rebollo,3,35,24,6,5,0,1,2,1,2,0,40,57.01159489256721,27.896626223760755,14.796503052019451,53.79165215752143,488.5804000410743,3.9,0.8,1.25,2371.343004492964,1,Pressing Disruptor
Costa Rica,Anthony Daniel Contreras Enríquez,2,35,26,8,5,1,0,0,2,1,0,38,55.26509027764161,38.74996428560605,12.917340342639292,51.46647678743626,600.6100486647505,5.105263157894737,1.0263157894736843,1.631578947368421,3078.7675074116323,1,Pressing Disruptor
Belgium,Leander Dendoncker,2,35,17,6,4,1,6,4,1,2,0,35,78.11485230186106,29.83302764080177,11.44195779489249,35.747425311913936,502.9206062341558,3.657142857142857,1.3428571428571427,2.8285714285714287,2639.43399883953,2,Wide Enforcer
Mexico,Jorge Eduardo Sánchez Ramos,2,35,13,5,2,3,7,5,0,4,1,31,81.31935488024065,16.04838765052057,16.76228040352159,33.54161926004687,567.433725903555,3.3225806451612905,1.5161290322580645,2.290322580645161,2667.1975385890946,2,Wide Enforcer
Spain,Aymeric Laporte,3,34,11,6,3,4,2,8,3,2,0,50,69.53796751830902,43.61566211763135,8.950364248461527,46.54410603377671,511.099180140261,2.46,1.12,2.42,2612.614828171425,0,Deep Stopper
Japan,Hiroki Sakai,2,34,13,1,7,1,2,8,1,1,1,44,79.9607768473036,21.523255084781315,14.140949444153122,37.90646756737955,378.5654044654602,2.727272727272727,1.4090909090909092,2.386363636363636,2223.12553656363,0,Deep Stopper
United States,Timothy Weah,4,34,24,5,2,0,5,0,2,1,0,43,56.228138355683534,26.310733401999126,15.199054965460014,54.84223140736653,370.09924725494034,3.697674418604651,1.0,1.2790697674418603,2549.8914583439114,1,Pressing Disruptor
Mexico,Héctor Alfredo Moreno Herrera,3,34,14,2,3,2,4,7,2,2,0,43,88.28832771253765,52.02220148347968,11.52266596860762,29.66603923768973,618.3308452960991,2.069767441860465,1.5116279069767442,2.604651162790698,2942.865907507682,0,Deep Stopper
Brazil,Neymar da Silva Santos Junior,3,34,22,8,3,0,3,0,3,3,0,42,53.01161263724819,45.926824629598855,10.936606705110243,55.534819374021545,519.7113503608674,4.666666666666667,1.0,1.5714285714285714,2471.759888963584,1,Pressing Disruptor
Senegal,Iliman Ndiaye,3,34,25,5,2,0,6,0,1,0,0,40,52.10816317662475,27.88980294518957,15.912184219656885,55.867855485867935,578.4631098655362,4.475,1.025,1.325,2783.248081131979,1,Pressing Disruptor
United States,Haji Wright,4,34,23,0,8,0,0,1,1,1,0,39,63.41681401020811,36.56099381949005,12.216461461017513,47.63655135885905,383.4216518021982,5.102564102564102,0.7435897435897436,1.6153846153846154,2320.0295204595136,1,Pressing Disruptor
Croatia,Mislav Oršić,5,34,24,10,0,0,4,0,2,4,0,39,64.32432528503786,59.75810057148978,15.617047897953436,44.30905836528771,566.3646431843525,5.333333333333333,1.205128205128205,2.2051282051282053,2634.47528392483,1,Pressing Disruptor
Germany,Thilo Kehrer,1,34,19,4,2,2,2,2,2,4,1,33,75.94935043267213,14.118514173634535,16.88881927474578,38.94474632077922,563.0112928573286,3.5454545454545454,1.5151515151515151,2.393939393939394,2435.553703829768,2,Wide Enforcer
Netherlands,Wout Weghorst,4,34,25,2,1,0,3,1,0,4,0,28,65.66428555761065,32.41071435383388,12.923354484672092,38.75372008224311,569.7533754673864,6.964285714285714,1.4285714285714286,2.392857142857143,3152.919348314964,1,Pressing Disruptor
Germany,Leon Goretzka,3,33,20,4,4,1,2,0,1,5,0,46,60.23949683724416,46.330252499503295,8.92024826507223,52.189730766381885,614.9956896769041,3.782608695652174,1.326086956521739,2.630434782608696,2607.2826511930366,1,Pressing Disruptor
Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,4,33,20,4,4,0,1,0,2,6,0,45,59.78912278516222,31.114170254836186,14.9750402699827,46.10677122600052,553.091753625985,5.444444444444445,0.9333333333333332,1.5777777777777775,3133.6389136968564,1,Pressing Disruptor
England,Kyle Walker,3,33,15,6,4,4,4,3,0,3,0,38,71.95884017391161,25.98201358743668,16.61832954956681,42.050919763892566,657.6152331759695,2.6052631578947367,1.0789473684210529,1.7894736842105263,2638.653409472004,2,Wide Enforcer
Tunisia,Mohamed Dräger,2,33,19,5,4,2,2,2,1,2,1,38,89.1897122637743,19.732556783292225,14.64089524304168,26.221512426127003,396.5517575960663,3.657894736842105,1.3421052631578947,2.6842105263157894,1855.7296445183051,2,Wide Enforcer
Costa Rica,Brandon Aguilera Zamora,3,33,24,1,3,0,2,1,1,2,0,38,74.89879404039372,46.99566629321759,13.942318989942953,31.663720313270133,561.2545768065784,6.421052631578948,1.0789473684210529,2.0789473684210527,2891.819475556788,1,Pressing Disruptor
Denmark,Mikkel Damsgaard,3,33,25,4,3,1,1,1,2,0,0,37,66.4920144432082,48.108258227018986,15.229373317486376,40.60813415146272,626.753566567916,6.027027027027027,1.2432432432432432,2.216216216216216,2817.365677276512,1,Pressing Disruptor
Australia,Fran Karačić,2,33,15,0,5,1,2,5,2,3,0,36,78.72487707812721,17.64172087685872,15.674788616064244,36.810274316797205,511.133679305555,3.138888888888889,1.1666666666666667,2.138888888888889,2771.481745780901,2,Wide Enforcer
South Korea,Hee-Chan Hwang,2,33,23,2,1,1,2,0,3,3,0,36,67.68745505224429,43.002643538300006,16.77903555470695,41.30255696996429,557.7224786524698,5.166666666666667,1.2222222222222223,2.4444444444444446,3031.447193376725,1,Pressing Disruptor
Switzerland,Fabian Lukas Schär,2,33,10,4,5,3,1,12,0,2,0,34,78.35424196853482,29.514037490008096,10.298526389508542,38.070929818012864,676.4051717152496,2.4705882352941178,1.2352941176470589,2.323529411764706,3045.443272551057,0,Deep Stopper
Portugal,Gonçalo Matias Ramos,3,33,28,4,1,0,0,2,0,2,0,29,40.97945428694445,42.22920288045784,16.366247877129474,54.791210572218,801.27158565461,6.862068965517241,1.3103448275862069,2.0,3539.705453103212,1,Pressing Disruptor
Japan,Takuma Asano,4,32,21,5,4,2,0,1,2,2,0,54,61.69878108535794,42.30728953837719,13.589795436644405,46.63917899514944,481.4582960580991,5.981481481481482,0.8333333333333334,1.462962962962963,2627.419784480346,1,Pressing Disruptor
Uruguay,Guillermo Varela Olivera,2,32,17,3,3,1,3,6,0,2,0,44,80.68179051351724,17.70398833088779,14.75900153283792,34.46904078692,533.8197675846317,2.9545454545454546,1.1590909090909092,2.0454545454545454,2438.9702007315645,2,Wide Enforcer
Belgium,Kevin De Bruyne,3,32,21,5,4,1,2,1,3,0,0,43,64.73028258395418,34.82978341913805,16.918148758533334,39.62562029222895,639.2940740990172,6.069767441860465,0.9302325581395348,1.6046511627906976,2884.546661770002,1,Pressing Disruptor
Canada,Stephen Antunes Eustáquio,2,32,19,2,1,3,1,6,1,1,0,43,68.12700078013015,44.84012466043359,9.350889483200188,40.81026997995448,663.3892616958536,4.744186046511628,1.3255813953488371,2.4651162790697674,3045.8635401563024,0,Deep Stopper
South Korea,Sang-Ho Na,2,32,19,7,3,0,3,3,2,2,0,39,62.34814633261788,22.949435451687165,14.64389467692516,49.94576042005247,393.3677015663993,4.205128205128205,1.1025641025641026,1.5897435897435896,1852.595437501296,1,Pressing Disruptor
Croatia,Borna Barišić,1,32,14,5,3,1,8,4,0,2,0,34,65.61766277601247,54.75351963565334,16.198333971357464,48.06893695206183,532.6260569472606,2.676470588235294,1.0294117647058822,1.8235294117647056,2322.7813180257563,2,Wide Enforcer
Cameroon,Bryan Mbeumo,3,31,21,5,4,1,2,0,2,0,0,47,58.52930769375348,27.683918145811926,14.101444712123692,50.56003855148164,475.83930832506246,4.531914893617022,0.9574468085106383,1.680851063829787,2302.7556785048614,1,Pressing Disruptor
Serbia,Aleksandar Mitrović,3,31,23,7,4,0,1,1,1,1,0,42,52.205276391155664,39.24802358446981,14.2821348655697,53.95191843490977,597.3931405380546,5.547619047619048,0.7619047619047619,1.3333333333333333,3244.984483698394,1,Pressing Disruptor
United States,Brenden Aaronson,4,31,22,6,2,1,3,0,1,2,0,40,61.61722970960612,35.21606228839315,11.803093636191974,47.84576472078446,495.1724307982776,4.425,1.15,1.95,2452.082555512265,1,Pressing Disruptor
Saudi Arabia,Yasir Gharsan Al Shahrani,1,31,15,2,4,7,0,4,0,1,0,32,71.07812516391277,68.42187486588955,18.65103408438017,43.3018688653583,567.721188958276,3.96875,1.25,1.96875,2650.878162598907,2,Wide Enforcer
Japan,Shogo Taniguchi,2,30,7,1,5,1,3,11,0,3,0,42,79.4458531621625,55.35885113619101,13.136245731939292,36.8944515273036,587.2884503048929,2.642857142857143,1.261904761904762,2.2857142857142856,2390.961138132184,0,Deep Stopper
Iran,Sadegh Moharrami,1,30,17,1,3,2,1,2,2,3,0,34,78.48335189948507,16.77147962621704,18.563070781672963,36.78045769039734,468.02241980306366,3.117647058823529,1.0,1.6470588235294117,2346.503804143532,2,Wide Enforcer
South Korea,Jun-Ho Son,3,30,16,8,2,2,4,1,1,4,0,31,65.56129040256623,34.45161316471715,9.06322802544563,45.77497520865124,620.6225399041238,4.225806451612903,1.5161290322580645,2.967741935483871,2940.538857296186,1,Pressing Disruptor
Switzerland,Edimilson Fernandes,3,30,14,6,3,1,3,4,4,1,0,30,73.59192788996785,20.68948780247606,16.756805796234875,36.74462874509764,636.9767666056639,4.1,1.1,2.1,2956.389983114763,2,Wide Enforcer
Argentina,Ángel Fabián Di María Hernández,4,29,24,7,1,1,2,0,1,0,0,43,53.93242377775025,28.45061501640011,17.390941497773184,53.14977698901281,540.4848946415655,4.813953488372093,1.0232558139534884,1.2790697674418603,2524.707908284964,1,Pressing Disruptor
Ecuador,Felix Eduardo Torres Caicedo,3,29,7,2,1,3,3,15,0,0,0,40,82.68210969471878,38.39734469344189,8.546758087032632,35.77795822328694,456.8119616987863,2.05,1.525,3.075,2406.2352426862944,0,Deep Stopper
Spain,Nicholas Williams Arthuer,4,29,20,5,3,1,1,0,4,0,0,40,58.49972440242563,21.611595148847936,17.03702550902928,50.25607844216263,612.6679289246562,4.9,1.125,1.875,2722.6239486288764,1,Pressing Disruptor
Canada,Atiba Hutchinson,3,29,13,4,3,2,5,4,0,2,0,38,74.03025086965306,40.48912723848302,6.072549226535296,38.449287828891286,501.74177217606245,3.973684210526316,1.5,2.8684210526315788,2826.177225591224,0,Deep Stopper
Spain,Álvaro Borja Morata Martín,4,29,22,3,1,0,3,2,0,1,0,34,44.81453767650149,49.34783735834711,12.438618839196392,63.04150237606056,411.79303002961626,4.676470588235294,1.1176470588235294,1.7941176470588236,2629.940564328602,1,Pressing Disruptor
Germany,Antonio Rüdiger,3,29,12,2,2,0,5,8,1,0,0,34,84.2018898299065,50.28939434844851,10.464102257968118,35.399593695319595,392.5315945348176,1.2647058823529411,1.3529411764705883,2.2058823529411766,2216.758932110306,0,Deep Stopper
Uruguay,Giorgian Daniel De Arrascaeta Benedetti,2,29,22,6,2,0,3,1,1,0,0,32,71.18996876544615,53.1850064164366,13.63806656309913,38.4668619895047,575.0037965797973,5.0625,1.15625,1.875,2797.3375761646435,1,Pressing Disruptor
Spain,Ferrán Torres García,4,28,22,9,1,0,1,0,3,1,0,54,53.22915915851382,22.85664262986469,16.515047520730445,56.12894945110182,453.97088140451785,5.055555555555555,0.9444444444444444,1.5555555555555556,2497.925028423174,1,Pressing Disruptor
Qatar,Abdulaziz Hatem Mohammed Abdullah,3,28,19,7,2,1,1,0,1,4,0,40,66.0421408390171,47.03973016305027,11.124329642044897,46.93386846809935,444.87071942950416,4.175,1.075,2.1,2599.3407583077146,1,Pressing Disruptor
Canada,Jonathan Osorio,3,28,24,11,0,0,1,1,0,2,0,30,67.87667878555986,35.659196911554574,10.621513326825031,43.534513953197695,527.5182076578178,4.433333333333334,1.0333333333333334,2.0,2580.2790314693552,1,Pressing Disruptor
Wales,Connor Roberts,3,28,9,3,4,2,8,4,1,0,0,28,87.60074181227043,25.64006931210104,13.672446775822351,27.624496717001445,440.991682070444,3.107142857142857,1.4642857142857142,2.642857142857143,2588.862138756706,0,Deep Stopper
Canada,Jonathan David,3,27,23,5,1,0,0,0,2,1,0,41,64.64344196364237,37.12918709593251,11.43502285486388,41.46199014110743,539.5572305365215,6.073170731707317,1.2926829268292683,2.317073170731707,2887.620580957601,1,Pressing Disruptor
Belgium,Michy Batshuayi Tunga,2,27,16,3,2,0,2,0,2,5,0,39,45.160492591374016,35.62737830400064,18.75448022700549,52.38727451225268,712.1389963144537,6.743589743589744,0.9230769230769232,1.2564102564102564,3423.2665608528523,1,Pressing Disruptor
Belgium,Youri Tielemans,3,27,16,3,3,2,4,0,1,1,0,34,73.56230958201941,30.029721707992945,12.173638994302912,37.11305542721316,624.5105803667093,4.411764705882353,1.411764705882353,2.735294117647059,3014.6640487236245,2,Wide Enforcer
Serbia,Nemanja Maksimović,3,27,12,6,3,2,7,3,0,0,0,32,74.14364208847587,40.02451514658792,9.10639887268589,37.87958590066836,535.5238374405343,4.0625,1.375,2.375,2826.4118827343264,0,Deep Stopper
England,Jack Grealish,4,27,15,2,3,1,5,0,3,0,0,31,66.67949549161229,56.35782814945898,15.51430157084848,44.04375093715648,426.0730537091982,4.516129032258065,1.3225806451612905,1.7419354838709675,2567.2197573115955,2,Wide Enforcer
Cameroon,Martin Hongla Yma II,2,27,16,5,0,2,3,5,0,1,0,31,74.48883479612124,42.94887944460904,7.50083681867351,35.36890609057177,475.0171203239252,5.516129032258065,1.5483870967741935,3.064516129032258,2601.1537836850616,1,Pressing Disruptor
Qatar,Ismaeel Mohammad Mohammad,2,27,15,3,5,1,3,2,0,1,0,29,74.19079191768904,20.539430788707293,16.56012150304484,38.55949318323915,529.9294989050859,4.068965517241379,1.2413793103448276,1.896551724137931,2783.3840788508223,2,Wide Enforcer
Morocco,Walid Cheddira,2,27,19,1,2,0,1,2,0,3,0,29,70.58603752822825,40.745443209063296,13.615061943214316,34.63290075253936,619.9467494202792,6.862068965517241,1.0689655172413792,1.7241379310344829,3196.7131117482086,1,Pressing Disruptor
Spain,Alejandro Balde Martínez,4,27,16,3,5,1,2,1,0,2,0,27,70.79418244918996,62.9956936125672,14.50632144346387,42.62881661299763,534.8838817843962,2.925925925925926,1.2592592592592593,2.333333333333333,2363.764677744512,2,Wide Enforcer
United States,Joshua Sargent,3,27,21,3,3,0,3,0,0,0,0,27,48.872255040403175,35.05009453205109,11.977049580377477,54.174368964185696,582.1053832576631,5.962962962962963,1.0,1.8148148148148149,2884.1097523299245,1,Pressing Disruptor
Switzerland,Xherdan Shaqiri,3,26,18,7,3,1,0,1,2,1,0,39,62.11303337864023,32.56088172323992,15.054894638677933,45.75517152785782,751.6281221755836,5.153846153846154,0.9487179487179488,1.5128205128205128,2950.835159636382,1,Pressing Disruptor
Tunisia,Youssef Msakni,2,26,17,3,4,0,3,1,1,0,0,39,72.48866037009797,47.2409473663712,14.06563719554592,37.48407588167209,450.35070712286654,4.794871794871795,0.9487179487179488,1.5384615384615383,2332.799446872664,1,Pressing Disruptor
Germany,İlkay Gündoğan,3,26,12,6,5,1,3,0,2,2,1,37,51.45563458053352,42.01811020414579,7.998849136958948,59.15711812202573,625.7081550548404,4.54054054054054,0.972972972972973,1.972972972972973,2691.847957420859,1,Pressing Disruptor
Cameroon,Christopher Wooh,1,25,12,4,1,1,4,5,0,2,0,31,88.36419912351519,31.308329153410103,9.674145964863728,29.21762253777122,566.8705223815888,2.4516129032258065,1.4193548387096775,3.032258064516129,2776.1061760184,0,Deep Stopper
Portugal,Ricardo Jorge Luz Horta,3,25,19,10,1,1,2,0,0,2,0,30,50.80841155142067,26.74846310244018,15.516266908682493,57.63298652754589,566.0153033281169,4.733333333333333,1.0333333333333334,1.8,2993.104044265034,1,Pressing Disruptor
Saudi Arabia,Riyadh Sharahili,1,25,9,5,1,2,2,3,3,5,0,30,81.39939275562162,35.91485507902129,7.550945382934508,31.563407892294165,505.7391812806887,4.566666666666666,1.4333333333333331,2.933333333333333,2913.39967781954,0,Deep Stopper
Mexico,Henry Josué Martín Mex,2,24,17,4,2,1,1,1,0,2,0,31,48.6241955112592,45.12437342427859,14.892720297059087,54.1257790564084,694.329369429186,5.935483870967742,0.8709677419354839,1.1935483870967742,3311.2444487962507,1,Pressing Disruptor
Tunisia,Wajdi Kechrida,2,24,8,0,5,1,3,4,1,2,0,30,72.19046280990501,20.027520273859142,16.122863400535017,43.53358798783611,393.8051332034585,2.966666666666667,1.0666666666666669,1.7333333333333334,2079.08462336855,2,Wide Enforcer
Costa Rica,Juan Pablo Vargas Campos,1,24,12,0,2,4,0,6,0,0,0,30,98.93515396214087,48.694814017366056,7.988944067862041,18.94367223428103,299.312460116965,3.2,2.033333333333333,4.233333333333333,1980.9357049872303,0,Deep Stopper
Cameroon,Enzo Ebosse,1,24,15,1,2,0,3,3,0,1,0,24,89.45000022649765,47.70833360155424,8.200235664586852,26.281918460079098,601.6975125651901,3.2916666666666665,1.7916666666666667,3.458333333333333,2962.423586310025,2,Wide Enforcer
Netherlands,Davy Klaassen,4,23,17,3,2,0,1,1,1,0,1,48,73.0232750356351,40.39717403743612,9.90661926850297,36.00754884974048,550.3082653196765,5.791666666666667,1.2916666666666667,2.4791666666666665,2609.1383709998468,1,Pressing Disruptor
Wales,Daniel James,3,23,16,9,2,1,2,0,1,1,0,40,66.13559201802488,50.8322729839209,16.930928906549667,39.376767033267534,659.9512698739957,5.575,1.025,1.8,3007.2221580240134,1,Pressing Disruptor
Cameroon,Nicolas Moumi Ngamaleu,2,23,17,6,1,1,0,0,2,2,0,38,63.8317659941282,45.11445045392848,14.886337687690803,44.49791429802342,638.1959565336648,5.315789473684211,1.105263157894737,1.8157894736842104,2834.417730616032,1,Pressing Disruptor
Qatar,Akram Hassan Afif,3,23,18,0,0,0,1,0,2,1,1,36,53.91761536070295,43.90407804591849,13.1019117797239,56.414427604748525,409.3718648550664,4.138888888888889,0.8055555555555556,1.3055555555555556,2799.602246564028,1,Pressing Disruptor
Denmark,Andreas Skov Olsen,2,23,15,2,2,1,3,0,0,2,0,29,53.10163211690645,18.038030011298137,13.73278293099992,59.850789961742215,397.7849439562035,3.310344827586207,1.0689655172413792,1.896551724137931,2108.115182223452,2,Wide Enforcer
Belgium,Amadou Onana,2,23,16,5,4,0,1,0,0,2,0,27,76.77254734078582,32.35113311599545,9.89644318313411,33.3976637363558,580.3018518561711,5.074074074074074,1.148148148148148,1.962962962962963,2778.066426490689,1,Pressing Disruptor
Argentina,Exequiel Alejandro Palacios,3,23,16,2,0,2,1,1,0,3,0,26,70.32321285531094,34.65663527692091,15.092939118381352,33.1071188739655,715.7614623451325,6.846153846153846,1.0384615384615383,1.9615384615384612,3083.339176745829,1,Pressing Disruptor
Serbia,Nemanja Gudelj,2,23,16,4,1,1,1,1,0,3,0,25,78.6247183562619,43.64040115304009,7.237709722066869,34.72032180074203,608.599674731381,4.08,1.36,2.96,2845.467077988558,1,Pressing Disruptor
Canada,David Junior Hoilett,3,23,16,3,5,1,0,0,0,1,0,23,52.60291974381067,46.12615390699705,13.306566514527034,57.62914694056084,480.91763525887393,4.3478260869565215,0.9565217391304348,1.434782608695652,2418.577854586072,1,Pressing Disruptor
Wales,Gareth Frank Bale,3,22,12,4,4,0,2,2,1,1,0,38,75.82776574905706,43.85009543625706,13.862002246441527,34.194049872886964,615.4181472589024,5.394736842105263,1.0263157894736843,1.7105263157894737,3121.236989211962,1,Pressing Disruptor
Brazil,Gabriel Teodoro Martinelli Silva,3,22,14,1,1,0,4,0,2,1,0,33,71.01646723154877,56.32501199573417,16.35430324422337,37.58858398192326,620.6245715152779,5.333333333333333,1.0909090909090908,1.6666666666666667,3041.652647635935,2,Wide Enforcer
Wales,Harry Wilson,3,22,12,2,2,1,1,4,1,1,0,32,73.88448252053848,46.16333109497632,13.566366958479398,34.874862808145586,581.9507736771401,5.28125,1.40625,2.25,2706.712644902547,0,Deep Stopper
Wales,Joe Allen,2,22,9,3,2,0,0,5,3,1,2,31,82.0203896537318,35.449096514651536,8.227432944364026,26.02205755268798,704.4496248746266,5.548387096774194,1.3870967741935485,2.2580645161290325,3048.0329256961923,0,Deep Stopper
Denmark,Kasper Dolberg,3,22,19,4,1,0,0,1,1,0,0,31,49.03202556832653,41.4201019037213,11.354113867169673,59.147308755823865,379.0300525642457,4.612903225806452,1.0,1.7741935483870968,2367.247549947483,1,Pressing Disruptor
Uruguay,Diego Roberto Godín Leal,2,22,7,1,2,0,0,13,0,0,0,28,80.70469434080118,28.36155324076761,9.732667440537664,38.08142642872203,467.1928673657383,1.75,1.5357142857142858,2.5357142857142856,2767.843778273184,0,Deep Stopper
Cameroon,Karl Brillant Toko Ekambi,3,22,18,1,1,1,0,0,2,0,0,27,64.66881314891067,53.85991882541082,18.43104438577974,46.22085500570997,467.4215443548677,4.7407407407407405,0.8888888888888888,1.6296296296296295,2893.806529980027,1,Pressing Disruptor
Ghana,Gideon Mensah,1,22,7,4,3,2,2,6,2,0,0,26,87.14457389074411,63.605010874497054,14.242529192242053,30.9864256419794,353.6839084136756,2.0384615384615383,1.3076923076923077,2.1923076923076925,1869.6260203269824,0,Deep Stopper
Iran,Alireza Jahanbakhsh,2,22,13,5,0,1,2,1,2,3,0,25,59.38799968719482,16.66000030517578,14.943406283705697,50.72154125967126,399.2946781495288,4.16,1.12,1.56,2257.7639316397053,1,Pressing Disruptor
Denmark,Andreas Evald Cornelius,3,22,16,5,2,0,1,1,0,2,0,25,49.238504461431326,38.3187204163063,13.315585627458727,54.13993042715525,477.1087676814624,5.88,1.0,1.72,3003.4095289896554,1,Pressing Disruptor
Ecuador,Jackson Gabriel Porozo Vernaza,2,22,11,4,0,4,3,3,1,0,0,24,86.7083335776503,18.59999879201253,13.573783029770782,30.95515712207411,560.5293148529674,2.458333333333333,1.125,2.0,2517.779097518709,2,Wide Enforcer
Wales,Joseff Morrell,2,22,10,5,4,1,2,1,2,2,0,24,67.44055636457398,42.36640942661016,7.861103697243612,44.12124616806648,565.1340526239173,3.7916666666666665,1.5833333333333333,2.625,2943.6186385117435,1,Pressing Disruptor
Argentina,Gonzalo Ariel Montiel,4,22,11,6,1,1,4,2,0,3,0,21,82.32560983977277,22.00776478065434,16.284065790593697,29.47045962704374,620.6206814033537,4.476190476190476,1.3333333333333333,2.142857142857143,3150.176241702297,2,Wide Enforcer
Belgium,Yannick Ferreira Carrasco,2,22,10,1,4,1,3,3,0,1,0,18,73.4555557568868,59.194444523917305,14.948116579326395,36.41724615733923,553.2882243414152,4.277777777777778,1.5555555555555556,2.7777777777777777,2604.2871851829373,2,Wide Enforcer
Switzerland,Noah Okafor,3,21,16,7,0,0,1,0,2,2,0,29,47.92605956172344,48.81854845217827,14.297547986376188,58.17848065376352,595.8769478905424,4.517241379310345,1.0344827586206895,1.862068965517241,2840.1866272565458,1,Pressing Disruptor
Poland,Nicola Zalewski,2,21,16,2,2,0,1,0,1,1,0,28,79.49216556185286,47.76324568804017,19.996890013652678,29.343837472341,540.274480761584,5.107142857142857,1.0714285714285714,1.5,3190.9633812773995,1,Pressing Disruptor
England,Phil Foden,2,21,12,2,2,0,3,0,2,2,0,26,65.08980285245345,35.72832358115904,14.038871596304968,42.49048362115632,551.9411599616616,5.653846153846154,1.2307692307692308,2.1538461538461537,2354.048880057765,1,Pressing Disruptor
Iran,Mehdi Torabi,3,21,15,1,1,3,1,0,1,0,0,26,73.80654072396038,43.79875173665326,10.794691629680871,36.83683894172378,462.3139972075673,4.807692307692308,1.0769230769230769,2.3461538461538463,2466.945244337925,1,Pressing Disruptor
Germany,Kai Havertz,2,21,16,3,0,1,0,0,1,3,0,26,46.22091444604735,32.133048013944645,12.89095238566809,62.58837673135076,488.5445423685235,5.384615384615385,1.0769230769230769,1.6923076923076923,2911.4870484536764,1,Pressing Disruptor
